Gene = gry
Position 376: 3.5635353456179157e-06
Position 1809: 3.416549308214237e-06
Position 2308: 3.3281057333607796e-06
Position 67: 3.240012776078123e-06
Position 2479: 2.813946798365167e-06
Position 1824: 2.6041725017933527e-06
Position 63: 2.2706442420653178e-06
Position 1658: 1.9554282755249365e-06
Position 1896: 1.882933558665096e-06
Position 257: 1.786805640825062e-06
Position 3436: 1.55430658148678e-06
Position 1445: 1.5410893108611885e-06
Position 2558: 1.3723591007765253e-06
Position 1769: 8.345562570036546e-07
Position 3583: 7.290863951525831e-07
Position 4009: 6.400247974168214e-07
Position 1590: 6.028038071024778e-07
Position 1587: 4.888807919884272e-07
Position 1396: 4.832031561475208e-07
Position 1551: 4.171525907935224e-07
Position 2630: 3.0183133732606997e-07
Position 3542: 2.873565063288264e-07
Position 3198: 1.750029004323716e-07
Position 3540: 1.170794263163216e-07
Position 290: 1.748632049562321e-10
Position 326: 3.2061994971339256e-11
Position 302: 2.5058965667994233e-11
Position 184: 1.1021893532695744e-12
Position 224: 4.2720623657496873e-13
Position 284: 3.4073181012156045e-14
Position 254: 4.644027684695251e-15
Position 204: 2.377008871831331e-16
