Gene = Pfas
Position 1078: 0.0012057318273654648
Position 205: 0.001083186879537304
Position 4500: 0.0008602481572227501
Position 1033: 0.0008255149211493183
Position 259: 0.0006975250151039988
Position 2180: 0.0006922736056149993
Position 2816: 0.0006700294818693561
Position 1171: 0.0006591366472142212
Position 1174: 0.0006239348957411295
Position 1400: 0.0005503059259384653
Position 934: 0.0005203266286553086
Position 4547: 0.00042994417803844773
Position 4442: 0.0004165580912332597
Position 985: 0.0003002476713543305
Position 1285: 0.00028343296691614797
Position 947: 0.000249741530811827
Position 2166: 0.0002491921585124486
Position 769: 0.0002214120265021993
Position 4090: 0.00019334407717653605
Position 4223: 0.00018134116563809613
Position 4688: 0.0001731642898290516
Position 453: 0.00017241296982680208
Position 1351: 0.00015679840405325007
Position 1552: 0.0001257099345260807
Position 875: 0.00012014258733736185
Position 383: 0.0001097815703404598
Position 4460: 0.00010448833836258591
Position 280: 0.00010063910446969185
Position 4310: 9.925813135906449e-05
Position 1356: 9.703376304805351e-05
Position 297: 8.29365307043232e-05
Position 309: 3.7662731296601874e-05
Position 2366: 3.53500966807959e-05
Position 1003: 3.486241439556058e-05
Position 1111: 3.302204765570545e-05
Position 292: 2.5932289366370202e-05
Position 102: 2.2155725022407393e-05
Position 2255: 2.1569975890946734e-05
Position 4252: 1.733192519079584e-05
Position 4163: 1.5865908887925064e-05
Position 1709: 1.572906235481725e-05
Position 4048: 1.1888927364694323e-05
Position 583: 1.1237066613835168e-05
Position 393: 8.054244740281192e-06
Position 4768: 7.421887325599555e-06
Position 1909: 3.417823284300699e-06
Position 1858: 1.1792893789090231e-06
Position 1949: 1.1673154945757e-06
Position 134: 5.033252670167881e-07
Position 666: 1.3044785065553676e-07
Position 107: 7.986400997431296e-11
Position 128: 7.182763591388417e-11
