Gene = haf
Position 3408: 7.123005567136056e-11
Position 3377: 6.473493126789299e-11
Position 1940: 6.027303442296042e-11
Position 1914: 1.7526057685314622e-11
Position 2457: 1.1848576742936495e-11
Position 6352: 7.964917710033285e-12
Position 6191: 5.377640776170445e-12
Position 2712: 3.3226682697896308e-12
Position 1974: 2.7237880148172695e-12
Position 1832: 1.9389134339818932e-12
Position 1909: 1.4347539650781249e-12
Position 1871: 8.007711592877229e-13
Position 1987: 7.645594574508914e-13
Position 1861: 1.2343389551530643e-13
Position 3869: 3.2931263184516937e-14
Position 3827: 2.7867701477735584e-14
Position 509: 1.3211902159178612e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 27783: 0.8314312639152894
Position 25701: 0.694120542019697
Position 1703: 0.38982288022190387
Position 1247: 0.22416892944950395
Position 26777: 0.147047950452285
Position 213: 0.04456125766963778
Position 1194: 0.0402530404856679
Position 1410: 0.02616549110974918
Position 413: 0.010581132737830993
Position 1115: 0.00827512346075893
Position 1529: 0.0041091155749371135
Position 1075: 0.004001575058715918
Position 897: 0.0027136547834146533
Position 966: 0.0026193808770500386
Position 1497: 0.0025724084889294074
Position 178: 0.0025715024381865923
Position 1534: 0.002497271434741069
Position 1472: 0.0018006754762332066
Position 1454: 0.00038598574798330934
Position 266: 0.00034467458545726204
Position 514: 0.0002848467226696718
Position 388: 0.0002636917769152592
Position 1124: 0.00025396576186516
Position 711: 0.00024238945700163055
Position 509: 0.0002327454196424942
Position 184: 0.00019384142184237488
Position 681: 0.00015454943973894892
Position 275: 8.226216048290128e-05
Position 1259: 5.9562410714843235e-05
Position 656: 5.541260826667013e-05
Position 674: 5.2333931700846636e-05
Position 1309: 2.3024236616554175e-05
Position 478: 1.8512878655278498e-05
Position 448: 1.077217628248175e-06
Position 18524: 9.346693587989614e-07
Position 1269: 9.051050984865736e-07
Position 354: 7.256234315927044e-07
Position 351: 6.647595534252354e-07
Position 471: 5.068526349645582e-07
Position 368: 4.872277200828783e-07
Position 518: 4.547654352819936e-07
Position 568: 3.8688534268025823e-07
Position 12882: 5.817348534982027e-08
Position 582: 2.777352859352818e-08
Position 3566: 7.128214659955576e-09
Position 11196: 3.971348540597379e-09
Position 7757: 1.7397411344018862e-09
Position 14088: 1.5696196634205613e-09
Position 2104: 9.640357772973122e-10
Position 6818: 8.937620630509417e-10
Position 6475: 8.204501894677443e-10
Position 11669: 7.690047423728489e-10
Position 2813: 4.379929595453702e-10
Position 2586: 3.764106949473781e-10
Position 7011: 3.711297384272272e-10
Position 12391: 2.2078378268347562e-10
Position 2082: 2.0773852322590874e-10
Position 3270: 1.4908632466294258e-10
Position 11949: 1.2011350482063052e-10
Position 3646: 9.348271160155028e-11
Position 8935: 7.540578406029291e-11
Position 11193: 4.688542746853041e-11
Position 9384: 2.1682638784053103e-11
Position 2061: 2.1343974648924807e-11
Position 8773: 9.985014442850473e-12
Position 6249: 8.412457053759794e-12
Position 5413: 6.728808023679653e-12
Position 8359: 6.1299931892605e-12
Position 2267: 5.8700153525274235e-12
Position 2148: 2.4942709629927304e-12
Position 3893: 8.530313918324959e-13
Position 3529: 8.457241866954043e-13
Position 5460: 3.712123863363324e-13
Position 4944: 3.53774140310484e-13
Position 1786: 3.3373438654927447e-13
Position 5482: 2.838160397848918e-13
Position 7159: 2.766727877660847e-13
Position 5006: 2.095274141357447e-13
Position 6508: 1.2889035534824464e-13
Position 4185: 8.829055333968322e-14
Position 3900: 7.873029446790147e-14
Position 1507: 7.637707178695725e-14
Position 3928: 6.506735954623576e-14
Position 2598: 6.346554604212338e-15
Position 2903: 4.073504663097023e-15
Position 3000: 1.7079084427797063e-15
Position 2456: 1.1563652992065396e-15
Position 1844: 8.609608761472847e-16
Position 532: 1.0764571197002153e-16
Position 618: 8.11008720671255e-17
Position 484: 7.713554771783153e-17
Position 157: 2.6554287131314352e-17
Position 61: 7.507462383582194e-18
Position 577: 3.494513047945291e-18
Position 524: 2.6958532291260723e-18
Position 63: 6.768415972292784e-20
Position 77: 8.63749840267296e-25
Position 75: 6.312757117069656e-25
