Gene = Ugt301D1
Position 498: 8.825732877098556e-06
Position 183: 5.882389963182004e-06
Position 203: 5.612684644695785e-06
Position 655: 3.4246673443121267e-06
Position 432: 2.91913261895005e-06
Position 406: 3.7448930486452484e-07
Position 163: 2.0011931761244985e-07
Position 490: 1.7207762509827912e-07
Position 127: 5.0890520425950557e-08
Position 188: 5.887966166172286e-09
Position 439: 1.236584456707236e-10
Position 441: 2.7824030352909814e-11
Position 121: 2.6535833541676473e-12
