Gene = Tsp66A
Position 398: 8.051225846787445e-08
Position 429: 4.172709803919082e-08
Position 2299: 3.4100294240022636e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.9498057191023771
Position 2214: 0.8952930246120937
Position 391: 0.7417104643513218
Position 737: 0.7313823895574665
Position 1116: 0.7249139556179297
Position 1309: 0.6632851805324212
Position 160: 0.6483421696835875
Position 1968: 0.59611221971898
Position 577: 0.5567870304451351
Position 2646: 0.46969795253052893
Position 2683: 0.2181708306609397
Position 891: 0.21690776571535633
Position 2636: 0.19115057930522236
Position 775: 0.151998027619623
Position 1619: 0.14172367175291903
Position 1479: 0.12584813359743804
Position 1135: 0.11866196663197155
Position 945: 0.09198307648677453
Position 2760: 0.08701649909953876
Position 2809: 0.08370233019876137
Position 1458: 0.07410097688961723
Position 415: 0.05817556867428005
Position 1740: 0.05623235959714773
Position 913: 0.04251800174138706
Position 1289: 0.04228755631250573
Position 991: 0.04091759685915429
Position 269: 0.04040253901609252
Position 1641: 0.03692946652283157
Position 281: 0.0309027524457696
Position 461: 0.02991797957068098
Position 623: 0.027630204784451284
Position 1743: 0.025816983715420714
Position 702: 0.02093900701486946
Position 2416: 0.0193549222658908
Position 2660: 0.017267528584266265
Position 1772: 0.013559783752455068
Position 2704: 0.011014291010147267
Position 2250: 0.007518924965161425
Position 3111: 0.007382835002965024
Position 2280: 0.007292378942651145
Position 3014: 0.007059004192808877
Position 467: 0.005704003658152893
Position 3288: 0.004413937236674063
Position 2686: 0.0038814431312048947
Position 182: 0.003159403870838886
Position 2183: 0.002926168218929329
Position 422: 0.0022712981844787605
Position 2843: 0.0021944665121075473
Position 1645: 0.0021777954320868088
Position 974: 0.0020104421038882572
Position 2224: 0.0018916124628625857
Position 1976: 0.0018130965558761686
Position 1526: 0.001103323886445395
Position 2485: 0.0010704217360152839
Position 2840: 0.0008553031420388236
Position 840: 0.0006743988409092998
Position 1370: 0.00047523856436344834
Position 657: 0.0003129587708439196
Position 3069: 0.00025401253189214585
Position 1178: 0.00024623322112032935
Position 106: 0.00017447138924457967
Position 427: 0.00017188079338610328
Position 2522: 0.0001648880504589083
Position 1493: 8.572306292655755e-05
Position 336: 7.144178387266827e-05
Position 243: 6.951538836222561e-05
Position 2846: 6.046593589395477e-05
Position 2780: 5.3690236614488185e-05
Position 2791: 5.213228456885657e-05
Position 822: 3.9468318138872955e-05
Position 248: 2.4190067421013183e-05
Position 1915: 2.1912176328266583e-05
Position 659: 1.887576080964665e-05
Position 638: 1.8298051294630822e-05
Position 1200: 1.6308360451069736e-05
Position 675: 5.629456484186068e-06
Position 187: 2.273608715099004e-06
Position 118: 8.680282621295142e-07
Position 110: 1.7469632267372258e-11
