Gene = ics
Position 2491: 0.0006003569391930559
Position 735: 0.0005665991919097767
Position 1362: 0.0004857048909030517
Position 1985: 0.0004702913900017952
Position 769: 0.0004617561278738621
Position 873: 0.0004342551264009689
Position 1149: 0.0003807468093521794
Position 1084: 0.00037594288499376684
Position 1375: 0.00032264290273836365
Position 2828: 0.00030889866073433465
Position 311: 0.00028251191960762653
Position 1341: 0.00027986625449953633
Position 1704: 0.0002542221639048238
Position 774: 0.0002536928692931518
Position 2084: 0.00024722395795494917
Position 1301: 0.00021351565741905266
Position 525: 0.00016401376886307134
Position 2005: 0.0001613383763275535
Position 2590: 0.0001588224429111855
Position 2452: 0.00015026631895030443
Position 1731: 0.0001305787310841953
Position 2994: 0.00011389546536294785
Position 1902: 0.00011242703532329275
Position 2614: 0.00010138019529358654
Position 1169: 0.00010105242419126762
Position 1386: 8.792874437985687e-05
Position 384: 8.265197978111654e-05
Position 101: 7.847138006873316e-05
Position 2272: 6.510995909627808e-05
Position 420: 4.3372652741927354e-05
Position 2703: 3.920485580785142e-05
Position 2169: 3.8961112088413877e-05
Position 90: 3.817810675812901e-05
Position 2603: 2.9014937812264037e-05
Position 1757: 2.8376960730957595e-05
Position 415: 2.793433367465522e-05
Position 2091: 2.750181813402592e-05
Position 614: 2.223662308253823e-05
Position 498: 2.160000103356878e-05
Position 2064: 1.9102098954968173e-05
Position 2476: 1.8931937423334418e-05
Position 1859: 1.8807449654855493e-05
Position 335: 1.8679952006497755e-05
Position 2896: 1.771030139518379e-05
Position 2858: 1.6555409293518535e-05
Position 1178: 1.615399479950811e-05
Position 608: 1.5586964358075755e-05
Position 2178: 1.5520386976289318e-05
Position 108: 1.4565491444935558e-05
Position 3136: 1.0697276619393137e-05
Position 534: 1.0281727427177676e-05
Position 3121: 9.977113630395073e-06
Position 283: 8.694335756913066e-06
Position 1222: 5.716160406145731e-06
Position 191: 5.579211659769217e-06
Position 2086: 4.947313481624564e-06
Position 1549: 4.614636511752463e-06
Position 1728: 3.1174101754500716e-06
Position 2019: 2.847560276486015e-06
Position 1793: 1.813207507795751e-06
Position 2913: 8.712624035763969e-07
Position 2872: 6.998225407579398e-07
Position 2910: 5.965129555915672e-07
Position 2868: 2.5102884847647615e-07
Position 200: 1.7872457660439584e-07
Position 262: 1.5380243748862854e-07
Position 567: 3.923991791781787e-08
Position 573: 2.978040740566036e-08
Position 269: 2.638811796357473e-08
Position 540: 6.061099429929822e-09
Position 179: 1.8690969152234888e-11
Position 181: 1.572686172046753e-11
Position 264: 4.007211514319535e-14
