Gene = toc
Position 63898: 0.9126709978948524
Position 50410: 0.9105596726485192
Position 19089: 0.7147934109353394
Position 47083: 0.6644458133724491
Position 1129: 0.4415445401817212
Position 1596: 0.3406017240091403
Position 49635: 0.31930747811974053
Position 501: 0.3141631964090939
Position 1622: 0.2187916086318414
Position 48673: 0.09083930432432397
Position 47417: 0.08556860840418613
Position 5583: 0.08074046121267409
Position 17743: 0.07552745470571526
Position 75421: 0.060633472474068986
Position 1283: 0.05293242905369867
Position 64013: 0.052516480660625975
Position 49803: 0.05210847901988292
Position 71510: 0.05129841894768963
Position 1064: 0.04732573757876178
Position 45708: 0.044403917717621796
Position 1081: 0.03887567805298084
Position 46995: 0.03659996079251963
Position 63930: 0.031526834893943895
Position 720: 0.027787771632631807
Position 19857: 0.02633759504355808
Position 71700: 0.025627891099632774
Position 619: 0.02334443011831961
Position 47401: 0.023086931220331067
Position 75816: 0.02214553719325654
Position 18191: 0.017022802072150994
Position 58252: 0.016129260958805278
Position 902: 0.013172078050188888
Position 71678: 0.012890832399088809
Position 47103: 0.012603218130451264
Position 4764: 0.011617972881411736
Position 59288: 0.011181576405915834
Position 987: 0.0102438138585982
Position 4726: 0.010122368066229546
Position 1023: 0.008714183846422056
Position 75474: 0.00841385878685591
Position 2093: 0.008251323041565232
Position 74175: 0.008001256640786433
Position 1382: 0.007803569501452286
Position 56151: 0.007706126541874767
Position 47338: 0.007660970481425054
Position 72021: 0.00715794899185092
Position 75418: 0.007097033401319074
Position 13135: 0.006382444168508566
Position 17945: 0.006308890072941631
Position 4849: 0.005773965542214112
Position 1225: 0.005521490962596845
Position 744: 0.005182582071921621
Position 5203: 0.004782181123970832
Position 71885: 0.004630212279973902
Position 63942: 0.0041255290422723915
Position 2710: 0.004054506615125193
Position 75745: 0.004030227656790832
Position 1774: 0.003789138147499891
Position 74231: 0.003593004125115243
Position 1151: 0.0034168904588629772
Position 6041: 0.0032785217776721814
Position 49216: 0.003125894750930284
Position 75898: 0.0030404506272241495
Position 963: 0.0029581263445936706
Position 48708: 0.002858707058902016
Position 2226: 0.002851611922377292
Position 350: 0.0027059120305655193
Position 74537: 0.002681273801029301
Position 5127: 0.002598916032811246
Position 57257: 0.0025581152726874322
Position 48047: 0.002542679952806871
Position 1262: 0.002539776894601922
Position 984: 0.002379757578440726
Position 2960: 0.0022598171195356664
Position 58: 0.002194994969572957
Position 47507: 0.002147047855513478
Position 328: 0.0019542070020106338
Position 1179: 0.0019253950617014325
Position 47126: 0.0018566844253878408
Position 61: 0.0017425194476694355
Position 47221: 0.0015470233642936714
Position 47378: 0.0015130435117888467
Position 50438: 0.0015059947689632118
Position 1271: 0.00147737660400941
Position 74023: 0.0014383588700712167
Position 54566: 0.0013056669641809489
Position 356: 0.0011738228709425084
Position 2012: 0.0011498540899950321
Position 47470: 0.0011217941531786106
Position 3303: 0.0010473882331127732
Position 1832: 0.0010316423597346543
Position 47544: 0.0009680661716505249
Position 1988: 0.0007914962006103285
Position 76081: 0.0007557782586042075
Position 46945: 0.0006710611462052817
Position 75845: 0.0006686679990487417
Position 76027: 0.0006543246042145833
Position 74064: 0.0006495206644428227
Position 74408: 0.0005853711467880891
Position 667: 0.0005639490345780772
Position 2265: 0.0005592813611593643
Position 3506: 0.0005588312815049525
Position 74240: 0.0005527234591075214
Position 3835: 0.0005520005248802345
Position 76225: 0.0005438562106341788
Position 47182: 0.0005389876087839149
Position 47464: 0.0005134125307801372
Position 2350: 0.0004887020772270728
Position 1699: 0.00047354041570557456
Position 62242: 0.0004386551928289988
Position 74311: 0.0004344612031511441
Position 48888: 0.0004306700744441208
Position 74246: 0.00041215299805975815
Position 48127: 0.0004040997738008264
Position 1319: 0.0003976248358306848
Position 54064: 0.00039489161411979454
Position 1027: 0.00035519763219811614
Position 47437: 0.0003523040748394439
Position 70781: 0.00033332985039941304
Position 55856: 0.000333084028055874
Position 3658: 0.00032888170316211875
Position 47522: 0.0003227752599017846
Position 247: 0.0003035574836112605
Position 2671: 0.000257936424292712
Position 53938: 0.00025730059383320154
Position 73338: 0.00025000908048299937
Position 74747: 0.00024318182525858513
Position 75102: 0.00023159091746017613
Position 73469: 0.00022192783249663157
Position 73325: 0.00021547181425246985
Position 74397: 0.00015662328144364172
Position 73287: 0.00012810574646633267
Position 73451: 0.00010889767259609262
Position 945: 9.172706245550756e-05
Position 74654: 8.945140664769599e-05
Position 282: 8.366752214667794e-05
Position 74181: 6.707408404290052e-05
Position 183: 6.319196385457262e-05
Position 73319: 5.946715134956521e-05
Position 74786: 5.4962384765372795e-05
Position 73484: 4.640417468660646e-05
Position 73715: 4.011178800507735e-05
Position 426: 3.87851145739488e-05
Position 74070: 3.618493575738065e-05
Position 849: 3.523958237630511e-05
Position 74936: 2.9479942859052216e-05
Position 1506: 2.2739421455423475e-05
Position 993: 1.755597841202943e-05
Position 292: 1.5256869445835233e-05
Position 46919: 1.5137059526212467e-05
Position 256: 1.4938309552856735e-05
Position 118: 8.167421402528152e-06
Position 47028: 6.032717961394616e-06
Position 188: 5.776426743554498e-06
Position 1704: 5.100768255224073e-06
Position 1524: 4.649156707863134e-06
Position 399: 4.637111393722828e-06
Position 362: 4.16836818253504e-06
Position 383: 2.768220150062905e-06
Position 52705: 2.5060991880340923e-06
Position 51323: 2.3761612053465745e-06
Position 372: 1.9756319762172954e-06
Position 1709: 1.3304347726320519e-06
Position 1723: 1.2217657173100606e-06
Position 52192: 3.208635856383934e-07
Position 51347: 2.199767033257794e-07
Position 74085: 1.8600482887775694e-07
Position 122: 2.936636118363387e-08
Position 447: 1.915785286895691e-08
Position 808: 1.7140230844101085e-08
Position 124: 1.0311968904943776e-08
Position 65: 4.4779603168850346e-09
Position 69: 8.413992305541947e-10
