Gene = GlyP
Position 4973: 0.00038135227121971753
Position 1347: 0.0003729595418961829
Position 237: 0.00036931030096480324
Position 3958: 0.00036187544348977485
Position 4451: 0.00032475307891668715
Position 1508: 0.00028736263472232493
Position 5964: 0.00028031649771484885
Position 1446: 0.00027817056402238435
Position 2844: 0.000273059141309869
Position 3435: 0.00022123708292942575
Position 4691: 0.0002076595755052732
Position 1655: 0.00019433923662396765
Position 3087: 0.00018695294274515448
Position 4391: 0.00013262639880863726
Position 3706: 0.0001307768391206078
Position 6224: 0.00012878822049104707
Position 720: 0.0001276538595728185
Position 1844: 0.0001161924017700703
Position 347: 0.00010736875865688332
Position 1547: 0.00010076454481737715
Position 4322: 9.96530192816271e-05
Position 1866: 9.203482934028748e-05
Position 6123: 8.161827828072739e-05
Position 2568: 7.6734634442818e-05
Position 2120: 6.796584827098269e-05
Position 1218: 6.667941818816494e-05
Position 381: 6.089129263014898e-05
Position 1828: 5.700232208777256e-05
Position 3144: 5.4206591738493934e-05
Position 1485: 5.3789804556786526e-05
Position 1023: 5.352518733873894e-05
Position 2981: 5.199159896366635e-05
Position 2474: 4.6791918306342e-05
Position 2389: 4.550777003051638e-05
Position 2876: 4.419260419634349e-05
Position 5929: 3.4081902415680025e-05
Position 2457: 2.9734495320793154e-05
Position 2083: 2.6981396502059963e-05
Position 6171: 2.066201991550574e-05
Position 171: 1.9388845241789034e-05
Position 414: 1.9188048980090434e-05
Position 811: 1.654246941022836e-05
Position 1274: 1.3878749890117409e-05
Position 1566: 1.3664982065729875e-05
Position 5924: 1.3170872774494136e-05
Position 6428: 1.2592729682341367e-05
Position 6387: 1.1515526538931356e-05
Position 1028: 1.0722251757362878e-05
Position 160: 1.0708215458294174e-05
Position 1563: 1.0586040098381379e-05
Position 1887: 9.40693038831841e-06
Position 6371: 7.623826553291055e-06
Position 192: 7.2743740860004705e-06
Position 1360: 3.98966640443949e-06
Position 1961: 3.5465792251954084e-06
Position 554: 3.451585296722839e-06
Position 1417: 3.148957309315677e-06
Position 2603: 2.8511707093786604e-06
Position 2246: 2.7376852499176596e-06
Position 6300: 2.0398658748369412e-06
Position 6415: 1.9571539921671387e-06
Position 2159: 1.5815120403372685e-06
Position 2020: 1.4003225787551192e-06
Position 1215: 1.2613750265651342e-06
Position 793: 9.949368133050695e-07
Position 417: 4.97958780935443e-07
Position 2127: 3.8742404468816876e-07
Position 288: 3.20554195994689e-07
Position 148: 2.2767047513078914e-07
Position 1973: 8.503834468157028e-08
Position 1058: 1.0673787388989995e-08
Position 1070: 1.0272312201311648e-08
Position 1203: 4.439614604183014e-09
Position 1131: 2.5592566072563165e-09
Position 1055: 2.3706885818278376e-09
