Gene = Zmynd10
Position 573: 2.8163705136315588e-08
Position 239: 2.1678325710676116e-08
Position 742: 1.6939715340791964e-08
Position 242: 1.0830684732614744e-08
Position 236: 1.0655642982318052e-08
Position 164: 1.0623042217758584e-08
Position 452: 8.921485244685996e-09
Position 122: 8.234318999642885e-09
Position 173: 3.819734695343119e-09
Position 182: 1.6624217317744693e-09
Position 218: 1.5897297083260543e-10
Position 248: 1.1222793977145916e-10
Position 199: 6.421838272802227e-11
Position 124: 4.875129539711777e-12
