Gene = heix
Position 1049: 2.9680266310726716e-05
Position 403: 2.6561732968237027e-05
Position 80: 2.210680553959057e-05
Position 526: 1.88201320218909e-05
Position 1089: 1.5977628009039384e-05
Position 2159: 1.2292908772632962e-05
Position 450: 1.2046997157407135e-05
Position 935: 1.0905649366925511e-05
Position 371: 4.2354710102777176e-06
Position 534: 4.020632191989395e-06
Position 672: 2.382302513205381e-06
Position 2031: 1.6936450814954875e-06
Position 980: 1.277659146156665e-06
Position 654: 7.421752477835124e-07
Position 651: 6.276906024365656e-07
Position 660: 5.534290996502125e-07
Position 380: 2.666893889625433e-07
Position 67: 1.1000999090197266e-07
Position 128: 5.5190331857954983e-08
Position 445: 5.1855575401760874e-08
Position 447: 4.642453205069721e-08
Position 459: 2.578153209618328e-08
Position 942: 1.4169478694637174e-10
Position 134: 5.254683587772235e-11
Position 143: 4.1219163415493516e-11
Position 160: 1.4044125739768701e-11
Position 123: 1.0126381635929415e-11
Position 69: 4.683643074282066e-12
Position 188: 2.277743281156385e-12
Position 283: 1.2255863274248662e-12
Position 157: 3.394744207738343e-13
Position 208: 1.530763226249786e-13
Position 146: 1.537471890235696e-14
Position 212: 3.975742764052897e-15
Position 182: 1.0731093608683869e-15
Position 228: 2.729910123044408e-16
Position 238: 2.6551370531716305e-17
Position 192: 9.722560539785698e-18
Position 190: 5.709633374357279e-18
Position 202: 2.9602589205531495e-18
Position 198: 2.291370917221665e-18
Position 196: 1.8190737247293435e-18
Position 200: 1.7962931854030012e-18
Position 194: 1.6209071393045498e-18
Position 218: 3.5178943869447084e-19
Position 220: 3.427680584502022e-19
Position 148: 1.870670504913358e-19
Position 214: 1.440710198429119e-19
Position 216: 1.0669470630558413e-20
Position 222: 7.0458374624787895e-22
