Gene = vri
Position 2541: 0.0033737833076616917
Position 21446: 0.0027215435911349894
Position 21583: 0.0025731267738260816
Position 11131: 0.002475418389356884
Position 2866: 0.002233035084610775
Position 14200: 0.0019797090099175564
Position 5489: 0.0018329137934414664
Position 5519: 0.001574065581934687
Position 21190: 0.0014429308613803757
Position 3049: 0.0012436075367431101
Position 4144: 0.0012353963537842468
Position 14226: 0.001177396320826818
Position 1094: 0.0011666741136564238
Position 13746: 0.0010949784249857744
Position 8714: 0.0010884103684046071
Position 8547: 0.0010517153692915474
Position 20986: 0.0009707115713429249
Position 9608: 0.0009702756821219536
Position 3005: 0.0008796797251720249
Position 19789: 0.0008562709898243727
Position 20010: 0.0008046382871165868
Position 19819: 0.0006554724041843219
Position 1195: 0.0005907567791031914
Position 2898: 0.0005893103272265782
Position 8575: 0.0005081400353098223
Position 8025: 0.0004461441562147612
Position 1076: 0.00042296227297282217
Position 1223: 0.00039793270658280635
Position 21028: 0.0003902436628486551
Position 19703: 0.0003843714168325663
Position 1635: 0.00035710084527082117
Position 2393: 0.0003355510972439375
Position 19813: 0.0003193992157771752
Position 20458: 0.0003138292180603099
Position 1740: 0.0003011524761351878
Position 2139: 0.0003005958709177667
Position 19040: 0.00029332109864997115
Position 2015: 0.0002698223720419458
Position 20072: 0.00026943660568377973
Position 3060: 0.0002148255168029885
Position 703: 0.00016918289308607637
Position 3868: 0.00016376848319038016
Position 1211: 0.0001611085655490969
Position 1235: 0.00015519212094746435
Position 9055: 0.0001290800677607781
Position 1290: 9.296896533038084e-05
Position 827: 9.247544006882743e-05
Position 2033: 9.103797898487632e-05
Position 19555: 8.849573870706776e-05
Position 6469: 8.395060751562305e-05
Position 5159: 7.519299108024846e-05
Position 5073: 4.9375762769730225e-05
Position 6449: 4.812061351748348e-05
Position 756: 2.6832788292965022e-05
Position 19546: 1.605744782363262e-05
Position 2265: 1.5768221046228117e-05
Position 1145: 1.3549770247067073e-05
Position 1947: 5.154784300753238e-06
Position 2547: 5.049549319713519e-06
Position 665: 4.160969013785678e-06
Position 1561: 3.2969213556565033e-06
Position 266: 3.0364132374434377e-06
Position 1909: 2.6137029836614535e-06
Position 1666: 2.10165423420287e-06
Position 1926: 1.476258705150394e-06
Position 2817: 1.4366473123816705e-06
Position 1698: 1.4322550249516673e-06
Position 3978: 1.0762130266881014e-06
Position 1475: 9.083882506601518e-07
Position 1293: 9.076781715176311e-07
Position 19528: 7.956926677683352e-07
Position 412: 6.177919050614236e-07
Position 1493: 3.7920090553398276e-07
Position 3454: 3.6395928481343526e-07
Position 487: 2.8071681117940673e-07
Position 836: 2.687887231707281e-07
Position 19207: 1.7763515210306484e-07
Position 651: 1.7240011045653761e-07
Position 381: 1.6086545664143626e-07
Position 350: 1.5063383723152684e-07
Position 1147: 1.4694216713155284e-07
Position 993: 1.2996321942077525e-07
Position 414: 9.139889930935044e-08
Position 19264: 7.004231196526431e-08
Position 428: 5.569488044681582e-08
Position 1543: 2.498014824500584e-08
Position 19393: 4.570830119463456e-09
Position 6554: 4.6663392831152526e-12
