Gene = comm3
Position 418: 2.2978621378123646e-18
Position 1402: 8.945663657034779e-19
Position 2045: 7.703572207808481e-20
Position 1076: 8.983396363654784e-21
Position 1088: 7.516458143735493e-21
Position 1345: 4.666379063270197e-21
Position 1276: 4.465618142420323e-21
Position 1164: 4.431060099444468e-21
Position 770: 2.7136031084847388e-21
Position 979: 1.493747375822519e-21
Position 1794: 1.0135118595326597e-21
Position 1226: 9.944289734656547e-22
Position 874: 2.9271893432671516e-22
Position 683: 6.499712982465248e-27
Position 669: 5.038238375273996e-28

Sorted 3' Splice Sites (High to Low Probability):
Position 33739: 0.9946805982924457
Position 8718: 0.12397057776747734
Position 8691: 0.005354421257623454
Position 30078: 0.004989066553457458
Position 8733: 0.002119107750876391
Position 8445: 0.0016022088047106672
Position 8483: 0.0009600226121474481
Position 6748: 0.0007517889730927738
Position 28538: 0.0003179977010489188
Position 26199: 1.232538729809178e-05
Position 19669: 5.574219783809664e-09
Position 19831: 3.667996197385154e-09
Position 16215: 1.9936237456844068e-09
Position 18112: 4.2432487887019553e-10
Position 14553: 4.0081065131643746e-10
Position 628: 3.1950864958635727e-10
Position 16952: 2.073197077286428e-10
Position 15291: 1.2158124296753216e-10
Position 8899: 3.946188472729941e-11
Position 14133: 5.525268765217457e-12
Position 8964: 4.906765911679446e-12
Position 12637: 4.658386783977032e-12
Position 1468: 4.540397484324027e-12
Position 8887: 4.004393262590112e-12
Position 14064: 3.4387852715709505e-12
Position 160: 2.9800396962350763e-12
Position 7701: 2.5724673213184973e-12
Position 1233: 2.2214613869032527e-12
Position 4933: 1.9821324373035454e-12
Position 7674: 1.7586148460512307e-12
Position 2495: 1.6565534680008293e-12
Position 10047: 1.4106907099524908e-12
Position 10778: 1.1744305504045269e-12
Position 2622: 1.0963512305336393e-12
Position 7745: 1.0360977549654425e-12
Position 6778: 1.0019607390872384e-12
Position 1441: 8.760187411216576e-13
Position 10899: 8.571934364166087e-13
Position 4897: 7.66285003701779e-13
Position 5064: 7.545894185039739e-13
Position 5104: 7.173782238466107e-13
Position 2539: 7.030429786884997e-13
Position 7375: 6.488306444890084e-13
Position 12595: 6.323333380445188e-13
Position 376: 6.10746415499953e-13
Position 4977: 3.869124854583028e-13
Position 236: 3.7601984692273036e-13
Position 2595: 3.44717136678237e-13
Position 9032: 3.400806208979621e-13
Position 1527: 3.259700620664189e-13
Position 4640: 2.859866763834245e-13
Position 11354: 2.7707018715338604e-13
Position 5089: 2.729831418081275e-13
Position 4762: 2.382266209143982e-13
Position 5167: 2.3154213097762817e-13
Position 9113: 2.277512184072926e-13
Position 9867: 2.274791552987527e-13
Position 223: 2.2323852965597109e-13
Position 2562: 1.8520497904146006e-13
Position 178: 1.7588815031992365e-13
Position 100: 1.7055312826633614e-13
Position 5036: 1.5280318336054364e-13
Position 4567: 1.40737387234094e-13
Position 9789: 1.3399515246839541e-13
Position 4980: 7.521191361141854e-14
Position 4302: 6.913280863157188e-14
Position 206: 6.590015619771245e-14
Position 10836: 5.817557766040478e-14
Position 10354: 5.702197829893806e-14
Position 507: 5.633436382033633e-14
Position 2137: 5.4464359613372025e-14
Position 2520: 5.4377704088022716e-14
Position 217: 4.205838477202561e-14
Position 1729: 2.400663650147905e-14
Position 6089: 2.020250189409054e-14
Position 5323: 7.741333108101464e-15
Position 5369: 6.313992121139618e-15
Position 5437: 3.6415083438922955e-15
Position 5452: 1.7691083040962111e-15
Position 7127: 1.5649127087712079e-15
Position 6868: 1.0961303191255696e-15
Position 6062: 9.35438396959286e-16
Position 6173: 7.999860947842999e-16
Position 5383: 6.026287258787451e-16
Position 6300: 4.1834251118241296e-16
Position 6679: 3.1129833698015536e-16
Position 5415: 2.495519222415432e-16
Position 4434: 9.613646388998306e-17
Position 4144: 9.168972990738677e-17
Position 3735: 4.7420523838614884e-17
Position 3078: 3.80123743652944e-17
Position 4688: 3.7249882904607545e-17
Position 3322: 3.5247939352042293e-17
Position 2095: 2.7294852180977298e-17
Position 2265: 2.4315166271257193e-17
Position 2177: 1.9372790000080982e-17
Position 2935: 1.679085787084294e-17
Position 4466: 1.670051238340683e-17
Position 4827: 1.619300412256439e-17
Position 4599: 1.58290094313578e-17
Position 3929: 1.445494248144109e-17
Position 4184: 1.410121585917166e-17
Position 899: 1.352993819264389e-17
Position 3938: 1.3394808852538005e-17
Position 4112: 1.2619888230645255e-17
Position 2347: 1.1715772326119405e-17
Position 1857: 7.994114838129483e-18
Position 3404: 7.005980453216178e-18
Position 1137: 4.9482794749229354e-18
Position 3254: 4.712378896580616e-18
Position 3083: 4.350743460067987e-18
Position 2038: 3.966920025121601e-18
Position 891: 3.7890475937595995e-18
Position 874: 3.684723490820835e-18
Position 2903: 3.2067476309704026e-18
Position 2152: 2.7283898796203747e-18
Position 2098: 2.458500594219852e-18
Position 1583: 1.5109253825882017e-18
Position 2058: 1.0601264610561662e-18
Position 1482: 1.0589100504655196e-18
Position 320: 9.737318128086109e-19
Position 710: 8.336758399637773e-19
Position 1600: 7.961510605931957e-19
Position 1337: 7.582052775454601e-19
Position 741: 6.132647353498207e-19
Position 906: 5.625280632899597e-19
Position 838: 4.916379519829905e-19
Position 353: 3.7670100518079886e-19
Position 80: 3.630069673832273e-19
Position 438: 3.5508634737270337e-19
Position 1766: 2.641950067469621e-19
Position 1553: 2.306417178357636e-19
Position 747: 2.0092688913899275e-19
Position 258: 9.523518067099031e-20
Position 132: 5.0078225183090796e-20
Position 128: 4.1827105251797614e-20
Position 482: 3.698849702685737e-20
Position 1377: 2.0608318029019273e-20
Position 2364: 1.708292744484313e-20
Position 1215: 1.4240044528828262e-20
Position 471: 1.3556325431900667e-20
Position 452: 1.149065876784691e-20
Position 923: 1.1411726466630762e-20
Position 1662: 1.0505879318996561e-20
Position 1067: 2.5225447648167853e-21
Position 517: 1.338109633694671e-21
Position 49: 1.2890795002036773e-21
Position 990: 4.655599968347327e-22
Position 835: 4.1313941083040565e-22
Position 992: 3.636925592902088e-22
Position 1276: 3.6128829381507433e-22
Position 536: 2.0479694883296403e-22
Position 322: 1.7875259804378297e-22
Position 1449: 1.0121203709354037e-22
Position 802: 7.262184518188154e-23
Position 985: 5.0476730394084246e-23
Position 595: 1.9200421721386323e-24
Position 669: 1.787538487211226e-24
Position 768: 6.401894315469792e-25
Position 562: 4.808645814202981e-25
Position 738: 3.850870099277244e-25
