Gene = Dhc62B
Position 7151: 4.768788135351013e-05
Position 12396: 4.490781434964432e-05
Position 3856: 4.466154576642837e-05
Position 11348: 4.343283106872394e-05
Position 369: 4.3231208078422256e-05
Position 2590: 4.1143138479151325e-05
Position 6945: 3.839624091664946e-05
Position 2815: 3.579137631119599e-05
Position 1087: 1.4812428823520154e-05
Position 1061: 6.553385214445337e-06
Position 943: 4.302280141887969e-06
Position 74: 4.005062644368341e-06
Position 2662: 3.2511205176140505e-06
Position 5724: 2.9232764160350655e-06
Position 485: 2.112017240258568e-06
Position 2379: 1.8146776375604341e-06
Position 2730: 1.4973207452511167e-06
Position 2556: 1.4191717995061219e-06
Position 1030: 1.4033739909564337e-06
Position 2489: 9.09957363108843e-07
Position 349: 8.923139111746994e-07
Position 2414: 8.69485370097693e-07
Position 935: 8.068428559588357e-07
Position 800: 7.556318660214384e-07
Position 2848: 6.853095732144046e-07
Position 2601: 6.240997065587551e-07
Position 11125: 4.172683486824803e-07
Position 2315: 4.0746507460237024e-07
Position 3267: 3.9971658367983386e-07
Position 3636: 3.8639888498266425e-07
Position 11243: 3.7626678575625887e-07
Position 11414: 3.262758721286377e-07
Position 885: 3.206855039173708e-07
Position 3390: 2.5206691406196145e-07
Position 11247: 2.3559832364191476e-07
Position 474: 1.0548488941460933e-07
Position 11186: 1.0312102863015449e-07
Position 2583: 7.055421578957742e-08
Position 11534: 6.867776243711809e-08
Position 2581: 6.760662937136861e-08
Position 11139: 5.820639062817484e-08
Position 2538: 5.735307367078614e-08
Position 2351: 4.6708097028242856e-08
Position 2763: 3.575556709431095e-08
Position 539: 2.7028610173825757e-08
Position 11284: 2.581314820167712e-08
Position 705: 2.273807425490583e-08
Position 2524: 1.220025626786705e-08
Position 276: 5.466302247647856e-09
Position 11224: 1.872002472017041e-09
Position 239: 1.5867076832309096e-09
Position 290: 1.379591261333508e-09
Position 264: 1.3440859072020686e-09
Position 2300: 2.0082318670177997e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2487: 0.9953514451490024
Position 10880: 0.9940006534838064
Position 11269: 0.9775504644724848
Position 5215: 0.9715962129809168
Position 2245: 0.9577441791533584
Position 9601: 0.8744009504492259
Position 5589: 0.7980730970220519
Position 2033: 0.6381862432810947
Position 9262: 0.4133291649023244
Position 5888: 0.35619461658148377
Position 6571: 0.3228732106393527
Position 5952: 0.26836844898152845
Position 7039: 0.22806360524770136
Position 1319: 0.13249119005613152
Position 3060: 0.07611239845549798
Position 5595: 0.048214649565693685
Position 5055: 0.04499981952867387
Position 1379: 0.04329305324035334
Position 2264: 0.03798040454999768
Position 1137: 0.03032553630855902
Position 6665: 0.029534878148914256
Position 1886: 0.025442377723255884
Position 5237: 0.024553464145130984
Position 4272: 0.02176984740233581
Position 2043: 0.018215277706512795
Position 5007: 0.015412012805381839
Position 6257: 0.013960462821173351
Position 1883: 0.013830825825233739
Position 4291: 0.013216450471178885
Position 4857: 0.01314984373195318
Position 5990: 0.01310731983967073
Position 3633: 0.01248065778302592
Position 7249: 0.011675583833062914
Position 3322: 0.011621278043375014
Position 11325: 0.008423143633070918
Position 3459: 0.008014782135922719
Position 3715: 0.007655293300610571
Position 1847: 0.007450674973486853
Position 3879: 0.006868241918940034
Position 4676: 0.0067678763350558346
Position 4557: 0.006703497847975503
Position 1829: 0.006607512678598928
Position 12070: 0.0061218304486743026
Position 1889: 0.005576376844998691
Position 1274: 0.0054824604291281685
Position 3573: 0.005275607705117534
Position 10921: 0.004732690580541254
Position 5873: 0.004416823387892473
Position 11284: 0.004338160359926552
Position 11329: 0.004032765734746369
Position 890: 0.003950281274868014
Position 3114: 0.00392385169886846
Position 1087: 0.003662151313708756
Position 6176: 0.003292480610152665
Position 3021: 0.0032290154665692876
Position 5618: 0.002648857307072109
Position 11959: 0.002438461742308344
Position 11980: 0.002352969413828785
Position 6281: 0.002342248324109825
Position 6448: 0.002330756689082507
Position 5987: 0.0022346213875961856
Position 3795: 0.0021503336524272315
Position 6444: 0.002054360503679674
Position 503: 0.0018539509501910162
Position 11812: 0.0018291934637876877
Position 5301: 0.0018016363801771325
Position 1785: 0.0017999832765239329
Position 5745: 0.0017521918310276483
Position 3849: 0.0016070438925010386
Position 1953: 0.0015712953928292202
Position 3765: 0.001370000696172198
Position 11433: 0.0013684153589899517
Position 5445: 0.0013514217920610762
Position 3825: 0.0013242462017821215
Position 6104: 0.0012093319263830242
Position 6141: 0.0012028844194610013
Position 11806: 0.0011534436503997474
Position 1030: 0.001111271873889951
Position 11774: 0.001094993663398729
Position 10942: 0.0010262149385889502
Position 6683: 0.0010192275271384123
Position 6320: 0.0008487393852888969
Position 3855: 0.000841502285063369
Position 3150: 0.0008279864648289854
Position 2208: 0.00074886300663282
Position 6580: 0.0007265216713427621
Position 11410: 0.000722097632426889
Position 2677: 0.0007110180532741642
Position 3717: 0.0006971161098646698
Position 3363: 0.0006027814257189252
Position 4128: 0.000585390617653485
Position 2315: 0.0005453720818311983
Position 11470: 0.0005287634509762347
Position 6156: 0.0005092216373775251
Position 902: 0.0004580972301889077
Position 3075: 0.0004414622077206199
Position 3383: 0.00037192724175024144
Position 6368: 0.0003299682349646882
Position 11879: 0.0003054344193701272
Position 6263: 0.00030385309661995377
Position 2196: 0.00026878208449691794
Position 881: 0.0002592476328568225
Position 11929: 0.0002520753020444499
Position 7013: 0.00020141809075957716
Position 12157: 0.0001967505143607814
Position 1068: 0.00017503686004430183
Position 2730: 0.00015465137211029728
Position 5622: 0.000153655945815521
Position 11857: 0.00013277785523548887
Position 5548: 0.0001223445662352627
Position 914: 0.00011230142012278928
Position 603: 0.0001089095299944975
Position 1247: 0.00010681024186131433
Position 674: 0.00010188999134614081
Position 11725: 9.54292671569856e-05
Position 5574: 9.129971835320584e-05
Position 11622: 9.023271718455308e-05
Position 12094: 8.679442571660728e-05
Position 339: 7.745213352560395e-05
Position 2334: 7.627285232119227e-05
Position 511: 7.257532493339356e-05
Position 1331: 6.713995841233652e-05
Position 1400: 6.283282198300076e-05
Position 96: 6.000957005944986e-05
Position 5857: 5.115041124998362e-05
Position 5631: 4.562077962034461e-05
Position 12445: 4.490781434964427e-05
Position 11686: 4.310576715945608e-05
Position 2556: 4.20245755514327e-05
Position 5635: 3.9493331570924033e-05
Position 5733: 3.391208764234622e-05
Position 2787: 3.1397095577826575e-05
Position 2357: 2.8845314361039786e-05
Position 5930: 2.5642016703029587e-05
Position 2744: 1.9340308587793517e-05
Position 2590: 1.71852983118476e-05
Position 2838: 1.4263728491297631e-05
Position 2348: 1.3759842846099058e-05
Position 685: 1.1169979529721765e-05
Position 773: 6.609735900863674e-06
Position 767: 6.2209948918709485e-06
Position 254: 5.082053407168077e-06
Position 2506: 3.436972247920199e-06
Position 2841: 1.7238845988453272e-06
Position 211: 1.6881342102352606e-06
Position 5832: 1.600842541520868e-06
Position 2880: 1.6000921538859812e-06
Position 99: 1.5044160215929412e-06
Position 404: 1.4562372882349342e-06
Position 3201: 9.523472939794265e-07
Position 3015: 8.467500900688107e-07
Position 239: 7.386229350938092e-07
Position 248: 6.617208691440623e-07
Position 2769: 5.802282614600137e-07
Position 2907: 5.594103642689714e-07
Position 2694: 4.858919437279035e-07
Position 2426: 4.4216234734292216e-07
Position 2853: 4.3634304837091657e-07
Position 434: 3.938075100781849e-07
Position 821: 3.788808585721092e-07
Position 2500: 3.5866968609536357e-07
Position 440: 3.4993894392219436e-07
Position 2813: 3.478963479005884e-07
Position 2761: 3.231719702893279e-07
Position 2566: 2.9818866850548887e-07
Position 2799: 2.567374079301889e-07
Position 2634: 2.1669030508155706e-07
Position 3169: 1.7300855307178022e-07
Position 2861: 1.6851208723835112e-07
Position 2524: 1.3383228635831104e-07
Position 3125: 1.2965329849296994e-07
Position 3111: 1.097988169383626e-07
Position 539: 6.174991328926946e-08
Position 290: 3.740834995223707e-08
Position 215: 3.373902369594987e-08
Position 651: 2.9585838822536198e-08
Position 458: 2.8545060305373517e-08
Position 830: 2.8270454297362398e-08
Position 656: 2.3866451528295377e-08
Position 2864: 5.075325039015759e-09
Position 269: 7.820851023151072e-10
Position 122: 4.6718497215554414e-11
Position 287: 4.2852808974325004e-11
