Gene = gkt
Position 1625: 4.217849692692402e-06
Position 475: 4.070220095029498e-06
Position 1082: 3.844837081499646e-06
Position 2273: 3.3525944206290494e-06
Position 448: 2.5471402799315404e-06
Position 1090: 2.369422271662484e-06
Position 946: 2.3691481555530153e-06
Position 436: 2.0847871876488655e-06
Position 220: 1.7183720898111238e-06
Position 1692: 1.5531895645506615e-06
Position 149: 1.487848458413034e-06
Position 712: 1.1916707656969731e-06
Position 81: 9.680842373902361e-07
Position 2315: 9.384975161080439e-07
Position 182: 9.253996221725031e-07
Position 356: 9.102836140715683e-07
Position 429: 8.996568989674633e-07
Position 335: 8.669069704245086e-07
Position 1435: 6.102440751799799e-07
Position 79: 4.998458215062236e-07
Position 2304: 3.2306902135544445e-07
Position 94: 1.9758924529869214e-07
Position 2005: 1.7756877891391362e-07
Position 100: 1.5023417733670452e-07
Position 735: 7.416275096396319e-08
Position 88: 5.1640908894717073e-08
Position 252: 2.761417934822952e-08
Position 1432: 2.4914802386360227e-08
Position 133: 1.2159703353105557e-08
Position 131: 6.9294369181379465e-09
Position 1598: 6.712074821666792e-09
Position 1355: 5.999734105139752e-11
Position 1358: 5.772760694438156e-11
Position 239: 2.16619050851067e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9994744410180648
Position 1304: 0.9705582715184831
Position 252: 0.9543931037149669
Position 1962: 0.951258369633833
Position 2327: 0.06473370888804575
Position 2405: 0.03630040217883328
Position 272: 0.025984684172760016
Position 2250: 0.019147156492716373
Position 316: 0.009156876471905658
Position 1006: 0.0031900344292236597
Position 2216: 0.002628806171177964
Position 1076: 0.002085563934183052
Position 475: 0.0018101863422220318
Position 368: 0.0016928376368013887
Position 695: 0.0016342840636225354
Position 335: 0.0010663254550132629
Position 2056: 0.0009800701563388433
Position 986: 0.0008044861978795762
Position 587: 0.0007263830092744328
Position 462: 0.0005743840056218083
Position 2182: 0.00044789508303874333
Position 436: 0.0003529646151722067
Position 414: 0.00031476745777497654
Position 1895: 0.00025327387988902187
Position 100: 0.00025292168902619935
Position 1333: 0.00023691232112116144
Position 591: 0.0002123009958444528
Position 536: 0.00015711379839972745
Position 1683: 0.00015122919916650798
Position 1577: 0.00013102666146690953
Position 1810: 0.0001235886925451254
Position 2089: 6.616675972293989e-05
Position 559: 5.3158699407618635e-05
Position 486: 5.043635837272088e-05
Position 1806: 4.9310954361871635e-05
Position 118: 4.720878162465271e-05
Position 365: 4.301574331359731e-05
Position 1160: 4.07715073414464e-05
Position 341: 3.833374797702277e-05
Position 303: 3.0066983923176075e-05
Position 403: 2.9927985526963314e-05
Position 2115: 2.9034783759609503e-05
Position 1659: 2.7923177774472803e-05
Position 1240: 2.7723142901571326e-05
Position 386: 2.5083647512429925e-05
Position 2011: 2.186976955344364e-05
Position 1274: 1.6454958103477762e-05
Position 1641: 1.5944514589357947e-05
Position 320: 1.3840982427681815e-05
Position 296: 1.3622730915110726e-05
Position 1443: 1.2636046407058337e-05
Position 539: 1.2419729016378836e-05
Position 605: 1.2294349847282586e-05
Position 659: 1.1728682597157602e-05
Position 1539: 1.15432230201699e-05
Position 712: 1.0818118216827395e-05
Position 866: 9.482144682913047e-06
Position 2357: 8.417162152704583e-06
Position 2304: 8.169413594737395e-06
Position 1508: 7.959952503709725e-06
Position 498: 6.901599577018729e-06
Position 149: 6.879227577966063e-06
Position 953: 6.600059359932622e-06
Position 380: 6.5796924926976826e-06
Position 2350: 6.076394865856138e-06
Position 1931: 5.8937015711287955e-06
Position 1971: 4.383440143918198e-06
Position 1090: 3.697140339128443e-06
Position 1190: 3.6411751326887966e-06
Position 1563: 3.029119114084672e-06
Position 1906: 3.0015966106700572e-06
Position 128: 2.80122227349545e-06
Position 1656: 2.7050103902159122e-06
Position 1479: 2.511274770057345e-06
Position 1598: 2.4963298656894018e-06
Position 1344: 2.3699193462400136e-06
Position 926: 2.0748270369403017e-06
Position 1460: 1.8042913770565852e-06
Position 157: 1.6068767372144616e-06
Position 2341: 1.5425457794087277e-06
Position 1494: 1.3875800899443066e-06
Position 510: 1.3510561533174605e-06
Position 618: 1.1437083223589284e-06
Position 1097: 1.088226624691829e-06
Position 910: 1.0880372054137182e-06
Position 551: 9.88118625423032e-07
Position 929: 9.586986663444174e-07
Position 902: 7.327308292730608e-07
Position 728: 6.908326962775925e-07
Position 1052: 5.831822684053187e-07
Position 1231: 4.863639271763999e-07
Position 1518: 3.932711639213558e-07
Position 390: 3.1341937249870686e-07
Position 674: 2.6557460636163356e-07
Position 223: 1.9455402414990547e-07
Position 932: 1.9333345483620353e-07
Position 448: 1.7164443537829147e-07
Position 611: 1.0756334676512516e-07
Position 2101: 9.602706594134702e-08
Position 561: 7.200442403544461e-08
Position 161: 4.7520100842539474e-08
Position 131: 3.266046185086637e-08
Position 2005: 2.1263967733874832e-08
Position 350: 1.8464682283648935e-08
Position 182: 8.198021089250775e-11
Position 203: 8.292546260665515e-16
