Gene = ebi
Position 2164: 1.9380405777539045e-08
Position 326: 1.6342467882091355e-08
Position 1346: 6.605511150744102e-09
Position 1729: 6.234807489835125e-09
Position 1432: 5.3000870907743595e-09
Position 702: 2.6422771239044403e-10
Position 1330: 5.3743207491721906e-11
Position 1048: 3.912139407880511e-11
Position 436: 9.660925489573185e-12
Position 871: 8.129216396220714e-17
Position 780: 7.655751304996042e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1721: 0.9942235786456393
Position 444: 0.9923002507605152
Position 3187: 0.20512880920812224
Position 2741: 0.06629246874230754
Position 2939: 0.059380055743926276
Position 1354: 0.052911237572032366
Position 2872: 0.048419113542301925
Position 2099: 0.04127743012463975
Position 3133: 0.03412004813780652
Position 2881: 0.028625315853148377
Position 3010: 0.026915743635536674
Position 2346: 0.02468615969775078
Position 3455: 0.018610613473126904
Position 3167: 0.009746249275875625
Position 2779: 0.008391442364783265
Position 3098: 0.008231035086416873
Position 548: 0.008055042288884274
Position 1565: 0.007923847233216229
Position 2744: 0.007849190688094362
Position 2339: 0.006506546884820275
Position 2401: 0.005415299901114405
Position 1330: 0.005325207884461281
Position 3247: 0.00405012582571738
Position 2638: 0.0030865117483509065
Position 1750: 0.002870891707375233
Position 1427: 0.002192179037681775
Position 2579: 0.00205871990677146
Position 2824: 0.0016643302337883868
Position 633: 0.001495799410629544
Position 2371: 0.001289440484686466
Position 2758: 0.0011826922978020226
Position 1203: 0.0009771819494698419
Position 3203: 0.0009416201219984567
Position 1377: 0.0008693511552908637
Position 3068: 0.0008415410846704728
Position 1483: 0.0006935878088539161
Position 1135: 0.0006898893361332439
Position 1059: 0.0006802969290544003
Position 681: 0.0005697983254790854
Position 2141: 0.0005445927651373098
Position 1123: 0.00046478664613339637
Position 1318: 0.0003714049369237521
Position 1942: 0.0003560127051569295
Position 2946: 0.00032614657406271374
Position 2058: 0.00032128442924059985
Position 1996: 0.00025251952808400376
Position 2048: 0.000248398504477516
Position 2668: 0.00018788203724192228
Position 1092: 0.00016110734592404398
Position 551: 0.00014212748016579284
Position 2087: 0.00013500425206321292
Position 1078: 0.00012030672499669688
Position 1120: 0.00011320003910117453
Position 1359: 0.00010562648415579657
Position 1233: 0.00010059846559940869
Position 1295: 9.87480891189635e-05
Position 496: 8.847372633108168e-05
Position 1206: 8.667656383394383e-05
Position 267: 8.370427069381705e-05
Position 2183: 8.351321764597305e-05
Position 2352: 7.866389847367852e-05
Position 3398: 7.453142346831783e-05
Position 335: 7.260660280184654e-05
Position 1589: 6.3120916063656e-05
Position 817: 5.933538333394451e-05
Position 1272: 5.8234383249406865e-05
Position 848: 5.5204600914215437e-05
Position 570: 5.0681114980339314e-05
Position 201: 4.831319583388527e-05
Position 765: 4.4254902693155766e-05
Position 2293: 4.360650562170573e-05
Position 921: 4.139197727987527e-05
Position 702: 4.036857832001265e-05
Position 290: 3.2813746619932416e-05
Position 1019: 3.193845136292541e-05
Position 293: 3.0037247300554045e-05
Position 372: 2.6497687224015362e-05
Position 223: 2.37561193708332e-05
Position 1838: 1.7516747749306666e-05
Position 734: 1.6806869452318686e-05
Position 404: 1.6299421408839628e-05
Position 972: 1.2933857007258861e-05
Position 2455: 8.212774577758535e-06
Position 120: 7.897140750616133e-06
Position 1153: 7.609388970817959e-06
Position 1132: 7.5749286601410796e-06
Position 296: 5.577200448470052e-06
Position 282: 5.029437032957797e-06
Position 2510: 4.888710006739824e-06
Position 95: 4.11121842919625e-06
Position 479: 3.500548793720839e-06
Position 2348: 2.9822191502663226e-06
Position 656: 2.4534145305009345e-06
Position 270: 2.0742700969710535e-06
Position 618: 2.06241651239444e-06
Position 299: 1.9091413908389904e-06
Position 1883: 1.7661468440871322e-06
Position 1817: 1.7062195730449097e-06
Position 218: 1.3921390321510627e-06
Position 749: 1.3499279461396939e-06
Position 92: 9.741611804788732e-07
Position 2072: 8.721828634999843e-07
Position 585: 8.205924893065424e-07
Position 302: 7.681443836832575e-07
Position 411: 7.49785683253824e-07
Position 342: 7.345645595900214e-07
Position 375: 5.391427038352155e-07
Position 77: 4.1586062056485874e-07
Position 141: 4.0177860438162604e-07
Position 2195: 3.387230282768302e-07
Position 130: 1.887584716993379e-07
Position 1970: 1.4162127619783732e-07
Position 106: 1.2175144704576415e-07
Position 305: 9.399416286093258e-08
Position 1950: 6.823506729992782e-08
Position 147: 6.464102839737713e-08
Position 326: 6.39475990420791e-08
Position 1847: 5.796012349957122e-08
Position 180: 5.476102380709558e-08
Position 2384: 4.302034985320015e-08
Position 263: 2.6620205912077513e-08
Position 187: 1.7956067818201832e-08
Position 150: 1.7029519931071486e-08
Position 153: 5.902635132116106e-09
Position 575: 3.315446849383468e-11
