Gene = Fibp
Position 286: 2.273023271583743e-08
Position 1815: 1.662585229038776e-08
Position 1331: 1.1977334745868235e-08
Position 1292: 3.736282767856493e-09
Position 1677: 2.7287359124676563e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.9998462780805374
Position 963: 0.9968948559659137
Position 1685: 0.9925453505881779
Position 1146: 0.9731834040701298
Position 417: 0.965986369357926
Position 799: 0.885345760780546
Position 271: 0.8093701057281623
Position 833: 0.0792216000767615
Position 1305: 0.029909434216522427
Position 1848: 0.016822961090436066
Position 581: 0.012017172437648977
Position 421: 0.00428653248375556
Position 617: 0.0027585690019452922
Position 837: 0.0019533311582114687
Position 449: 0.0018757970669657815
Position 317: 0.0015224777627936648
Position 446: 0.0010243154229425547
Position 1857: 0.00048230476217712157
Position 1725: 0.0003320335495264685
Position 1186: 0.00032791543417621426
Position 1292: 0.00026560642052790833
Position 1188: 0.00025965119817526874
Position 1693: 0.0002540214184017384
Position 967: 0.00019606997561163097
Position 761: 0.00015665412850530727
Position 1287: 0.00014541374812473208
Position 1765: 0.00010711332447220249
Position 252: 0.00010547264512388118
Position 686: 9.622998848295956e-05
Position 1342: 7.257601837552672e-05
Position 665: 6.783324039374644e-05
Position 1021: 6.72849458647076e-05
Position 903: 6.551184485468237e-05
Position 294: 6.05017657606581e-05
Position 1096: 5.983895854246413e-05
Position 566: 5.03101001949818e-05
Position 478: 4.6546578263537766e-05
Position 81: 4.381122851458674e-05
Position 662: 4.058758963692572e-05
Position 1209: 3.888212411583491e-05
Position 1161: 3.84334224166031e-05
Position 328: 3.260255452438766e-05
Position 875: 3.215976773288629e-05
Position 182: 1.9999064744144246e-05
Position 1863: 1.4867028129789439e-05
Position 1639: 1.3637286280670385e-05
Position 139: 1.1638962222701214e-05
Position 341: 1.0568741010795772e-05
Position 1230: 8.839561854165826e-06
Position 765: 6.623573813421284e-06
Position 587: 5.794869617259453e-06
Position 207: 5.470029568543957e-06
Position 1781: 4.66489375263695e-06
Position 942: 4.354431852557813e-06
Position 1597: 3.5192422451196417e-06
Position 1107: 3.183711611998842e-06
Position 1041: 2.8429701819200886e-06
Position 1245: 2.761823207970081e-06
Position 1700: 2.66411571502374e-06
Position 87: 2.3804782186401772e-06
Position 1236: 1.9274671068774796e-06
Position 186: 1.91647746498114e-06
Position 105: 1.7286636479594721e-06
Position 1797: 1.7240835003483603e-06
Position 772: 1.6132649630949115e-06
Position 1523: 1.299428447611629e-06
Position 1621: 1.1092011033000049e-06
Position 770: 7.005944112918245e-07
Position 614: 6.244587777335932e-07
Position 355: 5.125623183768546e-07
Position 1544: 3.2775961490580263e-07
Position 1490: 2.5881499902454776e-07
Position 425: 2.5383167564783333e-07
Position 1566: 2.0107589757310171e-07
Position 1239: 1.2922182811844004e-07
Position 1248: 8.629946977663e-08
Position 908: 7.661237265212529e-08
Position 1649: 3.717866067702765e-08
Position 1520: 3.457318419103758e-08
Position 191: 2.1538576188755915e-08
Position 102: 3.757727843047115e-09
Position 1379: 3.1376141676571404e-09
