Gene = Atg18b
Position 7724: 0.00026389602535058606
Position 518: 0.0002624664576717064
Position 1145: 0.0002523066591960443
Position 1938: 0.00024555611064086715
Position 7833: 0.00020707121396557477
Position 6742: 0.00018169853526902994
Position 4444: 0.00013922921224961983
Position 3874: 0.00013473768432977553
Position 7641: 0.00012189033376242716
Position 371: 0.00012113498532274228
Position 6857: 0.00011340403146871595
Position 269: 0.00011254631576973854
Position 6845: 0.00010601549059175347
Position 873: 0.0001054698892291173
Position 526: 9.24380243178901e-05
Position 430: 8.87209209274669e-05
Position 7739: 8.483444379002133e-05
Position 847: 8.467474616758137e-05
Position 7483: 6.417554930670746e-05
Position 3146: 5.7027368919409054e-05
Position 6860: 5.697096888323227e-05
Position 540: 5.4839541019899096e-05
Position 7681: 5.3605988814881e-05
Position 1427: 5.1801594105116015e-05
Position 6842: 4.753245777340309e-05
Position 1378: 4.606503536524024e-05
Position 913: 4.412780514840972e-05
Position 364: 3.908177973810692e-05
Position 1469: 2.9140686040313322e-05
Position 1270: 1.2724111272352936e-06
Position 1719: 1.0749195917038214e-06
Position 1383: 9.691878126849231e-07
Position 1687: 9.302825000012908e-07
Position 1414: 9.18509139606646e-07
Position 1055: 8.26322822234996e-07
Position 1033: 7.131018480518545e-07
Position 1208: 6.625850442948322e-07
Position 320: 1.7040370411910772e-07
Position 2815: 1.5119153741589927e-07
Position 1336: 8.133614824153844e-11
Position 908: 4.4624081103861554e-11
Position 806: 1.3114015360373284e-11
