Gene = dib
Position 1516: 3.7107408669218484e-05
Position 628: 2.991160514979575e-05
Position 1732: 2.4973636410518017e-05
Position 489: 1.8235716384413316e-05
Position 518: 1.3008112486302858e-05
Position 2154: 1.1573142778547214e-05
Position 2112: 1.1300158947726477e-05
Position 384: 1.0059301262672687e-05
Position 62: 9.918306354545387e-06
Position 343: 9.406192779534238e-06
Position 258: 8.676201051663776e-06
Position 880: 5.578925222975914e-06
Position 2141: 5.433339662267416e-06
Position 2082: 4.571988298774563e-06
Position 463: 4.517694999094651e-06
Position 1172: 3.2834327353822126e-06
Position 328: 2.7975982359534975e-06
Position 50: 2.3304998375887223e-06
Position 1405: 1.9972944127915133e-06
Position 89: 1.7179884557302737e-06
Position 1559: 1.3629969306400708e-06
Position 1241: 8.637927159249218e-07
Position 276: 8.038090652396944e-07
Position 439: 7.349977753041302e-07
Position 1734: 5.836619752286048e-07
Position 1858: 4.520482274840924e-07
Position 1182: 3.5533139788659455e-07
Position 1856: 1.674162133876671e-07
Position 696: 1.0147172861177472e-07
Position 737: 9.559548893870265e-08
Position 711: 8.948422983009964e-08
Position 772: 1.5109510989157105e-08
Position 1967: 1.3686320642582347e-08
Position 944: 8.973919974939765e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.9900048669655213
Position 1682: 0.9258561716070923
Position 737: 0.8410036874603708
Position 1939: 0.382817446893498
Position 1124: 0.2153799560250482
Position 1963: 0.13690954186064477
Position 1898: 0.10445338303001656
Position 1919: 0.040060622048811126
Position 2096: 0.01581292541377243
Position 772: 0.011913566540134098
Position 863: 0.007181667002976848
Position 2120: 0.0070456581091609535
Position 2226: 0.006110211393341198
Position 1038: 0.004777663987863242
Position 787: 0.004080319675481722
Position 269: 0.0036754889546849524
Position 1382: 0.0034052335209350656
Position 2007: 0.003359696201187356
Position 258: 0.0028745365301118242
Position 2196: 0.0025606754156524037
Position 1985: 0.0021425861376624896
Position 2032: 0.0019130894157895011
Position 1416: 0.001875497039317205
Position 296: 0.0016050201084497448
Position 2099: 0.001355153151671571
Position 1641: 0.0013379396053103672
Position 1474: 0.0012446179137487168
Position 1144: 0.0011560311818891377
Position 2238: 0.0008128682594962941
Position 703: 0.0007739630114019685
Position 644: 0.0007615630995222612
Position 335: 0.0007464245100354735
Position 2169: 0.0007174621519720818
Position 684: 0.0005194303028322385
Position 196: 0.0003900170064582539
Position 303: 0.0003760397503027452
Position 215: 0.0003509787576487914
Position 1595: 0.00034607854191296095
Position 1061: 0.0003187969316598098
Position 1220: 0.00029978987360528405
Position 687: 0.00023175599707862785
Position 2134: 0.00018642662015960575
Position 1993: 0.00017532032317865508
Position 1995: 0.00016903287010681104
Position 446: 0.00013478002770504126
Position 711: 0.0001304719023417377
Position 207: 0.00010678426682295807
Position 1711: 9.444807496452076e-05
Position 537: 7.416073504280356e-05
Position 696: 6.0811420798341875e-05
Position 1443: 6.0079004266652914e-05
Position 1426: 5.669436463503315e-05
Position 2045: 5.363737190744839e-05
Position 1770: 4.998305860262489e-05
Position 498: 4.418727173372058e-05
Position 221: 4.314246775688647e-05
Position 340: 4.125680898953572e-05
Position 1795: 3.690186752747663e-05
Position 1249: 2.819188736539178e-05
Position 846: 2.8135740949500134e-05
Position 801: 2.33712092926975e-05
Position 922: 2.047933294089141e-05
Position 794: 1.9392263004692386e-05
Position 918: 1.719424315146091e-05
Position 526: 1.7172896454744002e-05
Position 320: 1.6977769246455095e-05
Position 455: 1.5137369166433386e-05
Position 1138: 1.5079872502338e-05
Position 371: 1.4473333210710782e-05
Position 2049: 1.280625553142758e-05
Position 761: 1.2802522463609762e-05
Position 1189: 1.2011658250640743e-05
Position 113: 1.0923150994669256e-05
Position 986: 9.771293649648272e-06
Position 575: 9.455884394603819e-06
Position 1452: 7.578227555462128e-06
Position 343: 6.8380645908869e-06
Position 1739: 5.2145987054017815e-06
Position 515: 4.588022607857132e-06
Position 583: 2.9424235942067483e-06
Position 605: 2.8388006548246068e-06
Position 1572: 2.0304906931525433e-06
Position 458: 1.611177234240063e-06
Position 89: 1.0699634575349706e-06
Position 1727: 9.391875220179907e-07
Position 1440: 6.583183907785446e-07
Position 1488: 5.650374934541605e-07
Position 473: 4.467721321292683e-07
Position 104: 3.911162774223763e-07
Position 85: 3.3470024749021396e-07
Position 518: 2.909588175914285e-07
Position 373: 2.5011557989778337e-07
Position 123: 1.610695090760531e-07
Position 475: 3.959053368744039e-08
Position 868: 1.684783989687746e-08
Position 903: 1.5512357219534146e-08
Position 463: 3.9428514111364045e-11
Position 227: 2.3069966293499906e-11
Position 507: 1.9231045454593633e-11
