Gene = roq
Position 1210: 1.0395527019034914e-05
Position 1266: 9.117894104413175e-06
Position 506: 4.9208669625604774e-06
Position 791: 1.4969066738340513e-06
Position 1883: 8.450445104747484e-07
Position 1618: 8.236576580511932e-07
Position 1738: 4.989419787343938e-07
Position 1656: 3.6769813538155293e-07
Position 419: 3.674947872455824e-07
Position 469: 2.9212822310034664e-07
Position 1663: 2.1827201280656733e-07
Position 1627: 1.2624710197558955e-07
Position 1666: 1.1281718008918707e-07
Position 1636: 6.923685282047249e-08
Position 396: 1.6444609514419564e-08
Position 1705: 9.958563763168691e-09
Position 423: 6.261012504419729e-10
Position 210: 3.055427784387113e-10
Position 143: 4.378646876189584e-11
Position 148: 3.1088331558561255e-11
