Gene = mu2
Position 2300: 1.755192648791399e-10
Position 3808: 4.8129174012124427e-11
Position 1960: 3.578268198091974e-11
Position 2419: 2.4236641044803667e-11
Position 450: 1.2836840039617789e-11
Position 2889: 6.812504428041311e-12
Position 2906: 6.539875374890882e-12
Position 2098: 2.8549917977774953e-12
Position 3617: 1.1010647579600635e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3653: 0.9974408644865861
Position 3752: 0.9891654227028823
Position 2093: 0.9838568567012054
Position 455: 0.9820225320185656
Position 2269: 0.9701964494745572
Position 2422: 0.9614279655619422
Position 194: 0.9585327905422735
Position 990: 0.9514463251128996
Position 3919: 0.7613237970758909
Position 1883: 0.7513449281107989
Position 4278: 0.28284207907122255
Position 1946: 0.14554190486067736
Position 1901: 0.08267559989297314
Position 1617: 0.036390734336721964
Position 2873: 0.02886902902524768
Position 2470: 0.02450667386783864
Position 3951: 0.020283166506554793
Position 3424: 0.01894029438460167
Position 815: 0.016282614200977017
Position 4546: 0.014965664497807316
Position 4291: 0.013202144911599493
Position 2102: 0.012163286087109862
Position 3472: 0.01074859132920756
Position 3437: 0.010219093952528952
Position 2433: 0.00880495672442996
Position 1596: 0.00866003130223234
Position 857: 0.007732210207596237
Position 1724: 0.007370252233884747
Position 1671: 0.0066382224817636785
Position 1566: 0.006103694920459732
Position 1140: 0.005759724558190419
Position 4254: 0.004769458745809336
Position 4024: 0.004278678731247254
Position 3377: 0.003964304088771955
Position 741: 0.0035856114315384623
Position 3326: 0.0035403370727591726
Position 1587: 0.0032964904715077643
Position 2280: 0.0027817916625176645
Position 2473: 0.00272906009072307
Position 3485: 0.0026338519491551156
Position 423: 0.0024203467256195712
Position 1629: 0.0018363038047399091
Position 1458: 0.0016853636100946782
Position 3039: 0.0014696503640631215
Position 4406: 0.001428859842393481
Position 1680: 0.001415828541035962
Position 520: 0.0012330956624959555
Position 4003: 0.0012192497860923318
Position 3396: 0.00119809132659987
Position 1711: 0.001129273611500832
Position 219: 0.0009745641965675378
Position 680: 0.0009158510711475716
Position 2672: 0.0008367508292811225
Position 2134: 0.0008105571382666036
Position 1647: 0.0008014428019296765
Position 1192: 0.000795612654341919
Position 3359: 0.0007141944049142185
Position 1703: 0.0006019717344734004
Position 3379: 0.0005500207273545041
Position 788: 0.0005488589021424855
Position 1919: 0.0005372163743086148
Position 2017: 0.00048408255096039107
Position 4651: 0.00043847419823694433
Position 2587: 0.0004363234869214877
Position 2996: 0.0004127430470522502
Position 287: 0.00040367609557343957
Position 203: 0.00029711325637938246
Position 237: 0.0002862994737184686
Position 3442: 0.0002609218567818717
Position 4472: 0.0002525798424157928
Position 3002: 0.00025061416695434035
Position 3802: 0.00024890988538643237
Position 2285: 0.0002394137077411383
Position 1469: 0.00023428254034545335
Position 2119: 0.0002283893559778102
Position 3775: 0.00022160980050274325
Position 714: 0.00020434247493699356
Position 3236: 0.000199297310988404
Position 3332: 0.00019366508235174612
Position 2779: 0.00019341572791204602
Position 1781: 0.00018574991456885156
Position 4059: 0.00018445695852731958
Position 3164: 0.00017082314389794295
Position 3286: 0.00016903714079119164
Position 1144: 0.00016226059577348532
Position 542: 0.00014570909414544117
Position 491: 0.00014403914646768438
Position 2205: 0.00013787059440902833
Position 579: 0.00013142912094745145
Position 1069: 0.00012334528297045297
Position 466: 0.0001227688914994853
Position 1827: 0.00011693974110507167
Position 3043: 0.00011461228132389348
Position 897: 0.00011378138727620638
Position 2721: 0.00010839709645712655
Position 4336: 0.0001068487328210203
Position 1810: 0.00010648734578611801
Position 3022: 0.00010268696929808398
Position 2066: 0.00010195145598870064
Position 564: 9.842518280923873e-05
Position 1763: 9.822483492341007e-05
Position 765: 9.803621292191261e-05
Position 2920: 9.397787897693023e-05
Position 2845: 9.239250471995635e-05
Position 1195: 8.586359441453803e-05
Position 1604: 8.52980265309254e-05
Position 4502: 8.348799181070799e-05
Position 2985: 8.135430915802533e-05
Position 3230: 8.105633847256742e-05
Position 469: 7.130680329629039e-05
Position 753: 6.824572540073297e-05
Position 4056: 6.688855153320348e-05
Position 1445: 6.565363597328311e-05
Position 2973: 6.36726705804797e-05
Position 3514: 6.298941797511008e-05
Position 4236: 6.202311488793955e-05
Position 290: 6.0983044940548016e-05
Position 2558: 5.646389664913293e-05
Position 3063: 4.965270340773816e-05
Position 622: 4.873287108910643e-05
Position 1333: 4.847418943363051e-05
Position 2570: 4.82393559974174e-05
Position 1265: 4.804003834565886e-05
Position 793: 4.282649433763888e-05
Position 2620: 4.2812134991537e-05
Position 2038: 3.788837399470628e-05
Position 3199: 3.774139921055708e-05
Position 1359: 3.669668409400054e-05
Position 2889: 3.6476329596703955e-05
Position 4084: 3.2819424783291765e-05
Position 2035: 3.248235116523507e-05
Position 3090: 3.124682512467102e-05
Position 3830: 3.075903391606377e-05
Position 923: 3.0657903192993054e-05
Position 2215: 2.8161453914025633e-05
Position 3771: 2.2841803045085968e-05
Position 4439: 2.1576920574644266e-05
Position 1042: 1.914877233429681e-05
Position 2061: 1.911778763298067e-05
Position 2137: 1.8612721252575934e-05
Position 106: 1.8557519975743695e-05
Position 2291: 1.7567323696741205e-05
Position 2599: 1.7264930358076226e-05
Position 4304: 1.6920208688976758e-05
Position 4222: 1.646627088850002e-05
Position 3049: 1.6018230906116593e-05
Position 2676: 1.5961030766667305e-05
Position 2949: 1.5070865361100041e-05
Position 2109: 1.4785916825781047e-05
Position 3673: 1.4214248501550617e-05
Position 749: 1.3092296033515453e-05
Position 2916: 1.3070014436839885e-05
Position 3975: 1.2477615910875713e-05
Position 2023: 1.2228816467514929e-05
Position 4097: 1.1843714833817876e-05
Position 1428: 1.1758816825664128e-05
Position 3781: 1.1695104854367416e-05
Position 4227: 1.1664064497673323e-05
Position 1396: 1.0596642154643289e-05
Position 1213: 9.645835485203758e-06
Position 606: 9.16210483217953e-06
Position 4080: 8.850434047792008e-06
Position 3806: 8.770402991636729e-06
Position 3940: 7.765358509390519e-06
Position 3669: 7.4415070841871414e-06
Position 3693: 6.662949342864966e-06
Position 909: 6.422182221975952e-06
Position 1818: 6.239348139494989e-06
Position 1283: 6.081499596261941e-06
Position 269: 4.582003927810169e-06
Position 77: 2.9588812162371207e-06
Position 640: 2.9395406636475916e-06
Position 583: 2.74645932554975e-06
Position 599: 1.9736810650473124e-06
Position 2244: 1.8449525082380184e-06
Position 2128: 1.6540053078758114e-06
Position 769: 1.1967257192893553e-06
Position 3850: 1.1964469148997565e-06
Position 3142: 8.635568343825894e-07
Position 2347: 8.394224477600227e-07
Position 2738: 6.085763560455877e-07
Position 317: 5.557859094116961e-07
Position 2709: 4.0651324425284947e-07
Position 2644: 3.572995148549758e-07
Position 932: 3.557685475796424e-07
Position 2732: 2.7086198113609735e-07
Position 384: 2.5968119311629534e-07
Position 335: 2.4753259224373323e-07
Position 1842: 2.040855183470167e-07
Position 109: 1.6912667790429631e-07
Position 2591: 1.669913030126907e-07
Position 1832: 1.5623769176475446e-07
Position 2611: 1.5036279769690966e-07
Position 293: 1.3820952501984854e-07
Position 3859: 1.1583113204328188e-07
Position 2682: 1.0343296152795832e-07
Position 102: 1.0017684127458923e-07
Position 2497: 8.5563493186203e-08
Position 2698: 7.825580842559601e-08
Position 2685: 6.284806884830887e-08
Position 2488: 5.4856674380180814e-08
Position 367: 5.441628416050303e-08
Position 2512: 4.5083428725749964e-08
Position 2603: 3.856486667943364e-08
Position 123: 2.9472308948770905e-08
Position 362: 4.3960634997577e-09
Position 136: 3.810792972371889e-09
Position 374: 2.0347788293095054e-09
Position 381: 9.515453891739258e-10
Position 372: 5.356462855768237e-11
