Gene = RapGAP1
Position 505: 2.660170295199735e-32
Position 15985: 4.100668492661442e-33
Position 14732: 4.057217450450742e-33
Position 17842: 3.995463961047083e-33
Position 14773: 1.4611778617803832e-33
Position 14475: 1.2442911145752656e-33
Position 15087: 6.642876878394774e-34
Position 14760: 3.318560853036878e-34
Position 13174: 6.648581316064138e-35
Position 13198: 1.3151800698843585e-35
Position 11452: 6.074699270631304e-36
Position 11578: 4.713250411327643e-36
Position 10595: 3.731355067553794e-36
Position 10623: 3.110874666726301e-36
Position 11111: 3.0546458612872044e-36
Position 7055: 9.268074437280845e-37
Position 7980: 1.428434851901057e-37
Position 7781: 1.054164072112923e-37
Position 8367: 9.608706163940944e-38
Position 8938: 8.90199633237456e-38
Position 6229: 8.774110001044965e-38
Position 7105: 8.085517030622677e-38
Position 8146: 7.316367999807697e-38
Position 7647: 5.854321599526562e-38
Position 7246: 4.714354426141605e-38
Position 6879: 4.3330199510612824e-38
Position 5556: 3.746729519165959e-38
Position 8024: 3.2907182801055317e-38
Position 5770: 2.9500427805018434e-38
Position 7207: 2.5754557272753136e-38
Position 6527: 2.3189154120172357e-38
Position 5839: 1.1616470774327703e-38
Position 7032: 1.0941991135106284e-38
Position 5587: 1.051092673914777e-38
Position 6573: 1.011876521308309e-38
Position 5761: 8.950116226137761e-39
Position 6533: 8.029118528722474e-39
Position 6414: 4.931829802129666e-39
Position 2226: 2.8226304206015848e-39
Position 6204: 2.428953863629027e-39
Position 4390: 1.88511288427493e-39
Position 4545: 1.664449077390552e-39
Position 4636: 1.453277655951612e-39
Position 5039: 1.3822982449680187e-39
Position 4957: 1.171302651587017e-39
Position 4724: 1.013777452170569e-39
Position 1617: 7.022012880182082e-40
Position 2255: 6.237075652444225e-40
Position 1389: 5.4801433977119575e-40
Position 2577: 5.27348768638561e-40
Position 584: 3.4251268511674997e-40
Position 2778: 3.2386609071397707e-40
Position 3775: 2.6287794750484093e-40
Position 3795: 2.27400891475692e-40
Position 1206: 2.0587577084812925e-40
Position 3725: 1.8858938485548846e-40
Position 2276: 1.7960044629486285e-40
Position 4209: 1.7846276729630934e-40
Position 2377: 1.5529179270888192e-40
Position 853: 1.3859429659474732e-40
Position 991: 1.1548612697642772e-40
Position 3297: 1.1006105775479366e-40
Position 1127: 1.0854150145200278e-40
Position 2815: 9.094638394266684e-41
Position 2176: 8.948706645801774e-41
Position 894: 6.955737411245448e-41
Position 1944: 6.614693120089687e-41
Position 823: 5.15158775145246e-41
Position 2598: 4.2913018671842387e-41
Position 588: 4.2695833302575293e-41
Position 1064: 1.5448413598088935e-41
Position 1364: 1.254822518468675e-41
Position 1229: 9.619420986642601e-42
Position 997: 8.635295187870262e-42
Position 1061: 5.421046604342017e-42
Position 904: 3.960218018230586e-42
Position 179: 5.769395274132292e-43
Position 509: 4.34587824370094e-43
Position 353: 3.3300690141028886e-43
Position 189: 8.568968034139416e-44
Position 540: 6.976764046804085e-44
Position 473: 5.539778514703711e-44
Position 264: 2.2903688791836945e-44
Position 497: 1.88392520958718e-44
Position 137: 1.3682504351029813e-44
Position 690: 1.0838134472874202e-44
Position 674: 8.471216032571075e-45
Position 1530: 3.733621746660147e-45
Position 640: 3.1867908263891145e-45
Position 1258: 1.5337825516370333e-45
Position 519: 1.3281836898087964e-45
Position 861: 2.6354869904332724e-46
Position 733: 1.7664978647750614e-46
Position 870: 1.1263398793402238e-46
