Gene = UQCR-C2
Position 1717: 1.0808594897417583e-05
Position 243: 7.4778213589295394e-06
Position 135: 6.685768996759964e-06
Position 253: 4.020367286452527e-06
Position 1193: 3.5652890683929375e-06
Position 1672: 2.640417503549406e-06
Position 296: 2.429945404072604e-06
Position 887: 1.877626767829809e-06
Position 1810: 1.6566190288879314e-06
Position 1720: 1.6361387050054867e-06
Position 1530: 1.4119949454474962e-06
Position 1621: 1.3754549316107424e-06
Position 1759: 1.0375856194990848e-06
Position 1417: 9.708630275938215e-07
Position 1255: 9.378692795020037e-07
Position 895: 8.736218396319812e-07
Position 1901: 8.703176477721822e-07
Position 533: 8.525874517927175e-07
Position 1272: 8.295801161438581e-07
Position 356: 5.970044654185848e-07
Position 1183: 5.888685293643059e-07
Position 733: 5.13577966426577e-07
Position 549: 4.081928670626287e-07
Position 185: 3.8084691505953853e-07
Position 325: 2.0757149930198608e-07
Position 850: 8.175790170674978e-08
Position 904: 3.323224497847561e-08
Position 603: 3.0043211017817073e-10
Position 1147: 2.515110775294146e-10
Position 1642: 2.483747870583895e-10
