Gene = Pvf3
Position 11101: 9.290815122602578e-10
Position 11052: 7.698777350567477e-10
Position 10992: 6.248194046908777e-10
Position 11699: 5.538410983398879e-10
Position 836: 4.26187673703532e-10
Position 1076: 4.190558869303748e-10
Position 1758: 3.7294253485675447e-10
Position 1731: 3.5695943668925997e-10
Position 1502: 3.0306311764658314e-10
Position 7861: 3.027725246058579e-10
Position 1227: 2.693501964430248e-10
Position 612: 2.458717849058483e-10
Position 1170: 2.2977295534696986e-10
Position 1563: 1.75472815999843e-10
Position 1392: 1.698128637632923e-10
Position 3293: 1.6609387090749232e-10
Position 2126: 1.6218635270131073e-10
Position 9504: 1.524945918943316e-10
Position 2663: 1.4730234528135228e-10
Position 1487: 1.4496316157317838e-10
Position 1957: 1.2973260326773183e-10
Position 1707: 1.2110736878577194e-10
Position 1787: 1.1052007328592092e-10
Position 883: 9.426875968354807e-11
Position 1460: 9.25775206841781e-11
Position 1042: 8.755290652140961e-11
Position 1114: 8.752991825705206e-11
Position 1320: 8.202548474745359e-11
Position 7605: 7.690540800367264e-11
Position 8472: 7.297983847419314e-11
Position 851: 6.94558460045056e-11
Position 1079: 6.810478375729691e-11
Position 1395: 6.594986841354843e-11
Position 9003: 6.436202826244445e-11
Position 710: 5.94979638886674e-11
Position 2130: 5.7230639992909834e-11
Position 2059: 5.55349346678414e-11
Position 3302: 5.2700372934649686e-11
Position 9398: 5.254605662053199e-11
Position 1149: 5.1547221381445025e-11
Position 380: 4.943944918182994e-11
Position 1799: 4.910947134686635e-11
Position 605: 4.3647870214604375e-11
Position 9800: 4.240938412176714e-11
Position 2702: 4.2318072396902565e-11
Position 1710: 4.1335804348467046e-11
Position 1146: 3.6712185029702895e-11
Position 2286: 3.534090212435498e-11
Position 1111: 3.300910307158597e-11
Position 2689: 3.285258200673856e-11
Position 1054: 3.086582684434602e-11
Position 1688: 2.7029305230372407e-11
Position 2379: 2.5594596122596e-11
Position 914: 2.3723822468688173e-11
Position 1566: 2.3489218314167516e-11
Position 6785: 1.6758536159595136e-11
Position 3340: 1.4994850035113946e-11
Position 6990: 1.3412290613696997e-11
Position 8906: 1.2368484542976858e-11
Position 7983: 1.1579876910100436e-11
Position 7194: 7.550287689081239e-12
Position 4432: 6.1370261274116555e-12
Position 8607: 5.743824723323283e-12
Position 6821: 5.1632157089623895e-12
Position 6182: 4.871290750417092e-12
Position 5147: 4.5389013128055535e-12
Position 439: 3.0680862465809632e-12
Position 2433: 2.735784112114697e-12
Position 7939: 2.7246757089258746e-12
Position 7692: 2.6889881816456785e-12
Position 1836: 2.5915882361679388e-12
Position 1883: 2.5420704817717845e-12
Position 5487: 2.067406235549001e-12
Position 7165: 1.8000742889159998e-12
Position 7559: 1.7847276213003926e-12
Position 2488: 1.5597745501929545e-12
Position 4403: 1.354356814319917e-12
Position 4032: 1.0589256680157402e-12
Position 6073: 9.709176681522638e-13
Position 2508: 8.078059491666162e-13
Position 4655: 7.790288802263144e-13
Position 5865: 7.132630214036405e-13
Position 3797: 6.929044349900678e-13
Position 4730: 6.671293224502383e-13
Position 1260: 5.51557448937981e-13
Position 5549: 5.388458728066015e-13
Position 5240: 5.144479307189886e-13
Position 549: 4.866541406837068e-13
Position 4799: 4.772147217142171e-13
Position 2192: 4.752002122088002e-13
Position 638: 4.586358840171742e-13
Position 1089: 4.2900045778474563e-13
Position 1777: 3.9871365885139136e-13
Position 5582: 3.8937238260577785e-13
Position 6019: 3.890923997083296e-13
Position 1891: 3.819443921708395e-13
Position 1546: 3.6990625793330754e-13
Position 1200: 3.662182126443248e-13
Position 1152: 3.2871436064320416e-13
Position 5805: 3.110598324008751e-13
Position 962: 2.949373686190888e-13
Position 3462: 2.429187415282415e-13
Position 1365: 2.1726524012326495e-13
Position 5169: 2.0469222350132996e-13
Position 5043: 1.9190284691641272e-13
Position 1173: 1.9095731844850394e-13
Position 1814: 1.805373952818293e-13
Position 1136: 1.7750157641006002e-13
Position 5022: 1.7026215592687748e-13
Position 1197: 1.654487550004493e-13
Position 5067: 1.6271093241633214e-13
Position 955: 1.519027254601012e-13
Position 728: 1.3850146588666666e-13
Position 4572: 1.3603362155680698e-13
Position 387: 1.255208840380865e-13
Position 960: 1.2079697233259998e-13
Position 2519: 1.1100488997343921e-13
Position 971: 1.0651019533657256e-13
Position 1595: 9.689935290016904e-14
Position 3930: 9.508354373302201e-14
Position 4137: 9.015829910820334e-14
Position 3498: 8.950558738819889e-14
Position 4517: 5.936700627927626e-14
Position 2644: 5.774010385712908e-14
Position 4367: 5.1113176018449644e-14
Position 4520: 4.0527412099316305e-14
Position 3151: 4.008721579042858e-14
Position 3282: 3.8422592235006424e-14
Position 3321: 3.353581585377426e-14
Position 3761: 2.5829720693908834e-14
Position 3553: 2.4673032706582808e-14
Position 3903: 2.091863786137009e-14
Position 2603: 7.028034745995326e-15
Position 667: 6.593164952474424e-15
Position 3082: 3.2161387442610346e-15
Position 2930: 3.1903186990787284e-15
Position 3201: 2.7708010727033993e-15
Position 2383: 1.3951550095163556e-15
Position 194: 9.812889022651958e-16
Position 3098: 4.291289345972303e-16
Position 279: 4.417465430488038e-18
Position 172: 2.143570442694854e-18
Position 489: 1.8277271746610454e-18
Position 401: 1.5865736153876974e-18
Position 447: 4.749606697627996e-19
Position 328: 2.21391384443561e-19
Position 333: 2.0179363929200643e-19
Position 394: 1.352510784413171e-19
Position 491: 7.63083428752546e-20
Position 232: 3.9269054491246185e-20
Position 180: 3.3688177524526373e-20
Position 92: 1.3485872398555505e-21
Position 209: 1.2600747863621147e-21
