Gene = cass
Position 451: 1.0886917362314678e-06
Position 1165: 8.558806220101115e-07
Position 1686: 7.939417171290335e-07
Position 218: 7.872829981850622e-07
Position 952: 7.320074323630527e-07
Position 1813: 7.214234378939367e-07
Position 1210: 5.393053769143172e-07
Position 1870: 4.837319643333711e-07
Position 2206: 4.3833890069830653e-07
Position 2946: 4.1515420290593033e-07
Position 384: 4.113586601874489e-07
Position 2452: 3.652343556244502e-07
Position 883: 2.853445828609798e-07
Position 1402: 2.105861153448677e-07
Position 1835: 1.8556666176100134e-07
Position 2416: 1.7848706786348776e-07
Position 445: 1.3276833050768764e-07
Position 1727: 1.257699228458617e-07
Position 528: 1.2266747095033707e-07
Position 489: 1.1383683707068218e-07
Position 1476: 1.0198463648487624e-07
Position 1437: 9.984989310980432e-08
Position 1717: 9.086390255761497e-08
Position 1667: 8.634774449877805e-08
Position 240: 5.256102208087315e-08
Position 474: 4.281079998392029e-08
Position 1200: 4.224652315882768e-08
Position 1676: 3.469222242429484e-08
Position 381: 3.1427361567027406e-08
Position 1837: 1.4591124267318554e-08
Position 1840: 9.265260977178875e-09
Position 1852: 9.255214941718464e-09
Position 1867: 8.387157913073818e-09
Position 516: 8.314137936354932e-09
Position 1882: 7.4404910169134175e-09
Position 71: 3.7279174229338435e-09
Position 494: 2.869570691551918e-09
Position 185: 1.40720758205857e-09
Position 1855: 8.92343274288997e-10
