Gene = Bre1
Position 1171: 6.615821188072603e-05
Position 920: 6.220151267007695e-05
Position 1933: 6.210101563717582e-05
Position 3644: 5.7073245354885376e-05
Position 1054: 5.6067214792918014e-05
Position 1426: 5.4386691914772084e-05
Position 2601: 5.3780617405970604e-05
Position 2305: 5.338015383806885e-05
Position 1648: 5.2371584615672574e-05
Position 1350: 5.20322839099836e-05
Position 3302: 4.521614676563565e-05
Position 598: 4.37575740672827e-05
Position 2618: 4.160385631016838e-05
Position 360: 4.153549839285001e-05
Position 2853: 4.0713551373348015e-05
Position 2314: 4.006506219292699e-05
Position 3023: 3.8350637052532515e-05
Position 1545: 3.3778687477785244e-05
Position 3647: 3.2345118007521706e-05
Position 3002: 3.2085702547225685e-05
Position 511: 3.200186842644913e-05
Position 3731: 3.0231391592545675e-05
Position 3663: 2.9516326367841278e-05
Position 130: 2.862609331820214e-05
Position 3864: 2.84687380277976e-05
Position 2612: 2.3726449133757698e-05
Position 1255: 2.348155181475184e-05
Position 2014: 2.174543902531912e-05
Position 1114: 2.159757779968129e-05
Position 1222: 2.1165110639765925e-05
Position 3197: 2.069561885392989e-05
Position 926: 1.8987223822631947e-05
Position 1663: 1.8425050041488518e-05
Position 1150: 1.6926570519004733e-05
Position 2141: 1.620303064050964e-05
Position 943: 1.5971292418118836e-05
Position 141: 1.461012885976326e-05
Position 167: 1.246363931381492e-05
Position 2086: 1.1374583223599129e-05
Position 843: 1.111587850572762e-05
Position 3077: 1.1034418098016308e-05
Position 1654: 1.0827345468525357e-05
Position 1141: 1.0426828040380386e-05
Position 2571: 8.394653406538666e-06
Position 2945: 8.176208701117812e-06
Position 404: 6.909455416446762e-06
Position 1901: 6.5400278460923195e-06
Position 1804: 6.4977379947066635e-06
Position 514: 5.996932310090282e-06
Position 766: 5.955602858671294e-06
Position 3365: 5.797575559880261e-06
Position 3296: 5.433127930563616e-06
Position 381: 4.709090289184325e-06
Position 721: 3.510245549123883e-06
Position 1705: 3.3914097446479146e-06
Position 490: 3.0079664761128817e-06
Position 384: 2.490603397766662e-06
Position 556: 2.3212613215212373e-06
Position 88: 2.0422861745514866e-06
Position 763: 1.5116337498569009e-06
Position 2651: 1.217413153435387e-06
Position 77: 7.172018586036789e-07
Position 810: 3.0907660474680547e-07
Position 3275: 1.632745817255633e-07
Position 82: 7.606988019803794e-08
Position 1690: 4.4192075934778675e-08
Position 66: 1.9392470545002257e-08
Position 1669: 1.7660326381732734e-08
Position 2687: 7.812145828600439e-09
Position 1732: 7.6229916963201e-09
Position 62: 6.0941702272401175e-09
Position 2627: 5.183820744232225e-09
Position 2633: 1.4789327516184304e-09
Position 259: 3.9340368545815893e-10
Position 523: 1.1282986484698241e-10
Position 475: 8.817843733199833e-11
Position 204: 7.492095789443747e-11
Position 415: 3.100248191732507e-11
Position 427: 1.5416373756278807e-11
Position 254: 6.76869330051674e-12
Position 430: 2.668107837024126e-12
