Gene = FucTA
Position 3410: 0.005009295184264519
Position 372: 0.004592934962383252
Position 6725: 0.0036964670585513744
Position 1440: 0.003442176011255442
Position 6676: 0.0032175266966141636
Position 619: 0.002961320653356798
Position 141: 0.002791539768566349
Position 2563: 0.0027663696672380216
Position 2572: 0.002228107812623361
Position 3464: 0.0021982369038288075
Position 1156: 0.0021755865134477034
Position 4385: 0.0018502730092559475
Position 7244: 0.001520891992181104
Position 1346: 0.0012889644816669306
Position 4174: 0.001275800992218267
Position 1380: 0.001156445354346475
Position 646: 0.001142628684804738
Position 770: 0.001060918492773204
Position 554: 0.0009763287594726713
Position 3967: 0.0008165313910199503
Position 5266: 0.0008101168423070702
Position 146: 0.0007903221583385226
Position 732: 0.0007640979952878753
Position 430: 0.0006620699083328663
Position 3921: 0.0005934603487375462
Position 5875: 0.0005804679198522457
Position 3858: 0.0005771143126443993
Position 6984: 0.0005665170485167427
Position 5147: 0.0005453196958994076
Position 5526: 0.0005401658837640421
Position 6900: 0.0005250443872266715
Position 828: 0.0005029550694208465
Position 3940: 0.00046023451767418765
Position 1355: 0.00045640101610479387
Position 3001: 0.00042192594715980856
Position 1409: 0.0004098762643189091
Position 1816: 0.00040914472857092913
Position 6563: 0.000383779325768868
Position 186: 0.0003763720051222513
Position 6360: 0.0003458877828154356
Position 5746: 0.00034117138162963217
Position 6402: 0.00025069758058285184
Position 1124: 0.00022761347716447603
Position 1233: 0.00022352860997523424
Position 1612: 0.00021650513490646377
Position 6055: 0.0001817084477596867
Position 1019: 0.000136318878125721
Position 475: 0.00013629110959375058
Position 5812: 0.00012023397817809969
Position 4153: 0.00011474111709514432
Position 4021: 0.00010166094749137344
Position 5643: 9.913653149667337e-05
Position 5272: 9.851980862651275e-05
Position 115: 9.513549425501536e-05
Position 5241: 7.27420264749045e-05
Position 6020: 6.793975358806046e-05
Position 5968: 4.545952405019059e-05
Position 5890: 4.148846941574961e-05
Position 5108: 4.097585431793749e-05
Position 5206: 3.9499903628688364e-05
Position 879: 3.44990899996008e-05
Position 1129: 2.8150315066488842e-05
Position 374: 2.701656705299096e-05
Position 207: 2.6726558324773433e-05
Position 5157: 2.6227312269098893e-05
Position 462: 2.550952212043959e-05
Position 5287: 2.309244405571549e-05
Position 5296: 2.1233358891987894e-05
Position 426: 1.9532496757362504e-05
Position 2493: 1.6631661347278655e-05
Position 6031: 1.4241769742145965e-05
Position 5138: 1.3963973501479351e-05
Position 5293: 1.301179560543757e-05
Position 5646: 1.2639707842304067e-05
Position 5997: 1.0670274586690377e-05
Position 5531: 6.484458039342134e-06
Position 436: 6.406936896812954e-06
Position 297: 5.907217686003125e-06
Position 5299: 5.6284787059664e-06
Position 5515: 5.367517089786809e-06
Position 203: 3.7746471707479937e-06
Position 313: 3.4652035027407253e-06
Position 5824: 3.3767473796269495e-06
Position 5602: 3.0645054551097967e-06
Position 5444: 2.1729117531537985e-06
Position 5329: 1.216849682497903e-06
Position 5124: 8.272347477760149e-07
Position 595: 7.735371019644934e-07
Position 5404: 6.110453226362415e-07
Position 517: 5.770303610174176e-07
Position 798: 3.0017801189977167e-07
Position 668: 1.0252296099003559e-07
Position 213: 1.0074663929116429e-07
Position 5441: 8.608994230395225e-08
Position 5498: 7.151409730827711e-08
Position 171: 3.400369585231649e-08
Position 5569: 3.240266949578312e-08
Position 5678: 3.1157829733364946e-08
Position 157: 2.160373110710584e-08
Position 5620: 1.2072833720113914e-08
Position 5680: 7.421574147483008e-09
Position 5785: 7.017028807440167e-09
Position 5706: 1.098096227624668e-09
Position 221: 3.705122933975876e-10
Position 216: 3.357926233141166e-10
Position 62: 2.1304792336936743e-12
