Gene = pelo
Position 1768: 3.0346431778439073e-09
Position 379: 1.9606848841567676e-09
Position 1454: 1.4991162717605824e-09
Position 1698: 1.2932372590193821e-09
Position 1422: 3.34217831453544e-10
Position 1462: 1.8436277146684202e-10
Position 1350: 2.709626207967817e-12
Position 319: 1.2136846138450399e-12
Position 719: 1.511611913355326e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 342: 0.9967002142378237
Position 5829: 0.9898560225582441
Position 7334: 0.8999892287513926
Position 1119: 0.7552404619755353
Position 6638: 0.7355468363689099
Position 1130: 0.23917093273566956
Position 8059: 0.10374605075220912
Position 700: 0.06785130355138928
Position 7361: 0.06086892905687558
Position 1370: 0.05748134678120608
Position 970: 0.04692334692119063
Position 5585: 0.04319413881248525
Position 3655: 0.04044136989544026
Position 554: 0.02542774181572096
Position 2275: 0.01970737430420576
Position 973: 0.019510043220408647
Position 5051: 0.012901958001264034
Position 4172: 0.00893436440947843
Position 6009: 0.008439463418340667
Position 3070: 0.00827002233485146
Position 6170: 0.008245651285005262
Position 1360: 0.007642480143309418
Position 6154: 0.006482323675364374
Position 6185: 0.004805861777978679
Position 6886: 0.004704060750337735
Position 3493: 0.004250534654654633
Position 1386: 0.0035675846147317346
Position 532: 0.003547048323901709
Position 668: 0.00298158356657633
Position 1756: 0.0026898635542581205
Position 3809: 0.0026663593463327963
Position 2293: 0.002584153085834717
Position 4632: 0.0023523327608356323
Position 2582: 0.002346453758282929
Position 1396: 0.002312012647218345
Position 1778: 0.0023013656664239977
Position 3854: 0.0021996262576662036
Position 5983: 0.0020876615885123983
Position 4635: 0.002017601313213449
Position 506: 0.0018991932870116293
Position 6219: 0.0018517077440256568
Position 5186: 0.0016504113846523745
Position 3348: 0.001596842990779074
Position 6099: 0.0014820309975138262
Position 765: 0.0014248315788035857
Position 3047: 0.001396041883605189
Position 5205: 0.0013513294800835338
Position 4368: 0.001145045874745312
Position 1151: 0.0010037293558487026
Position 6862: 0.0009904236457215032
Position 730: 0.000891251635039617
Position 1817: 0.0008700734080207573
Position 6835: 0.000831070461532248
Position 6074: 0.0008189602613194045
Position 6966: 0.0008074336916561048
Position 558: 0.0007330334389756183
Position 4090: 0.000712695994088584
Position 2631: 0.0006467977104313319
Position 713: 0.0005923484122987489
Position 3466: 0.0005426320962712073
Position 6058: 0.00047410039601886167
Position 5474: 0.0004611852029961831
Position 1166: 0.00045130122181844353
Position 2440: 0.0004477755169167953
Position 1848: 0.00040265536520377323
Position 2217: 0.0003906574367247784
Position 230: 0.0003593788864626522
Position 949: 0.0003557320160615399
Position 2208: 0.0003500371639435353
Position 1851: 0.00034809489397616476
Position 6367: 0.0003012388958168287
Position 7608: 0.00029355683140667234
Position 2588: 0.00024312117887307895
Position 1170: 0.00023741569531874674
Position 407: 0.00023584109595560434
Position 2187: 0.00018927278122644534
Position 6320: 0.00018299261313447227
Position 6951: 0.00018149468241417983
Position 6024: 0.00016983850853346155
Position 4246: 0.00016662270396265843
Position 1431: 0.00016646391228626595
Position 5451: 0.00013896803149202129
Position 2550: 0.00013786027974394788
Position 1663: 0.00013690886701641088
Position 6353: 0.00013623795394706456
Position 7179: 0.00011882464866965097
Position 7872: 0.00011385417051081804
Position 811: 9.750010071358114e-05
Position 910: 9.634797739871747e-05
Position 477: 9.621769754039832e-05
Position 2591: 8.523487181493295e-05
Position 577: 8.071679693313842e-05
Position 1513: 7.932125035729179e-05
Position 865: 7.917038836417603e-05
Position 7992: 6.475483177871297e-05
Position 5980: 5.413055214281849e-05
Position 190: 5.381904936773729e-05
Position 7249: 5.117805900908331e-05
Position 994: 4.9296576319476175e-05
Position 5992: 4.7075754088692097e-05
Position 616: 2.7575389880087053e-05
Position 445: 2.5767499683301347e-05
Position 817: 2.417028898338595e-05
Position 829: 2.3588369630896537e-05
Position 518: 2.1679016699512484e-05
Position 474: 1.8731486280434225e-05
Position 874: 1.848698579746805e-05
Position 364: 1.6616768216626917e-05
Position 6113: 1.608170226506205e-05
Position 1051: 1.3081955108459031e-05
Position 6244: 1.2442643074995619e-05
Position 787: 1.01208584711334e-05
Position 6477: 9.983377675630776e-06
Position 194: 9.441690560315463e-06
Position 628: 9.247015218754255e-06
Position 1950: 8.052971415605812e-06
Position 841: 7.843148335461816e-06
Position 1783: 7.734956591798511e-06
Position 1676: 7.560885336992536e-06
Position 634: 5.793262264968308e-06
Position 6197: 5.151805804290991e-06
Position 1408: 3.275667969957629e-06
Position 439: 2.711560717904977e-06
Position 1062: 2.0349632260269164e-06
Position 643: 1.484429850296815e-06
Position 126: 1.34983207244459e-06
Position 367: 1.1947532972754433e-06
Position 586: 1.0759709310560482e-06
Position 1713: 9.720563557435352e-07
Position 151: 9.603585743283193e-07
Position 237: 9.486459439412942e-07
Position 1877: 8.73165140154264e-07
Position 1802: 8.47485185410052e-07
Position 1087: 7.696667754068615e-07
Position 1274: 7.316513223386703e-07
Position 1229: 2.6085930581726e-07
Position 4343: 2.5427773030549566e-07
Position 1402: 2.214365426587325e-07
Position 158: 1.9135177517574476e-07
Position 1260: 1.5194253575039002e-07
Position 248: 1.4807714414123354e-07
Position 1422: 1.2801575815200924e-07
Position 4695: 9.205176114768965e-08
Position 4268: 7.608845051973374e-08
Position 1795: 7.455011179850907e-08
Position 1101: 7.262188207594489e-08
Position 423: 6.955506609267928e-08
Position 414: 5.8491085932053954e-08
Position 176: 5.663980863268456e-08
Position 281: 4.8529615214693846e-08
Position 1244: 3.5285770269819747e-08
Position 165: 2.654311897814481e-08
Position 1558: 2.2726682542355028e-08
Position 1683: 1.650238522856453e-08
Position 373: 6.811931541698001e-09
Position 1460: 6.761557438818611e-09
Position 272: 6.35157246978304e-09
Position 511: 6.179681672790395e-09
Position 167: 5.75530265870579e-09
Position 1312: 2.9483324531292138e-09
Position 1534: 2.7384010665598253e-09
Position 568: 1.8339015865098552e-09
Position 301: 1.5863771860901988e-09
Position 571: 6.079066039598504e-10
Position 288: 3.477486107005796e-19
Position 303: 1.1854551156623342e-19
