Gene = l(2)k05819
Position 2451: 0.08922243976283067
Position 3706: 0.0885779346020237
Position 3727: 0.08362056927878561
Position 2475: 0.0758271711981776
Position 2910: 0.06706614624542863
Position 1550: 0.06500979057274651
Position 670: 0.044338857941045015
Position 2260: 0.043402786662773536
Position 1377: 0.04316288913201944
Position 5253: 0.04196863222478795
Position 2641: 0.026681035295409914
Position 2007: 0.020732249893636805
Position 1597: 0.012637463889257712
Position 3931: 0.012583387413629332
Position 3189: 0.011439412298015688
Position 2120: 0.011305755635977067
Position 5975: 0.010926381015131959
Position 2445: 0.009557865616979676
Position 5732: 0.007573286646157915
Position 6246: 0.007191525609131274
Position 4131: 0.006828879471926984
Position 1276: 0.006603754769652233
Position 2022: 0.006233166408153694
Position 4995: 0.005418087773448779
Position 2814: 0.004345405005375821
Position 1528: 0.004257170528360217
Position 1354: 0.004106601970483064
Position 3381: 0.00365570160558939
Position 1984: 0.003255559318875749
Position 1264: 0.0030139895162587327
Position 5636: 0.0026765973915424315
Position 1063: 0.002299099184073063
Position 2985: 0.0019840071597168095
Position 423: 0.0019519702279773966
Position 1253: 0.001790306214968349
Position 1869: 0.0017028840285766172
Position 6274: 0.0016947724174856342
Position 455: 0.0015317520554553286
Position 845: 0.0015198501303004552
Position 1285: 0.0014199261905719408
Position 5324: 0.0013685080989554853
Position 6034: 0.0013503780337042238
Position 639: 0.001168768439332691
Position 1450: 0.001009148577126429
Position 5356: 0.0009349307789452767
Position 1399: 0.0008212244733522777
Position 897: 0.0008143342943513968
Position 1060: 0.000745960625270839
Position 1085: 0.0007360327693388019
Position 3607: 0.0007234676809145589
Position 5703: 0.0006287216185474914
Position 5848: 0.0006051461829728935
Position 542: 0.0005226347068671641
Position 946: 0.00043666841911296637
Position 616: 0.00039965611113798805
Position 393: 0.00037219480736131876
Position 382: 0.00034986090073440884
Position 587: 0.0002963979093511555
Position 1436: 0.00022168174282259645
Position 1147: 0.00020853544469035356
Position 420: 0.00019176806994885108
Position 67: 0.00019159916891334634
Position 973: 0.0001486695334234117
Position 5483: 0.0001251866661829306
Position 5920: 9.206654654567408e-05
Position 2124: 8.437827041853866e-05
Position 125: 3.453776994842301e-05
Position 970: 3.4193153840088356e-05
Position 435: 3.385285181091094e-05
Position 1322: 3.014611051349872e-05
Position 523: 2.916630745435348e-05
Position 784: 2.8497141307049634e-05
Position 821: 2.5491631424599974e-05
Position 94: 2.450664842758354e-05
Position 556: 2.2284235286345757e-05
Position 595: 1.6186998327122322e-05
Position 1777: 1.343367107400827e-05
Position 216: 1.035014457318555e-05
Position 119: 9.018857163831432e-06
Position 148: 8.105546319256602e-06
Position 1077: 7.916568954251491e-06
Position 836: 7.032328201444635e-06
Position 153: 3.1351567857385055e-06
Position 603: 9.688006046920856e-07
Position 174: 5.375148562433059e-07
Position 332: 1.5142375985816052e-07
Position 137: 1.0835006268023562e-07
Position 128: 1.0769352601523627e-07
Position 164: 8.9066436590045e-08
Position 544: 6.019090849241569e-08
Position 273: 7.803169566675115e-09
Position 182: 6.833251050293336e-09
Position 267: 3.9092421640252426e-09
Position 243: 1.873495692308952e-09
Position 240: 2.115633086799386e-10
Position 286: 1.6132497914993934e-10
Position 100: 1.3164728920755428e-10
Position 171: 5.048211381754788e-11
Position 309: 4.79236410374628e-11
Position 189: 2.2366916475542825e-11
Position 291: 6.56309231121232e-12
