Gene = TBCD
Position 2590: 2.032295244157043e-06
Position 2118: 1.7267816728171316e-06
Position 3620: 9.20028392940269e-07
Position 3391: 7.144787135336455e-07
Position 3584: 6.021882185003977e-07
Position 3230: 3.1771546275277334e-07
Position 3045: 2.8682231753236244e-07
Position 3155: 2.5451812908093074e-07
Position 3384: 1.6502633911114485e-07
Position 3408: 7.098871376600782e-08
Position 2630: 5.308806054357136e-08
Position 3246: 4.784508470471143e-08
Position 11: 4.779563965036838e-08
Position 149: 4.128115250868804e-08
Position 2777: 4.070083244716549e-08
Position 2843: 3.0102938766425336e-08
Position 781: 1.7773423387877664e-08
Position 1224: 1.3214231340038418e-08
Position 649: 1.2432226049696564e-08
Position 3504: 9.631785392701366e-09
Position 3057: 7.911888662101388e-09
Position 2875: 5.920780986538522e-09
Position 141: 2.8292750222840303e-09
Position 131: 2.0506679366693315e-09
Position 2999: 1.8526043107348422e-09
Position 84: 8.374671853518481e-10
Position 1087: 4.2793352555641074e-11
Position 2929: 1.948622497081909e-11
Position 2639: 1.1293533127567194e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2810: 0.9894818993575604
Position 3329: 0.9892745592594693
Position 2323: 0.8869942135788771
Position 1128: 0.8847243900331849
Position 1955: 0.3634221534637188
Position 2479: 0.18945457434268134
Position 2154: 0.12054996381338863
Position 649: 0.054534260286977485
Position 1505: 0.05388841838957671
Position 1869: 0.04944932173326128
Position 1662: 0.021329576634430247
Position 3019: 0.018071277561937358
Position 2571: 0.016110945465113723
Position 2209: 0.015713456303829292
Position 1440: 0.015257945707488736
Position 1160: 0.013573953743443834
Position 2981: 0.01181967497712613
Position 781: 0.011484776023462972
Position 4082: 0.010392176592934836
Position 1173: 0.009598362446614772
Position 668: 0.008516148611626865
Position 2334: 0.008182636420892448
Position 1016: 0.006165695801732957
Position 1117: 0.0060372096610309045
Position 1906: 0.004249189934571968
Position 3534: 0.00403292216620572
Position 2862: 0.0035864822816803876
Position 3686: 0.0033519928421982884
Position 2485: 0.002947713315268372
Position 3463: 0.002660786071902995
Position 606: 0.0021643302667663285
Position 2620: 0.0019198708605630249
Position 2617: 0.001809539602895253
Position 4031: 0.0017525505944816857
Position 2842: 0.0013883782392406113
Position 2431: 0.0013229644119195478
Position 2206: 0.001229871759
Position 601: 0.0011903226799831602
Position 2037: 0.0011682523240631791
Position 1880: 0.001116280407272009
Position 2585: 0.0011059382508206328
Position 3053: 0.0010353143650634446
Position 1816: 0.001028126272045174
Position 509: 0.0010002064342964818
Position 1832: 0.0009442854276757389
Position 126: 0.0009398171395449614
Position 1594: 0.0009219259620853556
Position 3335: 0.000784192703665183
Position 1874: 0.0007735782837567253
Position 710: 0.0006910522683056972
Position 944: 0.0006098298363451672
Position 674: 0.0005549245865359121
Position 833: 0.0005478046876018065
Position 123: 0.0005238367380792625
Position 3346: 0.0005199025791663279
Position 739: 0.0005037409163427442
Position 3547: 0.0004633144081305322
Position 4007: 0.0004626195290796667
Position 1712: 0.0004187372443453874
Position 3629: 0.0004123574499204447
Position 742: 0.0003194239093609833
Position 2073: 0.0003072068109083503
Position 3620: 0.00027944537052131693
Position 2438: 0.0002542219533599421
Position 767: 0.00022701948553008222
Position 2338: 0.0001956432960419438
Position 3088: 0.00018322375124862284
Position 332: 0.00016309613463978763
Position 3662: 0.00016183147893331312
Position 533: 0.00013606758205962443
Position 485: 0.00013205837449312813
Position 989: 0.00013110017847659563
Position 962: 0.00011416993663662503
Position 147: 0.00011216033911635897
Position 2983: 0.00010641609512154144
Position 791: 0.00010466410971595321
Position 292: 0.00010251823074562863
Position 1054: 9.930767264248346e-05
Position 2791: 9.248773175142676e-05
Position 968: 8.86886427467358e-05
Position 359: 8.849744945545918e-05
Position 259: 8.670624628763884e-05
Position 3498: 8.583914614224104e-05
Position 2873: 8.189419777287353e-05
Position 1040: 6.961706901843671e-05
Position 3669: 6.687838322214036e-05
Position 399: 6.452904206492541e-05
Position 1619: 5.790715693110025e-05
Position 896: 5.6377808668853986e-05
Position 1176: 4.642270679662628e-05
Position 3404: 4.242858888558569e-05
Position 299: 4.076152568492955e-05
Position 429: 3.9276272977775815e-05
Position 443: 3.457066767645973e-05
Position 305: 3.412366353931327e-05
Position 3894: 3.3846363054261195e-05
Position 1346: 3.2848166823287926e-05
Position 1792: 3.1852621508543265e-05
Position 269: 2.8442397342164078e-05
Position 521: 2.5619558855143785e-05
Position 455: 2.4820655335299057e-05
Position 3994: 2.3868578508939594e-05
Position 3246: 2.3527590531197117e-05
Position 2875: 1.7712714891380322e-05
Position 281: 1.6889080563075478e-05
Position 263: 1.6262503054340152e-05
Position 3228: 1.4905487484054998e-05
Position 272: 1.3577887769193164e-05
Position 203: 1.2355495411929898e-05
Position 879: 1.1130908478568312e-05
Position 372: 1.0519663323613573e-05
Position 683: 9.760526922953134e-06
Position 524: 7.184463994670036e-06
Position 206: 6.7048962825507466e-06
Position 302: 4.9108515531183675e-06
Position 155: 4.1289746708561746e-06
Position 1196: 3.02707700135665e-06
Position 1242: 1.550469386968584e-06
Position 3413: 3.2804098328657495e-07
Position 3519: 5.984293648533866e-08
Position 378: 2.0410821681801028e-08
Position 368: 1.4148126230150881e-08
