Gene = NimA
Position 3731: 0.001194289008616208
Position 5688: 0.001091272325379409
Position 3383: 0.001051183395105189
Position 416: 0.0010093897048749757
Position 5532: 0.0009853291894011873
Position 4058: 0.0008923521931455436
Position 5478: 0.0008581107442104448
Position 135: 0.0008040289294070154
Position 5225: 0.0007355091648719703
Position 325: 0.0006612220599449443
Position 5028: 0.0006236097719997972
Position 4807: 0.0006196160493053845
Position 505: 0.0006170349420516246
Position 3331: 0.0005764519227365104
Position 3247: 0.0005739348480168674
Position 318: 0.0005541330983872558
Position 4476: 0.0004897883242576213
Position 4741: 0.0004590995467668121
Position 4998: 0.00045035285477717916
Position 4000: 0.0004359345150038761
Position 1517: 0.00040887677710362523
Position 5460: 0.0003590978685656641
Position 5310: 0.00033106320785603304
Position 4189: 0.0003171948699088506
Position 3952: 0.00031639510911884365
Position 5776: 0.00031477117662460046
Position 2887: 0.00030242738830878
Position 5381: 0.0002818167897668428
Position 5753: 0.00027383311137542843
Position 5410: 0.00023173713238166437
Position 4608: 0.00022395343875496356
Position 1054: 0.00021013634684650302
Position 397: 0.00019968141403683547
Position 425: 0.000195529114142504
Position 195: 0.00019533420497758918
Position 1080: 0.00019078465595854957
Position 1035: 0.00018991153076928534
Position 3926: 0.00016048658774951466
Position 481: 0.00013662770379008326
Position 228: 0.00011850082579940219
Position 5811: 0.00011373557778872758
Position 2031: 0.0001017140406899894
Position 543: 9.980685758603163e-05
Position 4317: 7.582356879014244e-05
Position 3428: 6.603419776883977e-05
Position 3155: 6.576238746252085e-05
Position 176: 6.489280435791543e-05
Position 290: 5.7594651427939265e-05
Position 2914: 3.9096739250882995e-05
Position 676: 3.845871417209875e-05
Position 387: 3.828013514459833e-05
Position 1002: 3.5549046564176236e-05
Position 3200: 3.383388209635955e-05
Position 3587: 3.0106304784804097e-05
Position 168: 2.477025150995315e-05
Position 320: 2.065141416381151e-05
Position 3465: 2.0171921155915957e-05
Position 4332: 1.1911294892881586e-05
Position 2604: 9.512100847951277e-06
Position 4142: 6.924166907917655e-06
Position 3559: 5.627871823994362e-06
Position 3716: 3.444207456839098e-06
Position 263: 1.7943751168235346e-06
Position 287: 1.5910992493159505e-06
Position 4016: 1.4071596312305031e-06
Position 3584: 9.179519439833178e-07
Position 583: 8.678860447591716e-07
Position 749: 8.005822900413608e-07
Position 514: 5.404207955208187e-07
Position 655: 4.79824829241089e-07
Position 3779: 4.709469870094348e-07
Position 1679: 4.2024106746103396e-07
Position 3758: 3.8378757944499334e-07
Position 3668: 2.767560724606632e-07
Position 1010: 2.4287830542516745e-07
Position 157: 1.672522772167931e-07
Position 84: 9.777299643539909e-08
Position 3815: 8.856218006821244e-08
Position 78: 5.668235995920813e-08
Position 598: 3.62462558223189e-08
Position 3812: 2.918667453515193e-08
Position 3933: 2.782300193564603e-09
Position 53: 1.8742310365434836e-10
Position 89: 1.0739393479042566e-10
Position 61: 3.2101755202096415e-11
Position 255: 4.964161194987302e-12
Position 3776: 4.680126850121282e-12
