Gene = Rab3-GAP
Position 2849: 0.005147120859809236
Position 361: 0.004894946091914953
Position 4072: 0.0047902415935211235
Position 4685: 0.004555125425041547
Position 732: 0.004107829614625475
Position 3566: 0.003407126459988269
Position 4092: 0.0032613243377240743
Position 2997: 0.0031423034129250903
Position 855: 0.003106406471377678
Position 4447: 0.003084414315308874
Position 3809: 0.002276895440996968
Position 3380: 0.0022400385091260796
Position 828: 0.0021280053357648795
Position 4755: 0.0015162725340467642
Position 927: 0.001366044863767225
Position 264: 0.0011643993293653147
Position 1939: 0.0011014489321972197
Position 1439: 0.0010218962041692971
Position 4285: 0.0009048326536751339
Position 825: 0.0009016494878628928
Position 4015: 0.0008595919671835395
Position 3614: 0.0008363730258862666
Position 4588: 0.0007923165599917065
Position 3536: 0.0005836228625356212
Position 3242: 0.0005773951656452901
Position 3226: 0.0004742760558452293
Position 4838: 0.0004475526688081456
Position 3651: 0.00044698007403483434
Position 2391: 0.0004322189044436177
Position 529: 0.0004245652835769937
Position 3169: 0.00034851306436477377
Position 3545: 0.0003386649817177784
Position 3056: 0.0003226813420321498
Position 4210: 0.00030224720096120667
Position 2880: 0.00027098628502209314
Position 1901: 0.00026753766585328937
Position 735: 0.00026021087155971
Position 3611: 0.00017240101657416183
Position 235: 0.00016792236310282757
Position 4494: 0.0001633205753048525
Position 583: 0.00015892340361405873
Position 4386: 0.00015352517609279205
Position 1447: 0.00014990414346136707
Position 2908: 0.00011473023572166767
Position 1983: 0.00011267530531220828
Position 630: 0.00010050284630958653
Position 3030: 8.976864158918246e-05
Position 2183: 8.876319743220725e-05
Position 552: 6.26679692916361e-05
Position 3050: 5.786930951317265e-05
Position 1583: 5.554306770955399e-05
Position 4080: 5.1111663587035675e-05
Position 4792: 4.118631619973502e-05
Position 4330: 3.109297390795593e-05
Position 369: 2.5674357920541836e-05
Position 3071: 2.0165682031775817e-05
Position 261: 1.8999221969940847e-05
Position 2929: 1.7882019511883868e-05
Position 3045: 1.7080755177546164e-05
Position 127: 1.4894643106531399e-05
Position 404: 1.4203194216720332e-05
Position 3026: 1.2507306520735796e-05
Position 531: 9.79705911003242e-06
Position 558: 7.747865671136918e-06
Position 2689: 6.953349442167655e-06
Position 4123: 5.518804584785323e-06
Position 140: 4.9786263107818716e-06
Position 108: 2.9962301041166844e-06
Position 579: 2.1215051023722426e-06
Position 380: 1.1787274333771005e-06
Position 2724: 1.1321352805422654e-06
Position 72: 9.484880607486359e-07
Position 131: 4.7653500325853207e-07
Position 473: 2.490442514195009e-07
Position 313: 2.047921231393032e-07
Position 76: 1.0987886196908552e-07
Position 82: 4.7079125121719764e-08
Position 113: 4.598697302354063e-08
Position 307: 3.596391865596712e-08
Position 2815: 2.8665646773776674e-08
Position 118: 2.8165431073714544e-08
Position 2882: 1.3887904933667276e-08
Position 636: 1.0539173693515177e-08
Position 538: 8.695853945129863e-09
Position 547: 8.417978521529871e-09
Position 55: 5.5112088281633094e-14
