Gene = Fie
Position 760: 3.120057010088764e-05
Position 823: 2.994937386170989e-05
Position 2243: 2.9406507486268875e-05
Position 291: 2.6480174250663077e-05
Position 1648: 1.8936629199875862e-05
Position 2145: 1.70932958267011e-05
Position 1444: 1.657834365142486e-05
Position 829: 1.425992465819248e-05
Position 1024: 1.3173327637524493e-05
Position 804: 1.2131749916108869e-05
Position 797: 1.1994314112022944e-05
Position 877: 8.999061574919217e-06
Position 826: 8.915549738460808e-06
Position 1978: 8.789987542898275e-06
Position 863: 6.487995846458364e-06
Position 1051: 6.460530779584937e-06
Position 871: 6.022094603830848e-06
Position 74: 5.298679171610873e-06
Position 1033: 4.447767242803952e-06
Position 1844: 3.0467557246908563e-06
Position 660: 2.924074809085664e-06
Position 2031: 2.874400885366416e-06
Position 1618: 2.8531682980653245e-06
Position 2014: 2.7348454530018695e-06
Position 461: 2.466116835322647e-06
Position 740: 2.3706844335220325e-06
Position 623: 2.1143024965047054e-06
Position 1908: 2.0169251393436027e-06
Position 1857: 1.83262937661108e-06
Position 2142: 1.7241500154835343e-06
Position 1529: 1.6294807477926633e-06
Position 668: 1.498264247140301e-06
Position 810: 1.3706223208533054e-06
Position 880: 1.2259446049100634e-06
Position 1836: 1.1375027934624702e-06
Position 785: 1.0388071115015388e-06
Position 221: 8.45875594921573e-07
Position 111: 7.780515845986221e-07
Position 681: 5.026836490966546e-07
Position 446: 5.025645757581927e-07
Position 192: 4.905110783843472e-07
Position 100: 4.583995367615137e-07
Position 443: 4.3444497289763115e-07
Position 151: 4.2494924607027374e-07
Position 1492: 3.3892672139056276e-07
Position 512: 2.974290890604757e-07
Position 412: 2.1014262269094908e-07
Position 1535: 1.1962841816103957e-07
Position 1358: 1.1457706933902187e-07
Position 381: 6.827015920696613e-08
Position 1499: 2.0823698339446493e-08
Position 1373: 1.1535065406524064e-08
Position 1538: 5.59003419236802e-09
Position 1501: 5.260777771624752e-09
Position 160: 4.75356261440412e-09
Position 373: 4.293525243338527e-09
Position 1575: 1.4452927885713213e-09
