Gene = NUCB1
Position 1034: 4.456602785859834e-05
Position 294: 4.448337065592691e-05
Position 116: 4.274053116410983e-05
Position 1431: 3.596321925886089e-05
Position 1491: 3.595198454555319e-05
Position 879: 2.7714116814478273e-05
Position 1477: 2.7144415949803297e-05
Position 1252: 2.3945786112721276e-05
Position 1284: 2.04274292277626e-05
Position 973: 2.006942559237821e-05
Position 494: 1.9336007978289794e-05
Position 85: 1.4421877759611126e-05
Position 68: 1.1603071807187438e-05
Position 157: 9.533080686240963e-06
Position 1142: 2.9001707668894988e-06
Position 60: 1.0076465527527196e-06
Position 899: 4.779149598331137e-07
Position 661: 2.590666048295985e-07
Position 701: 2.4780707672472835e-07
Position 418: 1.9501962409406554e-07
Position 88: 1.780570971020299e-07
Position 345: 9.406274957562593e-08
Position 722: 2.597394851214915e-08
Position 663: 1.6816308684743084e-08
Position 570: 6.189430818731508e-09
Position 277: 4.4511764586703075e-09
Position 214: 1.2822713492688647e-09
Position 252: 1.1263713042049606e-09
Position 319: 1.1174737570946318e-09
Position 443: 6.817372374039393e-10
Position 446: 2.3442882346922987e-10
Position 453: 2.2233086598035613e-10
Position 202: 2.005599510831383e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9516379817111467
Position 479: 0.11293930897476666
Position 2462: 0.09740851012407668
Position 2389: 0.07575197698224422
Position 2357: 0.019930598353495855
Position 954: 0.019623745261809683
Position 1161: 0.008697998113234113
Position 566: 0.006553047944808689
Position 1908: 0.0053361397068468
Position 1215: 0.004155840218971906
Position 440: 0.004034416397499824
Position 1142: 0.0038781940863199635
Position 1336: 0.0036505790654991098
Position 4420: 0.002655730826451868
Position 2495: 0.00249995327990989
Position 1193: 0.002472770950124878
Position 73: 0.0017184340007852293
Position 2538: 0.0014296725020475467
Position 3860: 0.0011979764323287046
Position 4423: 0.001172894181129064
Position 4136: 0.001090367614093249
Position 4313: 0.0010696329248449353
Position 85: 0.0010639644633098151
Position 222: 0.0006547103586326651
Position 604: 0.0005995773522049695
Position 3615: 0.0005884460392874111
Position 2431: 0.0005698669051338661
Position 2948: 0.00048580598355909546
Position 661: 0.0004276626351688836
Position 2945: 0.00031773546697523927
Position 1167: 0.0003173764248713623
Position 3485: 0.00028531050063355435
Position 3812: 0.0002724634105484632
Position 3406: 0.00021895163678380057
Position 4286: 0.00021014726967571136
Position 1417: 0.00020347565365416609
Position 879: 0.00019749178149959705
Position 1458: 0.00018198800559480617
Position 3281: 0.00016043066621114875
Position 2680: 0.00013431671991359908
Position 671: 0.00012846517966533924
Position 2683: 0.00012717437326359963
Position 3866: 0.00011204802520001283
Position 3235: 0.00011109934707452609
Position 2936: 0.00010509552624320329
Position 3692: 0.00010340780788587114
Position 4521: 0.00010029989232583335
Position 3665: 7.929737711151303e-05
Position 2744: 6.718455523257251e-05
Position 2780: 6.28871861279319e-05
Position 2639: 6.0171609040871884e-05
Position 3791: 5.8865325898043455e-05
Position 3590: 5.389992716430142e-05
Position 142: 4.777462277106529e-05
Position 2088: 4.213437532391246e-05
Position 2203: 3.3203807447419094e-05
Position 2925: 2.769548580098891e-05
Position 2007: 2.725174781331557e-05
Position 627: 2.580301154326529e-05
Position 531: 2.5781549233143936e-05
Position 1991: 2.567789732354771e-05
Position 109: 2.3875021379825594e-05
Position 1825: 2.363076291439473e-05
Position 2337: 1.8533003415504777e-05
Position 2735: 1.5570911186154915e-05
Position 2158: 1.3761289309719117e-05
Position 742: 1.0775302725698068e-05
Position 1612: 9.473445464168214e-06
Position 500: 8.863093101720809e-06
Position 1765: 7.2311286666658404e-06
Position 1816: 6.7352316212553116e-06
Position 857: 6.696000844415205e-06
Position 1888: 6.630278862854531e-06
Position 1741: 5.664264417439306e-06
Position 686: 3.977832939446462e-06
Position 541: 3.965710703961307e-06
Position 1113: 3.360555897786008e-06
Position 1064: 3.103301671498147e-06
Position 1349: 3.094977435032271e-06
Position 497: 1.9102102105374957e-06
Position 494: 1.3880784705987809e-06
Position 754: 1.3561143118278925e-06
Position 243: 1.0496874636482687e-06
Position 153: 4.990692053824705e-07
Position 126: 4.951252214343586e-07
Position 228: 2.0987256930612145e-07
Position 231: 1.3016234403074108e-07
Position 357: 9.23736784818581e-08
Position 240: 2.318949407930574e-08
Position 354: 6.8091772068979495e-09
Position 294: 1.9672476580153742e-09
Position 315: 1.309629370285015e-09
Position 300: 7.494385676270912e-10
Position 116: 5.861693998001011e-10
Position 345: 5.581454819206505e-10
Position 366: 1.1672034137058658e-10
Position 252: 5.3104119154355924e-11
Position 333: 6.524527782464133e-12
Position 375: 4.256191322915434e-12
Position 52: 1.18114103541109e-12
Position 324: 2.636170233105142e-16
