Gene = TMS1
Position 745: 1.5127951142991812e-09
Position 2206: 4.386296089252655e-11
Position 525: 1.1911865235375922e-11
Position 534: 1.1453745089545877e-11
Position 539: 1.171146370689288e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9995238030083401
Position 1315: 0.9973104773441297
Position 1146: 0.9970567141863911
Position 525: 0.9914591401003231
Position 1561: 0.9785996551723832
Position 1836: 0.4095026882633903
Position 2080: 0.21314427794239219
Position 2071: 0.2007245575845967
Position 2083: 0.19486068673766135
Position 84: 0.05839114628534349
Position 2092: 0.03622117696265431
Position 897: 0.03052801523868322
Position 725: 0.008426244016919961
Position 675: 0.00758106665680796
Position 1563: 0.005637524126836559
Position 2655: 0.0042228268426630754
Position 1579: 0.003299093398619722
Position 2098: 0.002955155860802712
Position 1816: 0.002886346104825307
Position 867: 0.0018733589319965944
Position 1567: 0.0014763707606571261
Position 1627: 0.0013024586392424487
Position 2462: 0.0012242174075895727
Position 225: 0.0011568448850347059
Position 457: 0.0009701799756471487
Position 1032: 0.0007550702553823337
Position 2433: 0.0006798707396843892
Position 1150: 0.0003899750499049391
Position 553: 0.00031301989583495113
Position 1649: 0.0002768558005828609
Position 1380: 0.00026621869451764297
Position 1901: 0.0002646112921787381
Position 1162: 0.00019969192186232668
Position 1721: 0.00019359608542743795
Position 1400: 0.0001869049947341254
Position 799: 0.00015104383002653186
Position 107: 0.00014093786412263068
Position 1438: 0.0001129105176943608
Position 370: 0.00011233079990397128
Position 222: 0.0001114626135970533
Position 1912: 9.36496213351736e-05
Position 95: 8.705014202526415e-05
Position 2117: 8.440475622994977e-05
Position 308: 7.516983606703864e-05
Position 338: 5.681561089178915e-05
Position 150: 5.5860785467636175e-05
Position 875: 5.04770279315085e-05
Position 687: 4.812914653243781e-05
Position 806: 4.037326832736395e-05
Position 581: 3.8567158880593515e-05
Position 2100: 3.3734479031070405e-05
Position 2447: 3.253749140318637e-05
Position 474: 3.023917221156914e-05
Position 1295: 2.8775381815769873e-05
Position 1599: 2.864392957973603e-05
Position 690: 2.5315675712059386e-05
Position 2279: 2.444306403404909e-05
Position 1760: 1.6694533344691606e-05
Position 1408: 1.6656123960662506e-05
Position 312: 1.2553754207428239e-05
Position 1317: 1.1849254908967416e-05
Position 2538: 1.012550889461266e-05
Position 2607: 9.821090506789962e-06
Position 2142: 9.122036446298494e-06
Position 2402: 7.356416309627163e-06
Position 2149: 6.138871009602912e-06
Position 1339: 4.589725950759431e-06
Position 2317: 4.375878977509405e-06
Position 318: 4.106522449887762e-06
Position 557: 3.6768094484662858e-06
Position 2353: 2.8215762578092417e-06
Position 740: 2.711151149664441e-06
Position 2364: 2.4419277113620546e-06
Position 461: 2.346307761604322e-06
Position 1081: 1.0713682238996153e-06
Position 158: 8.586804322546703e-07
Position 2438: 3.6879674116461323e-07
Position 2263: 3.409267272755715e-07
Position 1517: 3.072047993742571e-07
Position 1764: 1.5098786621484773e-07
Position 1484: 9.953747105921729e-08
Position 129: 9.921034813887618e-08
Position 58: 8.421728604268205e-08
Position 182: 8.008105842413538e-08
Position 1440: 2.5041688776457186e-08
Position 1743: 1.917730978531133e-08
Position 1503: 9.950100497534464e-09
Position 163: 2.1697175643425854e-09
Position 331: 2.073314469947074e-09
Position 544: 1.6330716505667553e-09
Position 246: 1.3688544331365336e-09
Position 186: 9.824479162416988e-10
Position 174: 6.171837471588316e-13
