Gene = Uvrag
Position 2530: 2.0718039052116284e-05
Position 2008: 2.036417217740428e-05
Position 359: 1.8794966804977652e-05
Position 1566: 1.6545333584276797e-05
Position 1338: 1.5039338269755619e-05
Position 972: 1.3048165855901881e-05
Position 942: 1.2464845246308378e-05
Position 2593: 8.816578861759226e-06
Position 2670: 7.835852839138603e-06
Position 1607: 7.643336111508996e-06
Position 2044: 7.1456449319752766e-06
Position 366: 6.75497107092146e-06
Position 1058: 6.389980973320767e-06
Position 375: 6.324537864964918e-06
Position 2579: 6.181541648570039e-06
Position 2441: 5.879312024815353e-06
Position 202: 5.390114554384684e-06
Position 393: 3.9333730736248566e-06
Position 243: 2.8622966076968178e-06
Position 1794: 2.790478899980932e-06
Position 2569: 2.6990874067462745e-06
Position 1862: 2.155499931388447e-06
Position 1847: 2.0701669620101986e-06
Position 1828: 1.7925484271492976e-06
Position 2509: 1.744237649479811e-06
Position 276: 1.5158018529266016e-06
Position 2642: 1.2930255129508984e-06
Position 341: 1.0197271176121924e-06
Position 289: 8.341718404927964e-07
Position 488: 5.706045016678643e-07
Position 210: 3.317612041804617e-07
Position 485: 1.9855495887084437e-07
Position 518: 1.7263742880695405e-07
Position 468: 1.63110284617454e-07
Position 189: 1.4129631979218954e-07
Position 525: 4.183534874213666e-08
Position 507: 1.600041074139186e-08
Position 346: 8.700249176986482e-09
Position 273: 7.146612875680215e-09
Position 420: 4.234372083144765e-09
Position 258: 2.463708346118855e-14
Position 285: 2.0617524829925882e-14
