Gene = l(2)34Fd
Position 305: 1.3994525768531083e-06
Position 476: 1.1975721048523549e-06
Position 327: 1.0632084018792618e-06
Position 50: 1.0460474211189471e-06
Position 197: 8.391920569320968e-07
Position 254: 7.336805217083588e-07
Position 11: 3.0335174387961745e-07
Position 56: 2.932442492343435e-07
Position 211: 1.2639019486965455e-07
Position 235: 5.490001353351076e-08
Position 9: 3.21546177988592e-08
Position 478: 3.127666184630543e-08
Position 1354: 8.623476688121137e-09
Position 1186: 6.000160961740108e-09
Position 1666: 3.5554051329744437e-09
Position 1489: 2.6024943095626863e-09
Position 642: 2.5626242032888073e-09
Position 637: 2.2824185721692804e-09
Position 1291: 2.2376133474794722e-09
Position 1125: 1.7254420343184872e-09
Position 500: 1.473464891066673e-09
Position 1279: 9.683672125790148e-10
Position 1052: 7.437925440551118e-10
Position 844: 5.080213533473487e-10
Position 1282: 4.727611128365243e-10
Position 855: 3.6108391340108896e-10
Position 1649: 2.9495435935172386e-10
Position 174: 4.3436069141395326e-11
Position 699: 2.0781178747434924e-11
Position 1492: 6.4034758677221654e-12
Position 78: 2.9105310501883144e-12
Position 1016: 9.470025467474307e-14
Position 1207: 7.717786627332546e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9958750682233241
Position 666: 0.9813662853193819
Position 211: 0.9404442347670728
Position 847: 0.025128809077962704
Position 1649: 0.021670327150145424
Position 728: 0.008504482219109467
Position 1038: 0.006176952890987597
Position 690: 0.0026621529159379016
Position 2280: 0.0019788396733125256
Position 1617: 0.0017767170495999352
Position 456: 0.0017438407236108238
Position 340: 0.001024051272797739
Position 254: 0.0008713077948175613
Position 1466: 0.0008317739875443829
Position 1174: 0.0007309260628782224
Position 2208: 0.0005920970183236601
Position 1791: 0.0005603368718640491
Position 241: 0.0005483932683962139
Position 271: 0.0005138847257023112
Position 1052: 0.0004868451827712694
Position 1014: 0.00044748016751319704
Position 2084: 0.00033454965706613995
Position 286: 0.0003158667955894929
Position 1525: 0.0003087473155546479
Position 1225: 0.000255228220390707
Position 1308: 0.0001970387030900563
Position 468: 0.00019363550527610077
Position 1659: 0.00016047809074184265
Position 2164: 0.00015530207815042416
Position 534: 0.0001515130737045733
Position 748: 0.0001409973508786364
Position 2304: 0.00012202144455720076
Position 757: 0.00012111854788947705
Position 969: 0.0001208086057476487
Position 699: 0.00011940022386055369
Position 775: 0.00011374756547198482
Position 415: 0.0001016307149065935
Position 1485: 8.967654835579248e-05
Position 1594: 8.758180182239571e-05
Position 1179: 7.217355143016328e-05
Position 315: 6.8025071690042e-05
Position 1746: 6.547755552573804e-05
Position 1905: 6.327420069672776e-05
Position 822: 5.89686663694162e-05
Position 799: 5.3175550752570386e-05
Position 433: 5.1343981160035305e-05
Position 1726: 4.3997691486979044e-05
Position 2004: 4.285102450873151e-05
Position 1480: 3.881545424126358e-05
Position 1361: 3.871823593366722e-05
Position 1318: 3.7387078595024294e-05
Position 2091: 3.612136142239038e-05
Position 1734: 2.789562996310169e-05
Position 654: 2.7097602932385745e-05
Position 103: 2.6578941553304574e-05
Position 2301: 2.4059416401181976e-05
Position 117: 2.2707517744270103e-05
Position 1530: 2.1990484421594568e-05
Position 472: 1.765646763245656e-05
Position 2310: 1.721422405180609e-05
Position 987: 1.685150752983566e-05
Position 870: 1.6846708816305907e-05
Position 379: 1.5140359266045235e-05
Position 232: 1.2995077967684206e-05
Position 1633: 1.2995040448775687e-05
Position 802: 1.2516542520102275e-05
Position 1374: 1.2451759536641669e-05
Position 1673: 1.2000761008581234e-05
Position 1584: 1.1749981286303762e-05
Position 922: 1.135270959899023e-05
Position 2331: 1.0815933638064484e-05
Position 1797: 9.888028157193276e-06
Position 1992: 7.546079258145198e-06
Position 185: 6.8921550459911e-06
Position 855: 6.787186353434497e-06
Position 2293: 6.68031241850021e-06
Position 1603: 6.380157936708333e-06
Position 1967: 5.874511871706852e-06
Position 2328: 5.854126727746029e-06
Position 1860: 5.188922115730442e-06
Position 505: 4.356922435657989e-06
Position 367: 4.258936594123756e-06
Position 1089: 3.883866768571567e-06
Position 1656: 3.6555165808863903e-06
Position 1809: 3.5884444320468346e-06
Position 790: 3.4000725437909927e-06
Position 87: 3.3583610166228656e-06
Position 2316: 3.323902062666309e-06
Position 2307: 3.156213818007066e-06
Position 1923: 2.875236759612804e-06
Position 568: 2.4584121978613755e-06
Position 1806: 2.3058634214117567e-06
Position 1698: 1.7544123299056637e-06
Position 277: 1.3476019277769017e-06
Position 759: 1.210696125161549e-06
Position 540: 1.08452013161558e-06
Position 448: 9.50412498381475e-07
Position 267: 8.842561374806172e-07
Position 642: 7.292288691186863e-07
Position 787: 6.967592487854932e-07
Position 582: 4.019708260472895e-07
Position 577: 3.7169826041136273e-07
Position 182: 2.1811170206428177e-07
Position 151: 2.1530603731411937e-07
Position 388: 1.6901523027963974e-07
Position 197: 1.6510201786680346e-07
Position 327: 1.4722095536384813e-07
Position 141: 1.2007385840416662e-07
Position 161: 1.0362119613429706e-07
Position 612: 2.0751528887111705e-08
Position 69: 2.039143115753021e-08
Position 1489: 1.0686915450826329e-08
Position 131: 3.732764514667011e-10
Position 165: 2.3792963784806078e-17
Position 158: 6.988547726190403e-18
