Gene = Cka
Position 383: 3.461300183688299e-05
Position 721: 2.9909997896941638e-05
Position 614: 2.701881818502384e-05
Position 700: 2.489438169342691e-05
Position 727: 1.9356411211087915e-05
Position 649: 1.6199132541273762e-05
Position 3325: 1.5234898358603797e-05
Position 3554: 1.4999161455723472e-05
Position 5722: 1.3893843009469254e-05
Position 4426: 1.3452576981030463e-05
Position 300: 1.0605708489319068e-05
Position 4234: 9.51120984848651e-06
Position 195: 9.225646268426538e-06
Position 3187: 4.556920153003546e-06
Position 2322: 1.5573683494453824e-06
Position 470: 1.0520774702407419e-06
Position 377: 6.671903294839706e-07
Position 239: 2.7325088944563635e-07
Position 94: 9.83512481995227e-08
Position 119: 6.419383593123338e-08
Position 280: 6.359231480877668e-08
Position 74: 4.6832053720523176e-08
Position 2016: 4.6338888046579804e-08
Position 2095: 2.3830748515665386e-08
Position 339: 1.5206687901710153e-08
Position 3113: 1.2622137783593033e-08
Position 125: 6.132686693935077e-09
Position 99: 5.104058632792355e-09
Position 123: 4.55554538809138e-09
Position 78: 1.3586264582779906e-10
Position 314: 3.782353351530866e-11
Position 323: 2.0681359437403717e-11
Position 76: 3.509205322388384e-16
