Gene = trc
Position 1045: 2.791983253846556e-05
Position 255: 2.590272730036441e-05
Position 3090: 2.229720513295341e-05
Position 406: 2.199712202181955e-05
Position 613: 2.0232464608808886e-05
Position 1259: 2.0110467535292676e-05
Position 2015: 1.8558829673324476e-05
Position 2234: 1.812878866263565e-05
Position 2686: 1.742470832039211e-05
Position 2452: 1.6215017736672828e-05
Position 2093: 1.3954160746452462e-05
Position 751: 1.262933135011289e-05
Position 610: 1.06464080320113e-05
Position 261: 1.027392715639717e-05
Position 1968: 1.016769594508079e-05
Position 222: 8.612141499082081e-06
Position 530: 6.925396322034441e-06
Position 607: 6.2794037382739145e-06
Position 192: 5.588172505044915e-06
Position 1270: 5.423063080082241e-06
Position 794: 5.331115690466341e-06
Position 334: 3.7707684772280343e-06
Position 376: 3.6542473379664635e-06
Position 318: 3.380288544077764e-06
Position 349: 2.7309056430792296e-06
Position 442: 2.655535805832485e-06
Position 997: 2.63022428972916e-06
Position 769: 2.60512264824548e-06
Position 463: 2.161186226905016e-06
Position 2051: 1.731973612359696e-06
Position 439: 1.504517718836994e-06
Position 503: 1.3183883360568317e-06
Position 1628: 1.2188391006993039e-06
Position 295: 1.1538636745209175e-06
Position 1868: 1.1021347702813089e-06
Position 225: 8.226520392697369e-07
Position 436: 7.239581199035828e-07
Position 2072: 6.784007055524811e-07
Position 427: 4.6292908885702715e-07
Position 687: 4.6028793597594895e-07
Position 676: 3.5234778995790387e-07
Position 280: 3.210904013180598e-07
Position 694: 3.060328964145151e-07
Position 167: 2.277120643239247e-07
Position 484: 2.273702040420641e-07
Position 664: 2.1890359412382377e-07
Position 418: 1.182350569695134e-07
Position 382: 1.1454551632211323e-07
Position 412: 1.1373603128130554e-07
Position 1359: 8.319820338866482e-08
Position 2098: 3.1227810090846705e-08
Position 779: 2.505081765787489e-08
Position 1385: 1.5299701553365862e-08
Position 747: 1.372632825036667e-08
Position 1619: 4.2711760945630135e-09
Position 1370: 2.2231743254152013e-09
Position 184: 2.8098483279069284e-10
Position 232: 2.5851361410547427e-10
Position 370: 2.52290203394195e-10
Position 219: 8.094106462416812e-12
Position 155: 3.4642103286037578e-12
Position 289: 8.394015602606738e-13
