Gene = TfAP-2
Position 26243: 8.527346133671347e-05
Position 1285: 6.989228201341654e-05
Position 25361: 6.924966520752836e-05
Position 25609: 6.741456952034578e-05
Position 25616: 6.353015947233778e-05
Position 24631: 5.674523228080501e-05
Position 26424: 5.272109353471947e-05
Position 1391: 5.131482938816107e-05
Position 25733: 4.475051529013798e-05
Position 26135: 4.432807921931402e-05
Position 25292: 3.798623008398526e-05
Position 25220: 3.2861136119874117e-05
Position 26294: 2.922314367738522e-05
Position 903: 2.730556516877428e-05
Position 25437: 2.424062241494649e-05
Position 126: 2.4001718325444573e-05
Position 25725: 2.3257689145729334e-05
Position 25508: 1.9870870074659193e-05
Position 26090: 1.8915785165400464e-05
Position 26248: 1.777075651024233e-05
Position 409: 1.58534736497358e-05
Position 25970: 1.5407804432266818e-05
Position 1124: 1.0467678107724135e-05
Position 634: 9.12673197929795e-06
Position 646: 8.501061451374598e-06
Position 1558: 8.487793045872598e-06
Position 614: 8.309015739782586e-06
Position 768: 7.502339012985353e-06
Position 272: 7.242372455373626e-06
Position 25444: 7.154330860809785e-06
Position 26079: 6.255167878014688e-06
Position 26087: 3.914096054915041e-06
Position 25571: 3.826701559258911e-06
Position 25346: 1.8658667039562905e-06
Position 626: 1.711827459421174e-06
Position 195: 1.5225845509218921e-06
Position 25277: 1.4266120451256588e-06
Position 594: 1.2944999830928006e-06
Position 1483: 1.115230022677175e-06
Position 23063: 8.504935219706792e-07
Position 26320: 2.847201432258161e-07
Position 25318: 2.413551186908358e-07
Position 25206: 1.8178657516881417e-07
Position 25299: 1.3235208956566906e-07
Position 25935: 3.936562784148296e-08
Position 26084: 3.263451629504444e-08
Position 25995: 3.674169864899834e-09
Position 26081: 2.0313100903998573e-09
Position 26054: 7.797417502157365e-10
Position 25248: 5.547114580902544e-10
Position 25383: 3.2869001585634035e-11
Position 24682: 5.492629814199725e-12
Position 26030: 7.907495699736671e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 26015: 0.9990422754338145
Position 22590: 0.9988907478737217
Position 25416: 0.9985930105747133
Position 22890: 0.9826489656955325
Position 25784: 0.9722656447248956
Position 25166: 0.898857761350479
Position 24314: 0.8611083027418851
Position 24848: 0.5244159058852559
Position 24590: 0.18055007585525235
Position 23380: 0.11062026844833568
Position 4101: 0.0837723416417108
Position 23115: 0.07185958615387121
Position 12425: 0.06140170366031167
Position 25092: 0.04723921161551771
Position 23540: 0.03530866155098074
Position 24349: 0.02735795527977715
Position 11890: 0.026958951408886538
Position 23403: 0.020858134130159744
Position 24018: 0.016838899328221354
Position 26339: 0.015764699934815274
Position 25805: 0.015096845561413766
Position 23705: 0.01491463559559486
Position 24151: 0.01323738161786258
Position 25739: 0.010504521015096762
Position 25596: 0.01048631088304342
Position 26480: 0.009074131758828877
Position 24871: 0.008787837788690814
Position 24782: 0.008492305349167674
Position 24352: 0.008245598195418523
Position 25001: 0.007050073377341965
Position 3697: 0.006891270756855414
Position 22872: 0.006814060220286913
Position 26151: 0.006037853206648821
Position 4046: 0.005303551650389676
Position 2493: 0.00514357872936046
Position 24634: 0.003739643745621045
Position 23305: 0.0034807895005694233
Position 23482: 0.0029604683164556993
Position 3752: 0.0021474840579875005
Position 4248: 0.0019933411366471736
Position 4223: 0.001647446783721361
Position 4269: 0.0013457884026138798
Position 1623: 0.0013292004674957459
Position 25794: 0.0013204957766904334
Position 23674: 0.0013011088670686628
Position 24278: 0.0012426590296605727
Position 3185: 0.0011851818408976102
Position 3342: 0.0010901417690470537
Position 4285: 0.000847485042339107
Position 24677: 0.0006956034652919373
Position 4075: 0.0006879765230981279
Position 24184: 0.0006842908464558967
Position 3775: 0.00047317909439339653
Position 2317: 0.0004633683047131769
Position 25491: 0.0004351264560782783
Position 26194: 0.00041922464364410345
Position 25136: 0.00040041431221057584
Position 25232: 0.00038375644211448924
Position 23908: 0.00036568853236763844
Position 25069: 0.0002868434665159425
Position 23716: 0.00027770488437599077
Position 23314: 0.00024366415973662387
Position 23130: 0.00023097194505810624
Position 26243: 0.0002161380069372262
Position 25187: 0.0002063896651579365
Position 23343: 0.0001839268931836418
Position 23257: 0.00014912499278676094
Position 23710: 0.00014706056384837748
Position 25850: 0.00012301120144268105
Position 23820: 0.00011889123669889746
Position 26051: 9.034502659795466e-05
Position 25818: 8.991131223097717e-05
Position 26427: 8.463056427731103e-05
Position 26366: 7.439712943041947e-05
Position 26463: 6.937854627663081e-05
Position 25600: 5.6378804027682637e-05
Position 25276: 4.150265733232248e-05
Position 25215: 3.7650576089010914e-05
Position 25176: 3.131971283946415e-05
Position 23196: 2.2065150488556424e-05
Position 25874: 1.609392014765793e-05
Position 25796: 7.070171770726932e-06
Position 25558: 6.6290090677139695e-06
Position 25725: 5.521536254681208e-06
Position 24682: 3.8037906086296116e-06
Position 25423: 3.2068938433777966e-06
Position 25429: 2.6468119099498586e-06
Position 26248: 2.3471478241845018e-06
Position 26373: 1.3565153927244048e-06
Position 25678: 7.355138004920063e-07
Position 25456: 2.0039061481440546e-07
Position 25843: 1.5188252570250754e-07
Position 25952: 6.66648708245482e-08
Position 25681: 1.5852121532371736e-08
Position 26030: 1.1214259173068628e-09
