Gene = MCU
Position 472: 4.347360077873643e-13
Position 8: 4.004513561379521e-13
Position 485: 2.3058427409967455e-13
Position 291: 8.506601034100591e-14
Position 293: 3.0660500432661805e-14
Position 12500: 2.6626961211528567e-15
Position 12489: 2.581534029250261e-15
Position 12484: 1.6150702870210965e-15
Position 12096: 4.19128892230363e-16
Position 3076: 1.4089683699194967e-16
Position 3189: 1.3033111391360392e-16
Position 2482: 1.40426135869344e-17
Position 12193: 2.5166250383096046e-18
Position 458: 1.988032716780972e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 40793: 0.9998035657387624
Position 11583: 0.9866778370888604
Position 11828: 0.6171364621620028
Position 11753: 0.3756536884123198
Position 11435: 0.011821370374815619
Position 11728: 0.0034171357759445577
Position 11915: 0.0031661096269595484
Position 9494: 0.0007601583902229465
Position 9333: 0.0004806519927677227
Position 1547: 0.00031607197770639107
Position 9299: 0.00017319725805328278
Position 30737: 0.00011575426763540974
Position 32859: 7.069055501404048e-05
Position 1512: 6.399509219049817e-05
Position 1048: 5.806938988415689e-05
Position 2050: 4.6107804482025075e-05
Position 2201: 3.088120913703347e-05
Position 3660: 2.9065296310840953e-05
Position 1025: 2.9055114418395588e-05
Position 1060: 2.791060695812244e-05
Position 302: 2.1510808469751902e-05
Position 1853: 2.135782267350497e-05
Position 1501: 1.976263927276957e-05
Position 2214: 1.7619916930466774e-05
Position 693: 1.7157213501038218e-05
Position 1072: 1.0085937764570394e-05
Position 1083: 7.776082558365803e-06
Position 943: 6.348156872007737e-06
Position 2984: 5.327152884727237e-06
Position 3588: 4.92492666217453e-06
Position 1108: 4.771731710884211e-06
Position 26875: 4.33997720866009e-06
Position 1925: 4.0901765927398376e-06
Position 478: 4.0501564338032e-06
Position 28841: 3.873622028067514e-06
Position 28306: 3.5835980317172205e-06
Position 854: 2.813704966655452e-06
Position 1949: 2.5966036865409808e-06
Position 2386: 1.8829124017421317e-06
Position 1102: 1.6587206720959884e-06
Position 458: 1.4762369567265416e-06
Position 192: 1.2298206587583825e-06
Position 27796: 1.1429070418075878e-06
Position 2378: 1.1258798524751845e-06
Position 660: 1.1225832155821434e-06
Position 882: 8.662636195720638e-07
Position 1035: 7.848597170246695e-07
Position 29251: 4.6106446093750195e-07
Position 2964: 4.204835349954594e-07
Position 27773: 3.1395946827923676e-07
Position 1249: 8.866760948145132e-08
Position 27618: 7.975299003705469e-08
Position 12011: 6.283580134455545e-08
Position 1291: 4.1324333429947674e-08
Position 2741: 3.055884425124171e-08
Position 2355: 2.7014419292224614e-08
Position 1983: 2.555845560209237e-08
Position 1630: 2.273792162693412e-08
Position 1254: 2.0196307723189735e-08
Position 554: 1.3477497654112462e-08
Position 26449: 1.2610091576471203e-08
Position 196: 8.759395339773039e-09
Position 765: 8.416493525259038e-09
Position 1562: 7.998401879347898e-09
Position 24954: 7.248463719779884e-09
Position 25604: 6.7900517395588026e-09
Position 1719: 5.976476925193978e-09
Position 1171: 5.2522890114389524e-09
Position 1466: 4.577077477179549e-09
Position 25061: 4.104007759552139e-09
Position 1168: 4.0743565693388385e-09
Position 2269: 2.6622149640087834e-09
Position 1725: 2.6170183436736673e-09
Position 657: 2.600126939550831e-09
Position 1654: 2.4254091816735016e-09
Position 2223: 2.2046905967017434e-09
Position 1028: 2.04961839408095e-09
Position 1123: 1.5338452155193486e-09
Position 868: 1.3040270312885897e-09
Position 23345: 1.2845540479449346e-09
Position 320: 1.182083770657632e-09
Position 1640: 1.1012394010105866e-09
Position 415: 1.0512827496493488e-09
Position 22694: 9.85759701784452e-10
Position 1149: 8.410081288888454e-10
Position 122: 8.111391757452396e-10
Position 173: 6.191916441156462e-10
Position 501: 5.953556874674217e-10
Position 23297: 4.379782561748319e-10
Position 255: 3.879949601018942e-10
Position 816: 3.6311342317519103e-10
Position 20116: 1.20021429957769e-10
Position 19583: 8.963927792164021e-11
Position 19603: 3.3621976410144866e-11
Position 20857: 2.0481004494004978e-11
Position 20234: 1.878689143230528e-11
Position 20725: 1.3231377805869815e-11
Position 19622: 9.370997773533556e-12
Position 17862: 6.6283300283512385e-12
Position 18723: 5.296400367443493e-12
Position 19028: 4.1206753236592015e-12
Position 19569: 3.987348619169094e-12
Position 19082: 2.027349195962384e-12
Position 15939: 1.885503196627173e-12
Position 17467: 1.7737291800757372e-12
Position 16014: 1.3076653286227715e-12
Position 369: 9.669846629974965e-13
Position 15482: 6.623924402864549e-13
Position 16532: 5.722097239792807e-13
Position 15540: 4.988454245542723e-13
Position 16992: 4.1509983362359853e-13
Position 234: 3.7581392789537154e-13
Position 17790: 3.323713188787166e-13
Position 17608: 3.0734653671854153e-13
Position 17123: 2.4039682862843195e-13
Position 14542: 1.7584055645031615e-13
Position 16957: 1.652951269788589e-13
Position 207: 1.5344435607761132e-13
Position 12254: 1.0193452156797128e-13
Position 12722: 9.228515510292773e-14
Position 16755: 8.845246183503518e-14
Position 15105: 7.264534165510836e-14
Position 15513: 6.527919504228085e-14
Position 12661: 4.9330233652335473e-14
Position 15151: 4.911124029179841e-14
Position 15624: 3.6542506139070603e-14
Position 12362: 3.3692630331375115e-14
Position 14825: 3.205102709917278e-14
Position 12551: 2.910640108697897e-14
Position 14799: 2.78569548081338e-14
Position 14736: 2.5069157014097293e-14
Position 15456: 2.3662603267937485e-14
Position 15122: 1.8572512098047306e-14
Position 12289: 1.7889012727177023e-14
Position 15009: 1.7672702453521765e-14
Position 12852: 1.4108652472539732e-14
Position 14932: 1.3009728154517637e-14
Position 15254: 1.290083635452413e-14
Position 14861: 1.1547611188056687e-14
Position 15048: 1.1377231304535838e-14
Position 14971: 1.069249939870658e-14
Position 13243: 1.0053225194630186e-14
Position 12193: 6.748707108320612e-15
Position 332: 6.363951858656464e-15
Position 13573: 6.175452735294512e-15
Position 14625: 6.133245258067942e-15
Position 13082: 5.476629970345316e-15
Position 12130: 5.4757974776277864e-15
Position 12157: 4.658154238828813e-15
Position 12586: 4.200121636429685e-15
Position 12469: 3.417722731905549e-15
Position 12658: 3.0173175113389513e-15
Position 221: 2.2963559093396272e-15
Position 12307: 1.95369532699271e-15
Position 13518: 1.7255268637798448e-15
Position 12423: 1.6869139175410197e-15
Position 12373: 1.5733771465555091e-15
Position 265: 1.469045538391914e-15
Position 99: 1.3328043363951038e-15
Position 13161: 1.3264521666402271e-15
Position 12804: 1.127609735876889e-15
Position 12631: 6.796125709244888e-16
Position 12696: 6.681503372566979e-16
Position 12595: 4.4132565494388473e-16
Position 2397: 9.355285288180816e-17
Position 11835: 1.520364123096951e-17
Position 11805: 9.384594256606282e-18
Position 4039: 5.924462067283632e-19
