Gene = Ndfip
Position 1607: 0.00048083164149356994
Position 4745: 0.00042624738090555616
Position 763: 0.0003750015545301041
Position 4634: 0.0003267482626691024
Position 631: 0.00021892731727837707
Position 566: 0.00015412357388851588
Position 1493: 0.00014143676982218955
Position 981: 0.00011754287114153866
Position 668: 6.420555606597434e-05
Position 1174: 5.4772572190872276e-05
Position 2160: 3.8587765490764446e-05
Position 94: 5.599119648015691e-06
Position 156: 4.858800968610459e-06
Position 374: 3.3395359285672836e-06
Position 280: 3.209043398659909e-06
Position 277: 2.173135013583319e-06
Position 1369: 1.8596938086068239e-06
Position 110: 1.4557149386939718e-06
Position 409: 1.035910412866197e-06
Position 370: 9.60062225047659e-07
Position 182: 4.194708268310554e-07
Position 300: 1.5806372128738586e-07
Position 312: 1.553756106419328e-07
Position 427: 1.1182021065507687e-07
Position 381: 7.435887772814433e-08
Position 99: 4.387568434605769e-08
Position 456: 4.1287263488190846e-08
Position 223: 3.111144523206159e-08
Position 240: 3.040420440457378e-08
Position 288: 8.740263067840919e-09
Position 247: 8.207713806877029e-10
Position 68: 1.0743084052739496e-10
Position 242: 2.5504371792246444e-11
Position 225: 2.1885131847427739e-13
Position 317: 2.8777986116290607e-14
Position 326: 2.1175746017984464e-14
Position 227: 9.51143124784217e-15
