Gene = comm2
Position 850: 0.0021450597967771308
Position 1431: 0.0018868157853773328
Position 746: 0.0017299521731175868
Position 793: 0.00147272727016516
Position 264: 0.0010845805978785376
Position 1547: 0.0007517665317223839
Position 818: 0.0006709947391978717
Position 1598: 0.0006478394727209009
Position 410: 0.000568780673081553
Position 1330: 0.0005601828048803171
Position 2205: 0.0005214346909359251
Position 875: 0.0004712694618042681
Position 1418: 0.00045312622267183766
Position 1100: 0.0004481167702915888
Position 1145: 0.00040356750619792697
Position 362: 0.0003721972520754837
Position 445: 0.0002503377558782116
Position 1806: 0.0002475184303459979
Position 374: 0.00022029203671456715
Position 2134: 0.00021896249761422978
Position 493: 0.00020585306783102615
Position 346: 0.00017385713193388073
Position 1437: 0.00016447363237827005
Position 166: 0.00014493956792087343
Position 989: 0.000143586990356792
Position 343: 0.0001339382763405093
Position 1682: 0.00011164316496621577
Position 929: 0.00010548188118892408
Position 1722: 0.00010176548996950807
Position 1864: 0.00010031347722026546
Position 101: 8.441500124368542e-05
Position 1259: 8.016238031695316e-05
Position 1595: 7.976572049961503e-05
Position 2069: 7.527341802603133e-05
Position 2043: 7.304289762092316e-05
Position 1507: 6.872978069892695e-05
Position 1885: 6.849536446723069e-05
Position 893: 6.70778078522724e-05
Position 1122: 6.596662528064971e-05
Position 2088: 5.9197564871278295e-05
Position 806: 5.819122108123187e-05
Position 1350: 5.7342242299370794e-05
Position 1998: 5.6831117514111e-05
Position 626: 5.5854046355093765e-05
Position 1491: 5.2535327002165435e-05
Position 496: 5.232371959128776e-05
Position 269: 5.066066346950459e-05
Position 1933: 3.9372009497161726e-05
Position 98: 3.902433829709763e-05
Position 896: 3.709917253759717e-05
Position 750: 3.699704695226244e-05
Position 1644: 2.5721998230876e-05
Position 1282: 1.9762858493632664e-05
Position 1653: 1.9547961630806608e-05
Position 999: 1.912749466136646e-05
Position 194: 1.7161171086948727e-05
Position 1252: 1.6043123289851553e-05
Position 1466: 1.4291190559870034e-05
Position 283: 1.3579756173027113e-05
Position 2188: 1.2983254144907826e-05
Position 713: 1.1620994993579811e-05
Position 548: 7.89540104891941e-06
Position 1232: 7.867856784761066e-06
Position 2215: 6.476874079233608e-06
Position 289: 6.160173244025649e-06
Position 303: 5.680197506147114e-06
Position 499: 5.469522912751476e-06
Position 1731: 4.7438671755998624e-06
Position 1075: 4.541454454490909e-06
Position 1004: 4.378730763829909e-06
Position 1248: 4.3225684737033594e-06
Position 449: 4.12427720533376e-06
Position 424: 4.091975391066155e-06
Position 1032: 4.053673075467339e-06
Position 83: 3.2364546705026115e-06
Position 182: 2.851776552356862e-06
Position 382: 2.2396228634980174e-06
Position 371: 2.181999862250644e-06
Position 49: 1.879134809610713e-06
Position 292: 1.5444912412690571e-06
Position 132: 1.5168701313443308e-06
Position 420: 1.5141893064874401e-06
Position 272: 1.1117286890956132e-06
Position 129: 6.175761264278044e-07
Position 518: 5.912075501839964e-07
Position 150: 4.037919499890937e-07
Position 1734: 3.541820186561364e-08
Position 64: 4.590322748002472e-09
Position 509: 1.1094250678123398e-09
Position 515: 8.513690619107334e-10
Position 152: 8.159306424950805e-10
Position 107: 4.3291943842048784e-10
Position 140: 7.004698520776775e-11
Position 58: 4.044837970207192e-14
Position 77: 3.758796371270974e-14
Position 134: 6.9925942504206564e-15
