Gene = MYPT-75D
Position 37632: 5.169899702924574e-05
Position 37930: 2.996239946154538e-05
Position 37888: 2.676176952476515e-05
Position 37927: 2.3781959916889853e-05
Position 37908: 1.81307791760337e-05
Position 38517: 1.722411444843539e-05
Position 37959: 1.3187742509025357e-05
Position 38108: 1.274990227833766e-05
Position 38092: 1.1870033650438596e-05
Position 39125: 4.239053674626597e-06
Position 37765: 4.134153676285565e-06
Position 38866: 3.327535259622676e-06
Position 38375: 3.2834033627894914e-06
Position 38852: 1.7179630480700281e-06
Position 38887: 1.247598155666224e-06
Position 38972: 1.2164581997287336e-06
Position 38138: 2.7744524651719705e-07
Position 37748: 1.37840983852275e-07
Position 38029: 9.042710449667971e-08
Position 37726: 8.225100475261354e-08
Position 37751: 7.107443700528414e-08
Position 38590: 2.711082193498921e-08
Position 38809: 9.955710423769965e-09
Position 38885: 2.6968503509258194e-09
Position 38559: 4.201926224389054e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 35397: 1.0000000000000018
Position 37719: 0.9967322022716183
Position 36664: 0.9514778324605305
Position 37532: 0.9430635987668186
Position 40056: 0.6468645617738497
Position 38364: 0.6016562288627684
Position 38922: 0.5835037671608118
Position 38180: 0.5148934896981888
Position 37542: 0.04702341127722852
Position 39383: 0.042267400652370314
Position 36207: 0.030209613643767418
Position 40020: 0.029183980242999442
Position 39428: 0.029070639606282814
Position 41079: 0.02782835525122228
Position 40059: 0.025231661892953002
Position 39415: 0.02081510629867737
Position 41082: 0.012444972787448017
Position 36139: 0.010911665524808073
Position 38951: 0.00954213203070168
Position 39435: 0.00869235707759908
Position 40847: 0.008178746829746744
Position 38939: 0.007186416158269847
Position 39738: 0.006869011904221914
Position 38419: 0.006239694624091506
Position 38192: 0.005911315961242296
Position 39996: 0.004977890937025799
Position 40742: 0.004874139979739929
Position 40880: 0.00364873814610577
Position 37986: 0.0033191776447108624
Position 37725: 0.0030373731680400935
Position 40488: 0.0025540427791079174
Position 37589: 0.0023121470820443766
Position 37444: 0.002281954778600513
Position 40522: 0.002194183715645056
Position 38221: 0.0021939262441968404
Position 38205: 0.001832425771519631
Position 37574: 0.0018142818461940068
Position 39830: 0.001691272066409399
Position 38101: 0.0015113412880281415
Position 40713: 0.0015051056458386112
Position 37930: 0.0014896657432187641
Position 40607: 0.001061262179845509
Position 40397: 0.0010356282551417884
Position 37919: 0.0009572764923954561
Position 38388: 0.0009192695830978452
Position 38047: 0.0008869847885443388
Position 37933: 0.0008310988545948943
Position 39764: 0.0008193855386618317
Position 41117: 0.0006567780340031121
Position 40023: 0.0006171261477597751
Position 39154: 0.000555763684186038
Position 39103: 0.0005035376611436793
Position 38770: 0.00028091258488246795
Position 38375: 0.0002742962767952753
Position 38084: 0.0002291860120182542
Position 39193: 0.00018369555629485114
Position 38452: 0.00016356187895080507
Position 39329: 0.00014682164743014362
Position 39776: 0.00012721206164924813
Position 37994: 0.00011713391635403972
Position 37846: 9.123072909813234e-05
Position 39536: 6.993432524923752e-05
Position 38057: 6.33791656255775e-05
Position 38027: 6.257456738906088e-05
Position 38985: 4.145270088301344e-05
Position 38705: 3.011635958116808e-05
Position 37936: 3.0005075686650877e-05
Position 38124: 2.7644882773753495e-05
Position 38590: 2.7635460654193626e-05
Position 37939: 1.733560393718789e-05
Position 38227: 1.6985393216727067e-05
Position 38062: 1.474052448200843e-05
Position 37956: 1.4416219470975668e-05
Position 38845: 1.3783329106089852e-05
Position 39247: 1.0373329369680874e-05
Position 38559: 8.862699760942903e-06
Position 38209: 8.373066333418763e-06
Position 39259: 7.445730977508569e-06
Position 38458: 7.429072072918669e-06
Position 39215: 6.103669693982e-06
Position 38711: 4.9341464975475944e-06
Position 38542: 4.429501669171879e-06
Position 38806: 4.312475241616453e-06
Position 37776: 4.304805243246331e-06
Position 38366: 3.8987352257945e-06
Position 38108: 3.635342266211583e-06
Position 38492: 2.5915835560192983e-06
Position 38815: 2.5729696897754453e-06
Position 37964: 1.580244404467607e-06
Position 39182: 1.2467063714520642e-06
Position 37968: 1.177215697855765e-06
Position 38287: 1.1547434395434335e-06
Position 37734: 9.749228386813965e-07
Position 37746: 5.184787707755272e-07
Position 38236: 4.0776363528347937e-07
Position 39018: 3.6805428223943005e-07
Position 39107: 1.9445571603099618e-08
Position 38988: 8.63039696931595e-10
