Gene = cmb
Position 4343: 0.0024905497279125335
Position 644: 0.0024709538721262854
Position 6008: 0.001989385252583947
Position 4131: 0.001949348515395603
Position 291: 0.001725780023286811
Position 618: 0.0016873862110209493
Position 6492: 0.0016410554768525136
Position 741: 0.0016105728748569401
Position 935: 0.0016018888713087577
Position 5268: 0.0015960928574808215
Position 444: 0.0015710040279102104
Position 3436: 0.0013862923325760055
Position 316: 0.001374309177230235
Position 4382: 0.001218891816160929
Position 3780: 0.0011465582094495755
Position 3567: 0.0011435307801790627
Position 4608: 0.0011380521916663055
Position 4779: 0.0011079697057670712
Position 2439: 0.0010809129912207201
Position 5968: 0.0009455465254375766
Position 3623: 0.0007999949885656288
Position 4880: 0.0007609277901486809
Position 4161: 0.0007356484876341098
Position 3811: 0.0006912013474841715
Position 762: 0.0006506373236721321
Position 6302: 0.000637287242602167
Position 4090: 0.0005924968925570242
Position 6265: 0.0005899091127735658
Position 6091: 0.0005810053870081407
Position 2910: 0.0005727353807347544
Position 4589: 0.000571240516386857
Position 2400: 0.000538851509159042
Position 3455: 0.0005301573815594121
Position 516: 0.0005244653099385551
Position 1803: 0.0005222997833598333
Position 142: 0.0004981017967074058
Position 3915: 0.0004743548260535467
Position 6283: 0.00046777258360518683
Position 4743: 0.0004628572797723029
Position 1039: 0.0004328937096480355
Position 2563: 0.00042910790393232024
Position 6277: 0.00041199419115132215
Position 1660: 0.0003854573112632705
Position 4916: 0.00037389339474573375
Position 3075: 0.00035422900222311336
Position 2880: 0.0003540688170421205
Position 6178: 0.0003416815989753166
Position 3734: 0.00033228067628701533
Position 3236: 0.000332270264941057
Position 83: 0.00031223796289084045
Position 2319: 0.0002813479634465256
Position 5278: 0.00026908601273702317
Position 2376: 0.00026297856171369094
Position 1253: 0.0002448579323816433
Position 5132: 0.00024400781138383517
Position 3984: 0.00023583216096395638
Position 956: 0.00022285575490004012
Position 1175: 0.00021338009277230939
Position 1250: 0.000213208806657125
Position 4560: 0.0002062858451569819
Position 3987: 0.00019888510214023284
Position 4412: 0.00018978222385620023
Position 439: 0.00018932212200051466
Position 1439: 0.0001864730392362242
Position 990: 0.00017574745370005975
Position 785: 0.00016589105535644657
Position 5870: 0.00016578054384810314
Position 4085: 0.00015979533633465217
Position 1182: 0.00015579713496462197
Position 3452: 0.000155190642620725
Position 1318: 0.0001514025779101655
Position 5055: 0.00013845446227581714
Position 319: 0.000120867684291076
Position 1111: 0.0001204644836133434
Position 1315: 0.00011679056578309085
Position 1400: 0.00011445687492981426
Position 4352: 0.00011391190687981479
Position 4289: 0.00010537879525325925
Position 2546: 9.67721495787884e-05
Position 6040: 9.610330605295857e-05
Position 3941: 8.924921068989549e-05
Position 1105: 8.722479908554273e-05
Position 3936: 8.263897329181978e-05
Position 3251: 7.632345191595836e-05
Position 801: 7.428623472737712e-05
Position 2783: 7.269876001663964e-05
Position 2739: 6.721710175721492e-05
Position 3492: 6.475781410718481e-05
Position 1814: 6.176416557788493e-05
Position 2370: 6.0149516909356914e-05
Position 531: 5.969064256713872e-05
Position 2522: 5.37077295902019e-05
Position 5860: 4.953454817950784e-05
Position 3650: 3.873525283515502e-05
Position 3289: 3.441720501510426e-05
Position 254: 3.2010300808756607e-05
Position 773: 3.0512869969934313e-05
Position 2169: 2.8154132287705365e-05
Position 528: 2.652267210297873e-05
Position 807: 2.506643882704618e-05
Position 177: 2.483512908654291e-05
Position 3677: 2.438540964217793e-05
Position 6571: 2.3485878165487745e-05
Position 577: 2.2466058093128277e-05
Position 3788: 2.0416910161259523e-05
Position 1034: 2.0166067375437745e-05
Position 6601: 1.9671574002145066e-05
Position 3632: 1.906230662836557e-05
Position 759: 1.7954796035137975e-05
Position 1114: 1.4188858931688894e-05
Position 1027: 1.3600803694379116e-05
Position 6544: 1.1861509106227372e-05
Position 1312: 1.1829376576852138e-05
Position 273: 1.1457017814796857e-05
Position 2817: 1.1353358812668936e-05
Position 1162: 8.831953319621805e-06
Position 1046: 8.783541461755432e-06
Position 1156: 7.28111427077047e-06
Position 1187: 6.874793746348793e-06
Position 582: 6.565398474746267e-06
Position 777: 6.471871045938803e-06
Position 1464: 5.968263447523932e-06
Position 1117: 5.4356252902351805e-06
Position 1686: 3.4710993594768694e-06
Position 1445: 3.4520385914266777e-06
Position 158: 3.358585764568637e-06
Position 2786: 2.7335775202416705e-06
Position 721: 2.6641682328265735e-06
Position 2940: 2.599634203934218e-06
Position 1850: 2.595538609540454e-06
Position 810: 2.4166440803845162e-06
Position 1149: 2.0719931911836255e-06
Position 2403: 1.9772939764580854e-06
Position 168: 1.3722720136357283e-06
Position 189: 9.939032962913705e-07
Position 322: 9.829215669401088e-07
Position 859: 8.623335810520558e-07
Position 907: 7.229448957637957e-07
Position 452: 6.229752714003948e-07
Position 579: 4.4994704894900297e-07
Position 1889: 3.354301158381155e-07
Position 361: 3.1004627999786225e-07
Position 146: 2.4604857651122973e-07
Position 1693: 2.2389602716811232e-07
Position 3869: 2.160958129512737e-07
Position 2154: 1.8417819816689863e-07
Position 828: 1.312694060654849e-07
Position 359: 1.0042862064337854e-07
Position 186: 9.95848111637072e-08
Position 403: 9.012394545617128e-08
Position 441: 9.008480443464801e-08
Position 1917: 5.4915406447605624e-08
Position 399: 5.034827869309295e-08
Position 1899: 2.9611563794368962e-08
Position 1950: 2.050122616644574e-08
Position 1869: 1.3073949508301506e-08
Position 370: 1.0688372406529692e-08
Position 61: 8.796125381700098e-09
Position 1748: 7.868322206428676e-09
Position 1736: 7.523074949859535e-09
Position 1866: 5.788682227329113e-09
Position 2049: 3.542313793714894e-09
Position 2181: 1.8954797030308548e-09
Position 66: 1.2429773231606247e-09
Position 376: 5.092099782701084e-10
Position 2046: 2.1257186439597158e-10
Position 63: 7.17580328766044e-13
Position 51: 5.936773046529326e-13
