Gene = Sh3beta
Position 700: 0.009119306461332117
Position 1804: 0.00892475015196916
Position 874: 0.0074218261968864675
Position 2050: 0.007280784645584693
Position 2914: 0.0070755659403279065
Position 93: 0.006540352240009701
Position 3883: 0.005270626275392936
Position 2061: 0.005075276520448777
Position 1073: 0.00421447484775235
Position 1839: 0.003417262344506208
Position 2447: 0.003349146599937747
Position 3849: 0.0029315205574877512
Position 84: 0.00286699188126375
Position 2597: 0.002787825769257563
Position 648: 0.0027825994894081184
Position 1126: 0.002651791930723241
Position 2075: 0.0026036855703815056
Position 4326: 0.002575353252638606
Position 947: 0.002493283990433346
Position 1874: 0.0017444607579370603
Position 2678: 0.0017364736405145148
Position 2878: 0.0016601291270993213
Position 2545: 0.0016541139198328894
Position 1590: 0.0015689554899261957
Position 3062: 0.0015225460165668755
Position 155: 0.0012543094374991499
Position 3312: 0.0009450406730242677
Position 1842: 0.0008405982513089933
Position 1974: 0.0007746840715505919
Position 1452: 0.0007589428524911485
Position 654: 0.0006373323827015993
Position 2586: 0.0005535616478886192
Position 4634: 0.0005063347662405006
Position 1536: 0.0004985297859605071
Position 1823: 0.0004930731615152496
Position 2626: 0.00048236402081516436
Position 1781: 0.0004650876884111513
Position 1152: 0.00042783482499401764
Position 2507: 0.00041437028296165715
Position 607: 0.0003991204128074303
Position 569: 0.00039761301129858886
Position 1316: 0.00032014324405624494
Position 1281: 0.0002014037109259766
Position 632: 0.00019575540472856852
Position 2277: 0.00015241562285647355
Position 467: 7.709816205070708e-05
Position 1561: 7.541864605790142e-05
Position 261: 7.28648906075275e-05
Position 1587: 7.150770699438985e-05
Position 2137: 5.703830988386037e-05
Position 584: 4.933529054831495e-05
Position 176: 3.682440251460287e-05
Position 616: 3.556833293766841e-05
Position 1593: 3.0122536500942953e-05
Position 736: 3.0004575413650683e-05
Position 1546: 2.964599811707537e-05
Position 194: 2.2658891704798788e-05
Position 202: 1.773780162358246e-05
Position 1284: 1.2581544786076992e-05
Position 470: 1.168748157128937e-05
Position 313: 7.1152617518023386e-06
Position 1293: 5.145001279365104e-06
Position 461: 2.7658682590951208e-06
Position 480: 2.527424667905325e-06
Position 338: 2.232196394393354e-06
Position 348: 1.3415319569616664e-06
Position 408: 1.1845482154545066e-06
Position 268: 9.89479827778473e-07
Position 258: 8.608397537175092e-07
Position 275: 5.988834201984027e-07
Position 1470: 3.612786353126145e-07
Position 547: 1.4216736485009516e-07
Position 306: 1.3162263064683268e-07
Position 367: 5.688280761958537e-08
Position 370: 4.379856892851235e-08
Position 223: 1.7073168765908316e-09
Position 214: 3.264287674009442e-10
Position 228: 1.7372257763358685e-10
Position 217: 1.683068078203912e-10
Position 265: 8.211852160329789e-11
Position 210: 1.4175863409710775e-11
