Gene = dsx-c73A
Position 6074: 0.011565542417085527
Position 28075: 0.009062895236773786
Position 1110: 0.008286630146725026
Position 5884: 0.008015184947676921
Position 28941: 0.007271700163378629
Position 1536: 0.00579074125197878
Position 646: 0.0052920354376046076
Position 28217: 0.00509552607963262
Position 1632: 0.005032208133242604
Position 28807: 0.0035782732026435012
Position 1556: 0.002531577285501113
Position 6101: 0.0023972747431943867
Position 783: 0.0023765086980154764
Position 5602: 0.0020344050358295095
Position 1134: 0.0017856665940499089
Position 5548: 0.0017570037953384009
Position 28994: 0.0017094409113099227
Position 6495: 0.0013525541097318778
Position 1265: 0.001299535376524642
Position 6517: 0.0010608134484019695
Position 621: 0.00097315670482139
Position 29115: 0.0009715964898364737
Position 28087: 0.0009425966613253549
Position 28099: 0.000741807031235374
Position 1427: 0.0006949215822468134
Position 29097: 0.0006732436393692484
Position 626: 0.0005990736522332397
Position 28999: 0.0005616013597350986
Position 2037: 0.000514755884274035
Position 1457: 0.00046429297656099905
Position 879: 0.0004167419152943533
Position 363: 0.00037931410215934664
Position 1149: 0.0003627466630437397
Position 27995: 0.000239017222177875
Position 2101: 0.00022110229103857292
Position 9248: 0.00021074729377518463
Position 5465: 0.00020513256244133083
Position 4298: 0.0001955502946414649
Position 28293: 0.00019201129298232066
Position 5429: 0.00018030115292650152
Position 7816: 0.00017039997364642743
Position 786: 0.00016197862069922044
Position 1744: 0.00014163901231479322
Position 4130: 0.00014047543125880315
Position 29138: 0.00013762875850990375
Position 28601: 0.00012663293803318303
Position 28619: 0.00011497511882866733
Position 2008: 0.00010991760308970908
Position 316: 0.0001093027671764311
Position 28118: 0.00010850179214732598
Position 28192: 0.00010615275372961448
Position 27881: 9.308361424928749e-05
Position 28112: 8.107041658634193e-05
Position 1872: 7.33281022941392e-05
Position 27992: 7.270929786755214e-05
Position 2112: 6.779866212507866e-05
Position 2392: 6.675659136889124e-05
Position 3760: 6.625202057633613e-05
Position 2175: 6.212988158168339e-05
Position 28240: 6.165134562252195e-05
Position 28040: 5.7570035079403527e-05
Position 7664: 5.506615114837172e-05
Position 1417: 4.871960181290172e-05
Position 305: 4.541627851371316e-05
Position 1895: 3.589868447805783e-05
Position 4843: 3.501253101141755e-05
Position 4818: 3.0190215051707698e-05
Position 3439: 2.6338671082001825e-05
Position 4040: 2.304468694132192e-05
Position 2433: 2.1934071213016048e-05
Position 173: 1.8053714793965786e-05
Position 1926: 1.451238965732809e-05
Position 5336: 1.3607920225517083e-05
Position 1195: 1.2349193490278453e-05
Position 3723: 9.810299298583238e-06
Position 3710: 8.351099908348708e-06
Position 623: 7.33035834530137e-06
Position 4012: 6.4855645544434795e-06
Position 923: 5.394891017128295e-06
Position 460: 4.836925912738395e-06
Position 3389: 4.4256375176169865e-06
Position 3945: 4.3529598768490195e-06
Position 1202: 4.207069696104319e-06
Position 219: 4.037685059446958e-06
Position 763: 3.8020052971627216e-06
Position 1956: 2.9500880140303863e-06
Position 1232: 2.3014687935504678e-06
Position 358: 2.2303393518517558e-06
Position 2041: 1.6838806334791153e-06
Position 27895: 1.388150327799839e-06
Position 3274: 1.1955342100813567e-06
Position 240: 1.1483294625550486e-06
Position 3461: 8.130270212250264e-07
Position 2668: 5.561828813643547e-07
Position 193: 5.250221578968643e-07
Position 1357: 4.537172972534447e-07
Position 947: 6.796652411087305e-08
Position 1384: 6.049251341585607e-08
Position 632: 4.6823337604074814e-08
Position 980: 3.4191049839482036e-08
Position 713: 3.169718847342575e-08
Position 821: 1.928831454385572e-08
Position 754: 1.927128500649754e-08
Position 733: 1.873238953976149e-08
Position 489: 1.829528631075892e-08
Position 905: 1.6407524571855813e-08
Position 1944: 1.4967404475047563e-08
Position 2053: 1.4731879337918851e-08
Position 1879: 1.39298001075514e-08
Position 730: 1.2560890104805634e-08
Position 899: 1.2122567819361044e-08
Position 599: 1.1965655200267362e-08
Position 151: 1.1816947350406314e-08
Position 250: 1.1217727029345745e-08
Position 566: 1.0676250178162211e-08
Position 233: 7.74644485715028e-09
Position 667: 7.390052622515273e-09
Position 228: 7.00478458437343e-09
Position 167: 3.902652470757512e-09
Position 370: 2.9628692659925465e-09
Position 67: 2.7479317265831527e-09
Position 247: 1.2440807148425541e-09
Position 244: 1.18759006534608e-09
Position 63: 6.478216917270638e-10
Position 133: 3.8550678672187146e-10
