Gene = bib
Position 7814: 0.0001515713496528151
Position 769: 0.00015068431833183482
Position 7982: 0.00014556717765793625
Position 9204: 0.0001443412215848167
Position 10596: 0.00014067147610373422
Position 2031: 0.00012999754968481733
Position 1062: 0.0001248735449932876
Position 1681: 0.0001226924634072379
Position 2054: 0.00012177826529874453
Position 1873: 0.00011804786640163585
Position 3652: 0.00011785913618177855
Position 2900: 0.00011363537351094597
Position 8693: 0.00010814522178241404
Position 2922: 0.00010315163083703047
Position 9020: 0.00010034400464312208
Position 2885: 9.780851151716946e-05
Position 191: 9.661673981523007e-05
Position 4002: 9.13874972154118e-05
Position 2177: 8.685155422144098e-05
Position 8699: 8.535814493183218e-05
Position 4450: 8.501758504140749e-05
Position 2658: 8.244104641722149e-05
Position 2554: 7.3080872217296e-05
Position 2227: 6.74075507453492e-05
Position 3661: 6.494870415842886e-05
Position 2815: 6.45740874392589e-05
Position 1013: 6.369915587484095e-05
Position 1852: 6.183355443819482e-05
Position 7690: 5.8990787034538015e-05
Position 33: 5.893307937459742e-05
Position 2503: 5.80950440468806e-05
Position 3525: 5.412795096989096e-05
Position 506: 4.6908149361152324e-05
Position 7734: 4.6695979253578514e-05
Position 5606: 4.5068679130749944e-05
Position 3625: 4.296666593084855e-05
Position 5558: 4.043022900863851e-05
Position 83: 3.669297948107679e-05
Position 4945: 3.253528226644961e-05
Position 3823: 3.1350641107771305e-05
Position 3947: 3.0749523188470005e-05
Position 3690: 2.7465832331346554e-05
Position 172: 2.3325226109990138e-05
Position 2315: 2.2655617049423038e-05
Position 1508: 2.02153190819637e-05
Position 2609: 2.0033592476514538e-05
Position 185: 1.8251675437865183e-05
Position 1468: 1.678996860306765e-05
Position 2865: 1.654579336052754e-05
Position 67: 1.6470040207223147e-05
Position 2827: 1.3712053994711283e-05
Position 1568: 1.2315020598063518e-05
Position 2399: 1.1220937859044861e-05
Position 170: 1.0643840654400202e-05
Position 3443: 9.456568969647056e-06
Position 3366: 8.859255321983444e-06
Position 2234: 8.406662716165554e-06
Position 493: 8.324371709463658e-06
Position 139: 7.2376475696891105e-06
Position 1055: 6.313554810277037e-06
Position 2217: 5.177178684633987e-06
Position 245: 4.485014650498336e-06
Position 3454: 4.1761628251373626e-06
Position 3095: 3.878000304219695e-06
Position 1219: 3.5233329531973678e-06
Position 2926: 3.441225452962343e-06
Position 7789: 2.92051012543118e-06
Position 4090: 2.2796627382832373e-06
Position 8060: 2.268786271000473e-06
Position 3261: 1.6500576342049796e-06
Position 8088: 1.6207856180526176e-06
Position 3087: 1.5557370035469417e-06
Position 1133: 1.5355916484553505e-06
Position 272: 1.455131176190578e-06
Position 3029: 1.4519616173399942e-06
Position 243: 1.4395920868182832e-06
Position 7986: 1.284085068291528e-06
Position 3378: 1.2587717666583943e-06
Position 7963: 1.1752655480672093e-06
Position 4084: 1.0450758879429525e-06
Position 3137: 8.275214407410901e-07
Position 158: 7.248920255343295e-07
Position 1120: 6.740870561379444e-07
Position 298: 6.167144638919235e-07
Position 183: 5.357564936131862e-07
Position 289: 4.812662012069226e-07
Position 318: 3.8569041660828097e-07
Position 3540: 3.26946171360509e-07
Position 3814: 2.5768182942306583e-07
Position 362: 1.6972860987733844e-07
Position 69: 9.402778942668218e-08
Position 830: 5.996751774491903e-08
Position 899: 3.596348556772946e-08
Position 1008: 2.7495421208294492e-08
Position 670: 2.4906398900325176e-08
Position 238: 1.958859579864684e-08
Position 854: 1.9551289979725992e-08
Position 329: 1.0826787846143084e-08
Position 557: 7.86670749492181e-09
Position 926: 7.0774298939740455e-09
Position 422: 3.994113279157982e-09
Position 586: 5.884806184813394e-10
Position 960: 5.590903335695143e-10
Position 411: 4.743734715945396e-10
Position 626: 2.956108489989123e-11
Position 2211: 4.9824399950062354e-12
Position 3122: 4.228006172055055e-12
Position 3106: 3.004484461072076e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7609: 0.9846126258395356
Position 2143: 0.9645700306322285
Position 2955: 0.9262586986630665
Position 8621: 0.7580384488530327
Position 9308: 0.2205980276410082
Position 6961: 0.17679979584255962
Position 3504: 0.08667541737787152
Position 7863: 0.03590494162443219
Position 2807: 0.0358193121358923
Position 10827: 0.035159425246508336
Position 3747: 0.025092438561586907
Position 8446: 0.022816736152194345
Position 7005: 0.01794453440796636
Position 7876: 0.013807260817543259
Position 8403: 0.01322074749423834
Position 1164: 0.011197927622734583
Position 1202: 0.010734498462916225
Position 7631: 0.010680971089795686
Position 2054: 0.01023781235681605
Position 3415: 0.009928051179545002
Position 2997: 0.009727675999205248
Position 10500: 0.008881493543157513
Position 8580: 0.007951652904776962
Position 4183: 0.006520019350918478
Position 10805: 0.0064696090894214
Position 7999: 0.006210604157316082
Position 3323: 0.0056139297255396155
Position 9803: 0.004946009765848082
Position 5933: 0.004303742564733575
Position 6224: 0.0037999716921987437
Position 7905: 0.0035722847457335975
Position 5722: 0.0031169121085679323
Position 170: 0.002901910640823941
Position 2658: 0.002611427159637155
Position 3548: 0.0024584303504343393
Position 3149: 0.002403395851291869
Position 2862: 0.0021710541258980706
Position 719: 0.0021688502648377263
Position 2490: 0.0021138478731684805
Position 1951: 0.0019175822580522611
Position 2084: 0.0014659221780293822
Position 3536: 0.0014313496683692037
Position 9195: 0.0013782644292051434
Position 8483: 0.0013546225983879984
Position 10700: 0.001296284249351166
Position 10743: 0.0012587733934255666
Position 8552: 0.0012135497817037017
Position 1655: 0.001134163139272491
Position 2865: 0.001120767139197978
Position 8509: 0.001062713298781888
Position 7883: 0.0010456807517642598
Position 9767: 0.0010360383178292928
Position 2913: 0.0010222281945387907
Position 275: 0.0009648174018438131
Position 6662: 0.0009032103935872943
Position 3436: 0.0008728961253649156
Position 9215: 0.0008692583955369088
Position 680: 0.0008356249985560093
Position 3303: 0.0008272604156908993
Position 2637: 0.0008138507893326729
Position 830: 0.0007986755110812432
Position 3472: 0.0007753826838978439
Position 7643: 0.0007712495283100423
Position 3214: 0.0007679501992583094
Position 5884: 0.0007590509473178706
Position 1710: 0.0007239412401921578
Position 3196: 0.0006852234154523674
Position 4079: 0.000647225886899894
Position 3345: 0.000602383048036357
Position 931: 0.0005863339196268767
Position 3598: 0.0005618864303251397
Position 8359: 0.0005552713881012348
Position 615: 0.0005375819014622807
Position 2827: 0.000537306828741885
Position 6272: 0.0005367711840351417
Position 2155: 0.0005277384475193444
Position 6726: 0.0005174663254927038
Position 9885: 0.0004853546703828002
Position 6352: 0.00047394181280882716
Position 1674: 0.00045917409173834697
Position 3251: 0.000456599243460145
Position 8683: 0.00045159547842532426
Position 1702: 0.0004488642134407622
Position 2523: 0.00044553060305084225
Position 8039: 0.000442855697291903
Position 6457: 0.0004362488388391733
Position 2353: 0.0004278730059596392
Position 3865: 0.0004022075940437461
Position 5781: 0.0003871917623788554
Position 6920: 0.00037891375752348966
Position 8498: 0.00036916862523187085
Position 10877: 0.00035497904245098907
Position 2442: 0.00035178327238117083
Position 1755: 0.0003269298366584339
Position 9121: 0.0003268562453458733
Position 10207: 0.00032344680122433186
Position 3153: 0.0003075104847816838
Position 9118: 0.00030722230444234385
Position 272: 0.0003017280867842617
Position 2420: 0.00030018915226443914
Position 10791: 0.00028189646685876173
Position 4300: 0.0002769525449206436
Position 2686: 0.0002688875992712536
Position 9047: 0.0002592083153744576
Position 5959: 0.0002500243615318553
Position 3125: 0.00024968328632035284
Position 3811: 0.0002492949048188871
Position 8825: 0.00023432883156247842
Position 883: 0.00023104152571304525
Position 1260: 0.00022889324326702434
Position 7798: 0.00022607675869339323
Position 2935: 0.00022557675777633963
Position 3261: 0.00022214692515074589
Position 6039: 0.0002157232989537115
Position 3963: 0.00021434869085987492
Position 985: 0.0002099405685834057
Position 8115: 0.00019970775424493008
Position 9329: 0.00018335140948500222
Position 3374: 0.00017440996616700067
Position 9239: 0.00016707168209551971
Position 4140: 0.00016206071685498407
Position 8809: 0.00014887552391112913
Position 8640: 0.0001480363074123904
Position 8513: 0.00012813385468668202
Position 4356: 0.00012016000491658174
Position 4047: 0.00011737527952472855
Position 7660: 0.00011186362775079817
Position 1270: 0.00010875128593578428
Position 9242: 0.00010847070100855942
Position 3592: 0.00010115607321818296
Position 1995: 0.0001002574944354015
Position 1878: 9.124227164001073e-05
Position 3646: 8.773789584927462e-05
Position 4716: 8.309331210111248e-05
Position 3695: 8.238232052115199e-05
Position 8250: 7.90790070315329e-05
Position 4157: 7.738101265765801e-05
Position 662: 6.970324564167171e-05
Position 1735: 6.882288467568019e-05
Position 766: 6.553593970595169e-05
Position 2159: 6.377344090795166e-05
Position 2487: 6.194115250555777e-05
Position 1979: 6.002897679195178e-05
Position 3685: 5.968482562262184e-05
Position 441: 5.893411574935579e-05
Position 1777: 5.8845579655910026e-05
Position 3823: 5.846622381783646e-05
Position 298: 5.6761993650522744e-05
Position 1313: 4.931822347119175e-05
Position 7269: 4.514393930313593e-05
Position 4145: 4.3435885410636566e-05
Position 318: 4.081695382845905e-05
Position 2673: 4.071602370346953e-05
Position 1621: 3.453688950366478e-05
Position 1036: 3.413603277393412e-05
Position 7754: 3.301905398149555e-05
Position 1340: 3.266970814591058e-05
Position 8304: 3.175915121801593e-05
Position 196: 3.0827124070890255e-05
Position 350: 2.9073197043814216e-05
Position 974: 2.6961398339146195e-05
Position 451: 2.6432122963633403e-05
Position 839: 2.6148934790215647e-05
Position 1881: 2.5970285072630016e-05
Position 726: 2.442403881289886e-05
Position 1563: 2.3799149732982412e-05
Position 691: 2.0815463600649616e-05
Position 1410: 1.974130320707186e-05
Position 223: 1.9693426176200557e-05
Position 191: 1.8565992118184762e-05
Position 1768: 1.8191739437349966e-05
Position 1907: 1.7232007280405994e-05
Position 1788: 1.6997819687709892e-05
Position 1551: 1.6814222003262502e-05
Position 2367: 1.642804652883676e-05
Position 1508: 1.2067729277151248e-05
Position 1417: 1.1851844446609734e-05
Position 1589: 1.1628139360039175e-05
Position 1721: 1.052454345686992e-05
Position 2926: 9.231110566574676e-06
Position 854: 7.6162120239518864e-06
Position 2667: 7.58141331455064e-06
Position 2729: 7.562098659688565e-06
Position 1223: 7.358370420042288e-06
Position 2554: 6.287618343798836e-06
Position 3578: 5.4078571195640015e-06
Position 208: 4.798056637127252e-06
Position 1245: 4.765516804059282e-06
Position 1354: 4.434949761998737e-06
Position 132: 4.338327853680712e-06
Position 376: 4.253038301526586e-06
Position 1518: 4.007108864283237e-06
Position 1285: 3.607525709381418e-06
Position 3189: 3.482027394964436e-06
Position 3515: 3.3699569734719236e-06
Position 1387: 3.117067087824383e-06
Position 340: 3.033587317613652e-06
Position 1902: 3.0204583675642798e-06
Position 2446: 2.5814706908602246e-06
Position 3376: 2.484653661616104e-06
Position 89: 2.2376351553542645e-06
Position 83: 1.880228910187528e-06
Position 7890: 1.6955113678237094e-06
Position 385: 1.6613021834921925e-06
Position 1414: 1.3526602549553924e-06
Position 3482: 1.2881634615298872e-06
Position 1468: 1.0447371561852643e-06
Position 2708: 9.477244439159878e-07
Position 3522: 8.884706935714428e-07
Position 7308: 6.324370524215499e-07
Position 7089: 6.109273405380876e-07
Position 7206: 2.993678142074146e-07
Position 3704: 2.572605726515705e-07
Position 2693: 1.930190338119698e-07
Position 2675: 1.7421855489815557e-07
Position 6588: 1.7015618831320446e-07
Position 2700: 1.51647295655439e-07
Position 6711: 1.1041461249549652e-07
Position 939: 4.954162037873771e-08
Position 693: 2.7198147174340166e-08
Position 3664: 2.512210713207322e-08
Position 863: 2.437063651620592e-08
Position 3634: 1.9061052083091687e-08
Position 127: 1.0282770749033991e-08
Position 397: 8.610987240475459e-09
Position 5970: 2.1988963997933203e-09
Position 460: 1.9361736652387037e-09
Position 3106: 1.8921468028152978e-09
Position 472: 1.5892922731244287e-09
Position 677: 2.2909313006829197e-10
Position 95: 7.356916322995285e-11
Position 158: 5.7335136512022546e-11
Position 98: 3.5479053028205003e-11
Position 101: 2.2264291324482176e-11
Position 493: 1.9286475264394556e-11
Position 478: 2.473876824325359e-13
