Gene = fok
Position 862: 8.903353841221488e-06
Position 2116: 6.245181755170481e-06
Position 159: 5.168027753390356e-06
Position 1032: 5.061687172594922e-06
Position 1339: 4.312138824823501e-06
Position 2113: 4.273535811734414e-06
Position 543: 3.8683022492622294e-06
Position 1355: 2.2719766540101197e-06
Position 1210: 1.564324631143327e-06
Position 558: 2.171255997508123e-07
Position 198: 5.096251359868444e-08
Position 147: 4.146604149560132e-08
Position 731: 2.8708149003746664e-08
Position 229: 2.321582865551933e-08
Position 60: 2.1296418489003584e-08
Position 492: 1.513270563317673e-08
Position 181: 1.361465603793022e-08
Position 745: 6.741469839591289e-09
Position 518: 6.030677111163915e-09
Position 470: 3.6419228874206143e-09
Position 419: 3.60308596289796e-09
Position 525: 9.126452849925021e-10
Position 550: 8.579859676839683e-10
Position 481: 6.391556426602874e-10
Position 241: 1.5298451608813449e-12
