Gene = DOR
Position 12519: 0.005831854626726702
Position 390: 0.005457482659319127
Position 1929: 0.004933358583326035
Position 1070: 0.004722051847270744
Position 1280: 0.0041365636306454606
Position 4484: 0.003880824333746114
Position 11802: 0.0035595131312478466
Position 2014: 0.003513173680077184
Position 192: 0.0034790607734975472
Position 11256: 0.00339157113480298
Position 873: 0.00320605879871414
Position 287: 0.0027349935060222716
Position 13276: 0.0021427458023093003
Position 11601: 0.002045089775288205
Position 6850: 0.0019787076064878453
Position 1346: 0.0019526435495783286
Position 218: 0.0018314688662605541
Position 567: 0.0018169117010602652
Position 254: 0.0017363814448649645
Position 468: 0.0015729371099462808
Position 551: 0.0014044291842144154
Position 1932: 0.0013756036326959256
Position 5133: 0.0013281364178205728
Position 366: 0.0013051156318537047
Position 1206: 0.0012579706813462231
Position 12349: 0.001208034907997824
Position 2168: 0.0011927907864165582
Position 607: 0.0011400754848914056
Position 2718: 0.0011249900460618648
Position 9015: 0.0010858912688261363
Position 2230: 0.001082114952596348
Position 4095: 0.0010577446206320035
Position 515: 0.0010450062961422518
Position 13617: 0.0009770992935783705
Position 7233: 0.0008987906601139798
Position 438: 0.0008945255925437005
Position 12533: 0.0008613459071012108
Position 2572: 0.000853323141596394
Position 13172: 0.0008191060311049858
Position 13451: 0.0008165650045226676
Position 12579: 0.000800438697043666
Position 10691: 0.0007845961284687514
Position 2194: 0.0006722224848291717
Position 5270: 0.0006143431026899744
Position 7443: 0.0005671326818830663
Position 12576: 0.0005254421041239799
Position 5708: 0.0005134329682354418
Position 13646: 0.0005029205181969382
Position 510: 0.00047261798942176174
Position 6930: 0.0004714017254916135
Position 5344: 0.0004648669532834349
Position 1682: 0.00045508625251714397
Position 6168: 0.0004534154457253998
Position 11656: 0.0004491752194126074
Position 612: 0.00044877688001968946
Position 2609: 0.0004422057768887233
Position 185: 0.0004201436617728388
Position 11866: 0.00041196306929165206
Position 5338: 0.00038810337432894604
Position 146: 0.00034803588881039503
Position 1083: 0.00032662897543055906
Position 4506: 0.00032292741587556454
Position 136: 0.00031211121772376085
Position 1468: 0.00030207152021759817
Position 11623: 0.00029343452352401084
Position 12802: 0.0002908093898296376
Position 637: 0.0002890009338086474
Position 156: 0.0002729376408278066
Position 2642: 0.00027285062438061995
Position 13169: 0.0002709870131601914
Position 2083: 0.0002540255984018648
Position 13596: 0.0002534297936064484
Position 12425: 0.00024147611010122132
Position 13571: 0.00022921059108404633
Position 2262: 0.0002259321535221358
Position 4637: 0.00022234320888196108
Position 13431: 0.00020380384681051197
Position 11650: 0.00018822230814381107
Position 12319: 0.00016461574539629418
Position 231: 0.00015735178409910822
Position 882: 0.00014828618666967957
Position 11626: 0.00014254047858213405
Position 492: 0.00014000324110126163
Position 13138: 0.00011983595875938785
Position 843: 0.00011757914796579726
Position 2829: 0.00011389957571787172
Position 12567: 0.00011090545135320597
Position 1627: 9.796721743977741e-05
Position 143: 9.636182567536641e-05
Position 1611: 9.344948908450635e-05
Position 172: 9.176039189847643e-05
Position 403: 8.893919846506533e-05
Position 12798: 8.593789333274331e-05
Position 12834: 8.071024457173018e-05
Position 1895: 7.33296964672356e-05
Position 895: 7.254234591774779e-05
Position 11705: 6.911762723582584e-05
Position 12871: 6.778374137683775e-05
Position 9831: 5.4465741980240454e-05
Position 1311: 4.55891088921744e-05
Position 13235: 3.828595515977386e-05
Position 11785: 2.7898274549789908e-05
Position 13410: 2.7519022583412945e-05
Position 12668: 2.66411087206601e-05
Position 913: 2.591805298362321e-05
Position 2046: 2.054362056585931e-05
Position 931: 2.043150710471126e-05
Position 12808: 1.9285988466260184e-05
Position 13021: 1.708545834711121e-05
Position 12103: 1.4952022755118973e-05
Position 12945: 1.4950473785848391e-05
Position 717: 1.4187379441178569e-05
Position 1605: 1.3304290973357554e-05
Position 12907: 1.1366391352799416e-05
Position 11987: 1.0335822629368028e-05
Position 670: 8.554915584996899e-06
Position 12296: 7.434611943151876e-06
Position 12029: 6.9323311979641e-06
Position 1873: 5.7685624180364825e-06
Position 12823: 5.078870088493436e-06
Position 12091: 4.907950408376319e-06
Position 12684: 4.664340565071699e-06
Position 579: 3.74488315061273e-06
Position 479: 3.6505728465475117e-06
Position 122: 3.30665441012627e-06
Position 498: 3.147927570941872e-06
Position 12082: 2.8682798932912005e-06
Position 292: 2.523356315537751e-06
Position 11774: 2.2266511620046145e-06
Position 725: 9.075069798009078e-07
Position 12100: 8.098864339655177e-07
Position 1020: 7.85593455034231e-07
Position 816: 7.043357906234213e-07
Position 11846: 5.243004564520665e-07
Position 12820: 5.057642406608452e-07
Position 8994: 4.7650395267872014e-07
Position 9050: 4.5759069652812075e-07
Position 12856: 4.521033297968716e-07
Position 476: 4.393285068444424e-07
Position 12811: 3.541246908344621e-07
Position 2760: 3.4496518907451017e-07
Position 9047: 3.275050900305432e-07
Position 12844: 2.879437457400275e-07
Position 327: 2.5751073447513386e-07
Position 634: 2.303784555448717e-07
Position 12961: 1.8345395832402915e-07
Position 311: 9.03894502638177e-08
Position 617: 8.641046911157356e-08
Position 442: 8.375263325079347e-08
Position 12032: 2.9007309373545674e-08
Position 12146: 2.719596813977454e-08
Position 11699: 1.6703320246499472e-08
Position 11717: 1.6639297252575732e-08
Position 392: 1.6429151024751996e-08
Position 304: 1.405363665894859e-08
Position 974: 1.6402474195000498e-09
Position 245: 5.3917066182272575e-11
Position 160: 3.2115671298937584e-11
