Gene = chic
Position 2644: 0.00043342572723709463
Position 410: 0.00042162346783429657
Position 1828: 0.00041672035620026826
Position 4776: 0.0004146482563164065
Position 498: 0.00040837470390744007
Position 6147: 0.000389023212222832
Position 1334: 0.00030414591734734123
Position 188: 0.0002400385781932718
Position 742: 0.000230953093401174
Position 483: 0.00022441194767312196
Position 1778: 0.00020451505212906244
Position 4632: 0.00019395557514581243
Position 2290: 0.0001809641069905329
Position 6055: 0.00017248848087622162
Position 6197: 0.00014072963983955398
Position 330: 0.0001178771180403577
Position 2293: 0.00010774201002260197
Position 4563: 0.00010354562100988219
Position 4476: 0.00010095718538527851
Position 4524: 9.426609214597082e-05
Position 4283: 7.050181917172135e-05
Position 5027: 6.094626273629488e-05
Position 5271: 5.79726630816384e-05
Position 2255: 4.971875275221159e-05
Position 4606: 4.7846863409510624e-05
Position 4161: 4.4942712611789745e-05
Position 2129: 4.0116473724577734e-05
Position 4867: 3.696598175578735e-05
Position 542: 3.398444849843791e-05
Position 1844: 3.2181484748306215e-05
Position 4929: 3.196625831097018e-05
Position 350: 2.979792328156596e-05
Position 827: 2.3802045711207975e-05
Position 872: 2.332440252739745e-05
Position 5388: 2.0288740798361445e-05
Position 4743: 1.9838398872043236e-05
Position 314: 1.89585450495813e-05
Position 347: 1.3781984199228023e-05
Position 4050: 1.2128661930421882e-05
Position 4347: 1.181556421561503e-05
Position 4144: 1.1293394706551201e-05
Position 4480: 9.177867717060631e-06
Position 339: 8.298172547107007e-06
Position 4267: 7.459874401939502e-06
Position 4087: 7.237415444840554e-06
Position 344: 6.670285881702106e-06
Position 3850: 6.1852895656930644e-06
Position 101: 3.389459565543442e-06
Position 7378: 3.2267860536767834e-06
Position 4099: 2.2503602499317877e-06
Position 2265: 7.802377230050271e-07
Position 2074: 7.718060342662381e-07
Position 441: 7.219183118504979e-07
Position 3046: 6.280364161008364e-07
Position 2993: 5.48719420398913e-07
Position 1552: 5.129066774669166e-07
Position 2883: 3.305436542968356e-07
Position 817: 3.211477501015669e-07
Position 7441: 2.8456493157525406e-07
Position 4988: 1.8170611927198657e-07
Position 4528: 6.107105596036125e-08
Position 2568: 2.5058066841239324e-08
Position 3102: 2.183275751171626e-08
Position 2859: 7.799682567880143e-11
Position 55: 3.562579686970561e-15
