Gene = Fbw5
Position 556: 2.4165313829318112e-08
Position 654: 1.855275616166882e-08
Position 761: 1.7511936030667213e-08
Position 493: 1.4617739916337221e-08
Position 226: 1.3747319681167096e-08
Position 400: 1.0468939432531756e-08
Position 433: 8.326477075525067e-10
Position 87: 7.703220684645476e-18
Position 453: 6.4796285223198e-18
Position 250: 4.549797898645058e-18
Position 314: 4.266578547603949e-18
Position 342: 4.373577070658405e-19
