Gene = JhI-21
Position 1811: 7.423277854314815e-07
Position 3683: 7.24161508170085e-08
Position 3612: 3.8818364225867596e-08
Position 124: 3.7176680348697385e-08
Position 3519: 1.0193233735668174e-08
Position 3442: 9.232920417816615e-09
Position 3911: 8.342662691565033e-09
Position 3465: 5.705422018780273e-09
Position 3439: 5.191912515904823e-09
Position 2153: 4.639632472328515e-09
Position 3424: 1.6731245890540949e-09
Position 94: 1.5248325639335365e-09
Position 3827: 1.1557795331612644e-09
Position 3603: 8.207006972104737e-10
Position 116: 6.013891018498336e-10
Position 3517: 5.424472842545948e-10
Position 3564: 1.9808489357606745e-10
Position 3926: 1.3525034636581386e-10
Position 3396: 1.1378956757064933e-10
Position 3402: 8.128598243406585e-11
Position 3058: 5.263190180118761e-11
Position 3394: 2.7387563229651e-11
Position 3524: 1.5946963474615576e-12
Position 3153: 2.250165141111113e-15
Position 3526: 3.666181941739862e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3357: 0.9952283788070289
Position 1543: 0.9934915941481242
Position 3538: 0.9923947916803635
Position 1957: 0.991041573920569
Position 2953: 0.9646797977094511
Position 2117: 0.9637642422948758
Position 682: 0.6925069670123607
Position 2465: 0.0987078725930466
Position 735: 0.06140777217866316
Position 2515: 0.03827355378290539
Position 708: 0.03351497505888597
Position 2581: 0.019271691840145107
Position 465: 0.015603137317659553
Position 4029: 0.014870080453110819
Position 2152: 0.011710756342143042
Position 1165: 0.009295283508838225
Position 1008: 0.007002104528564831
Position 202: 0.006545047800924203
Position 3564: 0.005738782396314692
Position 4116: 0.005530404672066723
Position 1102: 0.005380751755142954
Position 3955: 0.004879194911858833
Position 780: 0.004320752584777382
Position 2720: 0.003904037402922151
Position 740: 0.0035183654437066928
Position 1828: 0.0030422018657412803
Position 2527: 0.002619866260485837
Position 248: 0.002433063322725452
Position 1179: 0.0023065921749423047
Position 2819: 0.002032513424863894
Position 445: 0.0017686384993949968
Position 2026: 0.001438452394435972
Position 2835: 0.0013757142792024364
Position 1046: 0.001370082783938815
Position 2600: 0.0012670617221037122
Position 3933: 0.0012047050301979083
Position 3843: 0.001170630520057456
Position 711: 0.0011557560685853904
Position 279: 0.0011268810178028717
Position 1058: 0.0011005818507314185
Position 3750: 0.0009049688473027418
Position 3230: 0.0008923610935419958
Position 4152: 0.0008713255050024741
Position 1082: 0.0007642696284673733
Position 4092: 0.0007429777883151695
Position 4041: 0.0006808389142400766
Position 2170: 0.0006076400342574376
Position 1018: 0.0005948839409625191
Position 4048: 0.0005600527747381795
Position 2469: 0.0005090943176648332
Position 3402: 0.0004971910233071528
Position 2894: 0.000495112323336667
Position 556: 0.0004520926585676047
Position 4207: 0.00044452210195555103
Position 469: 0.0004394104301512929
Position 1349: 0.00042791392764846253
Position 2979: 0.0003689973079943691
Position 251: 0.0003560315092642382
Position 2891: 0.000348551819869161
Position 3419: 0.00034350467159238485
Position 3341: 0.0003432651769509449
Position 3251: 0.0003403295864476123
Position 770: 0.0002771537879919501
Position 1036: 0.0002710788528912355
Position 327: 0.0002347832336470689
Position 2682: 0.00022913516025896617
Position 2624: 0.00022731491767072036
Position 1926: 0.00021166572312724833
Position 4268: 0.00020205487895364496
Position 3598: 0.0001947888831485549
Position 94: 0.00019103809757091915
Position 896: 0.00014139588838174043
Position 3713: 0.00013867465829736677
Position 1996: 0.000136674184418529
Position 61: 0.00013086879550631568
Position 3716: 0.0001228836808186624
Position 3858: 0.00012109757426639745
Position 2756: 0.00011766702057715514
Position 1069: 0.00011020699847776022
Position 1900: 0.00011004041611287392
Position 2660: 0.00010979649745252769
Position 1333: 0.00010643054501841254
Position 634: 9.167093299867765e-05
Position 1739: 8.953877228017909e-05
Position 1138: 6.523309046369756e-05
Position 841: 6.423296798014206e-05
Position 2750: 6.292395174943245e-05
Position 719: 4.4684982041994844e-05
Position 576: 4.347798937872398e-05
Position 3139: 4.270134792594811e-05
Position 3203: 4.10410775063355e-05
Position 395: 4.018895960407628e-05
Position 722: 3.503622548072664e-05
Position 1148: 3.45683553904429e-05
Position 261: 3.2811264395213224e-05
Position 725: 3.137445946687659e-05
Position 2191: 3.076557505493586e-05
Position 3439: 2.983268318280709e-05
Position 1487: 2.700132559019267e-05
Position 2868: 2.367506757272975e-05
Position 491: 2.197651709717682e-05
Position 3812: 2.09662846314802e-05
Position 859: 1.996705243535198e-05
Position 847: 1.9722031213618735e-05
Position 2165: 1.7931505868889277e-05
Position 1555: 1.6935079038653856e-05
Position 1882: 1.658017590785121e-05
Position 865: 1.511991404293112e-05
Position 3310: 1.358237525402499e-05
Position 642: 1.1599772267736466e-05
Position 563: 1.0999053722042325e-05
Position 2855: 1.0641095286841485e-05
Position 584: 9.745773107866126e-06
Position 1639: 8.801223627959222e-06
Position 844: 8.6978622320709e-06
Position 1230: 5.9632075097214315e-06
Position 1879: 4.378663799707561e-06
Position 107: 3.98742612787128e-06
Position 1244: 3.8559394294301144e-06
Position 516: 2.960957911790162e-06
Position 1602: 2.737909297987091e-06
Position 1414: 2.3413367005741194e-06
Position 399: 2.0834252612044804e-06
Position 1201: 1.3349527606676467e-06
Position 364: 1.2781180552131296e-06
Position 2374: 1.0756441388947187e-06
Position 1322: 1.056051982805237e-06
Position 1284: 1.0307276325972182e-06
Position 2248: 9.916347494152735e-07
Position 1186: 8.44596891600107e-07
Position 511: 8.07596779009382e-07
Position 2275: 7.820909286570296e-07
Position 1258: 5.912130238827825e-07
Position 2254: 4.769903695537482e-07
Position 379: 4.418533627448404e-07
Position 113: 3.575279784521699e-07
Position 2657: 2.8643517848842333e-07
Position 183: 9.213218674654001e-08
Position 2365: 3.6964673178957096e-08
Position 884: 3.589645826858242e-08
Position 3632: 2.510395600433668e-08
Position 3722: 9.090312170821192e-09
Position 169: 2.4767180471925295e-09
Position 269: 1.7001155070811565e-09
Position 140: 9.461542326494296e-11
