Gene = Ptip
Position 1601: 0.002213549782851895
Position 2040: 0.0019672672846422503
Position 7635: 0.0018971025853937009
Position 6668: 0.0018581980692972974
Position 26: 0.0018524586515230995
Position 4339: 0.0018473449603593271
Position 6671: 0.0017534084095171018
Position 178: 0.001746513129794333
Position 225: 0.0017408256224229932
Position 7887: 0.0015887744422133933
Position 542: 0.001386185636114776
Position 5804: 0.0012773704891478996
Position 6372: 0.0012710146491189712
Position 548: 0.0011916011400199319
Position 7992: 0.001048509002258802
Position 414: 0.0010246915042242705
Position 306: 0.0009995466706704285
Position 2930: 0.0009395289824891634
Position 6409: 0.0009298356800548157
Position 6537: 0.0009245694842495286
Position 6255: 0.0009197591639414797
Position 7200: 0.0008724214388602684
Position 416: 0.0008715236030131325
Position 5819: 0.0008562471449927168
Position 8360: 0.0008514611316330998
Position 43: 0.0008129751206776091
Position 7346: 0.0007911306125976233
Position 534: 0.0007818315490332894
Position 440: 0.0007547050891481976
Position 4198: 0.0007498855026992044
Position 3404: 0.000723671132862672
Position 8202: 0.0006883560903461578
Position 2234: 0.0006762732810394981
Position 6207: 0.0006652787014999874
Position 412: 0.0005555037599532655
Position 5560: 0.0005116560166816186
Position 8246: 0.0005101491981336623
Position 936: 0.0005078648485807114
Position 4891: 0.00044130463458799646
Position 7185: 0.0004277156489587301
Position 3720: 0.0003964843987708108
Position 1607: 0.0003947875714093321
Position 7712: 0.0003778423383434547
Position 426: 0.0003676038480803749
Position 556: 0.000354562701980642
Position 1086: 0.0003501956495248269
Position 560: 0.00034115547400070527
Position 566: 0.0002769992507163673
Position 7792: 0.0002694247138376036
Position 855: 0.0002291850342070696
Position 515: 0.00022777672074004562
Position 1671: 0.0002077213994366086
Position 8505: 0.0001743740463046432
Position 5710: 0.00016482517052169822
Position 436: 0.00016351940903931342
Position 653: 0.00016002711981132647
Position 6926: 0.0001567511869330495
Position 5164: 0.00015432868027034376
Position 5816: 0.00014841731754535226
Position 2165: 0.0001441562271654036
Position 7855: 0.0001390659359352108
Position 248: 0.00013438336372544851
Position 1207: 0.0001309689484882547
Position 2195: 0.0001290519490404383
Position 458: 0.00012819002556778742
Position 682: 0.0001280868725364754
Position 420: 0.0001262794326333949
Position 391: 0.0001251548192787305
Position 5477: 0.00012397153135968017
Position 254: 0.00010756363950389358
Position 7232: 0.0001072018215253463
Position 1531: 0.0001060535663123628
Position 378: 0.00010215402613753976
Position 6731: 0.00010115802055643514
Position 971: 9.541520546059168e-05
Position 693: 9.515619276867234e-05
Position 5060: 9.228320464331375e-05
Position 884: 8.746085067559737e-05
Position 434: 8.613352368489761e-05
Position 2387: 7.645752104907956e-05
Position 1081: 7.50733389762501e-05
Position 7365: 7.25228605619914e-05
Position 1040: 6.958571868216547e-05
Position 1580: 6.717179773434242e-05
Position 6971: 6.542493801496067e-05
Position 2114: 6.149863975432588e-05
Position 1657: 6.143292960489213e-05
Position 6840: 6.136405902687503e-05
Position 3507: 6.018916550959528e-05
Position 532: 5.640071177294602e-05
Position 2183: 4.864457568294063e-05
Position 6862: 4.68968208321043e-05
Position 8594: 4.402012255587753e-05
Position 5393: 4.386533347661278e-05
Position 2484: 4.327983043952166e-05
Position 593: 4.267935263078114e-05
Position 3723: 4.224767618708536e-05
Position 257: 3.2812524269327296e-05
Position 6806: 2.9538739772942903e-05
Position 540: 2.7447064706971176e-05
Position 328: 2.4607046183468972e-05
Position 67: 2.2808585866641353e-05
Position 2096: 2.233049265583635e-05
Position 8654: 2.0886918436264002e-05
Position 444: 1.874725052064074e-05
Position 4220: 1.591505440157764e-05
Position 129: 1.4850797038744002e-05
Position 4081: 1.280554890546357e-05
Position 424: 9.985419342477326e-06
Position 587: 8.965177119226207e-06
Position 4072: 7.973475095879079e-06
Position 698: 7.45203441965369e-06
Position 3788: 6.73119653132129e-06
Position 6877: 6.292429326991228e-06
Position 3878: 6.275293983497866e-06
Position 7230: 6.249865537494187e-06
Position 546: 5.650213681498578e-06
Position 7251: 2.5428512812278222e-06
Position 7152: 2.278703183585445e-06
Position 119: 1.827234381578553e-06
Position 5170: 1.2911888418580284e-06
Position 418: 1.0919215635214098e-06
Position 7662: 9.208801992649559e-07
Position 1008: 8.932839427364749e-07
Position 989: 7.260588786731937e-07
Position 88: 6.8933490483319e-07
Position 7146: 6.220194751284784e-07
Position 83: 5.248871338758611e-07
Position 7871: 4.6411125911540046e-07
Position 7937: 4.272520438143773e-07
Position 7915: 3.625239603846344e-07
Position 7640: 2.918969968547852e-07
Position 385: 2.03200075157997e-07
Position 8040: 1.5720555017837187e-07
Position 7632: 1.1649891039006182e-07
Position 7362: 1.1410102692137302e-07
Position 3819: 6.000541002618966e-08
Position 4078: 1.461217804498396e-08
Position 8091: 1.0472700648094542e-08
Position 8302: 8.91997134251998e-09
Position 6307: 7.773992761885048e-09
Position 7434: 3.3050747996760334e-09
Position 7528: 6.208051260657311e-10
Position 3656: 1.0013793355028797e-10
Position 5897: 4.786493168750813e-12
Position 7574: 2.8025659972828506e-12
Position 7454: 1.37719452158184e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 7296: 0.9991903488721965
Position 3331: 0.9952041853535168
Position 7002: 0.989852421408288
Position 5639: 0.9695706738615261
Position 730: 0.8545035935312094
Position 5001: 0.6552010434499183
Position 3936: 0.40389399299770884
Position 2908: 0.25956909530940675
Position 8597: 0.08441573991505472
Position 3529: 0.07705416017417833
Position 6395: 0.0662514293727782
Position 3124: 0.05009099402418644
Position 3070: 0.04270754456283238
Position 6472: 0.038826755706321235
Position 4779: 0.03497850213911051
Position 1987: 0.02645471194506658
Position 5604: 0.02372601183146834
Position 8043: 0.023053353009963966
Position 4461: 0.02291789395329614
Position 5412: 0.01855677916612431
Position 2308: 0.016396937045172442
Position 7463: 0.01577296331071022
Position 5427: 0.015557747594808161
Position 5340: 0.014259988217101977
Position 5866: 0.01282400780274677
Position 5283: 0.011676007514248129
Position 2527: 0.01028976174569657
Position 8755: 0.010230141982879205
Position 6730: 0.010203398426513594
Position 6600: 0.008880144481331804
Position 2594: 0.008754912150540865
Position 7034: 0.00867406284300785
Position 1732: 0.007993780323057097
Position 4062: 0.007403787083453042
Position 3957: 0.007247723326601972
Position 3094: 0.00680342618407326
Position 4230: 0.006582376506054792
Position 8388: 0.00603315264578538
Position 4131: 0.005849873535653667
Position 8428: 0.005260079291366431
Position 4278: 0.005079956386663644
Position 6280: 0.004769105123796512
Position 8492: 0.0037749983459737404
Position 7924: 0.0035439554791904544
Position 5334: 0.0034067652261510224
Position 4431: 0.0032259032701158637
Position 7956: 0.003049081965045473
Position 7507: 0.0030168792629016424
Position 8089: 0.002890788919043899
Position 3998: 0.0027709620416990414
Position 4494: 0.002600298047163758
Position 8619: 0.002447678942537354
Position 2884: 0.0024030073783648177
Position 4563: 0.0023829554792912334
Position 4785: 0.002243138649616622
Position 3781: 0.0022338364629134137
Position 4434: 0.0021375315994556806
Position 6553: 0.00210134835951032
Position 7712: 0.0017170498419729926
Position 3532: 0.0016898271309503945
Position 4524: 0.0016003662929165532
Position 4743: 0.0015824250686564097
Position 8324: 0.0014599124419964332
Position 4155: 0.0014264991197783534
Position 4128: 0.0013872159460868877
Position 4239: 0.0013478031265236514
Position 3340: 0.0013460504493166892
Position 8567: 0.0013455529272785559
Position 8525: 0.0012240571556962837
Position 3775: 0.0012130142308904132
Position 4971: 0.001166163412182388
Position 748: 0.0011252517072925295
Position 8082: 0.0010727565087625952
Position 7878: 0.0010443830519331293
Position 8302: 0.0010384508817922696
Position 8552: 0.0010159142220564665
Position 4272: 0.0009940053334792634
Position 4398: 0.0009767035780067095
Position 6626: 0.0009427615290410005
Position 5908: 0.000931153038480632
Position 8759: 0.00092565741688042
Position 4257: 0.0008745869471721282
Position 5148: 0.0008740084778902175
Position 8696: 0.0008641563756653382
Position 8305: 0.0008349647367963038
Position 4395: 0.0008270272667895782
Position 8462: 0.0008260374487788992
Position 4089: 0.0008231176454995601
Position 5872: 0.0008217796575500167
Position 8226: 0.0008174772809464335
Position 5923: 0.0007965223298201449
Position 6405: 0.0007823334050390868
Position 4377: 0.0007719711513215525
Position 1657: 0.0007331240060691708
Position 4254: 0.0007285559713642463
Position 2788: 0.000721114944059573
Position 8673: 0.000711865862395611
Position 4134: 0.0007026533805598977
Position 3364: 0.0006920333501992805
Position 1729: 0.000665849926671955
Position 5785: 0.0006348289606046893
Position 3954: 0.0006334483770284684
Position 1618: 0.0005823752767292534
Position 5211: 0.0005390317573585722
Position 8134: 0.0005192952884186369
Position 6493: 0.0005025795568371699
Position 3969: 0.0004898021563463455
Position 4308: 0.0004731712885363686
Position 5208: 0.00047261425289230795
Position 1903: 0.00045328392052017307
Position 1663: 0.00045286125613859036
Position 7013: 0.0004491553208766518
Position 3343: 0.0004454200047665019
Position 4815: 0.0004027761139197702
Position 4566: 0.00038593355890787835
Position 7595: 0.00036628984470329885
Position 5618: 0.0003512082038501592
Position 8654: 0.0003372919257889907
Position 1801: 0.0003145014496688874
Position 3361: 0.0002965852544995174
Position 4374: 0.0002723880097464944
Position 5118: 0.00025756642572435766
Position 5013: 0.0002479797869265047
Position 7640: 0.00023900437491573582
Position 6307: 0.00020630836154506262
Position 5671: 0.00020344625134976972
Position 4110: 0.00018886779322842097
Position 7480: 0.0001596502334508131
Position 4869: 0.00015818102478459077
Position 8437: 0.00015699946698870867
Position 4152: 0.0001500568364530946
Position 7604: 0.00014807492144542202
Position 3507: 0.00014032381107895612
Position 5726: 0.00013958938876908758
Position 8510: 0.00013707670971292824
Position 5812: 0.00013613129392220485
Position 3784: 0.00012994186861008702
Position 1906: 0.00011566923704474507
Position 8718: 8.69117181537376e-05
Position 4311: 8.49097391648459e-05
Position 4005: 8.242286946657837e-05
Position 4449: 8.119195099527853e-05
Position 4038: 7.103604890128478e-05
Position 3808: 6.919668294258121e-05
Position 3535: 6.393790723588496e-05
Position 4281: 5.5995093207042285e-05
Position 4314: 5.510206638469864e-05
Position 3563: 4.5885864653721084e-05
Position 129: 3.9193955367230926e-05
Position 7124: 3.579127301615116e-05
Position 7055: 3.355599182020244e-05
Position 452: 3.2081840081587506e-05
Position 3832: 3.134510099483228e-05
Position 7037: 1.789525762807691e-05
Position 3574: 1.4303300855874246e-05
Position 2024: 7.592286445987714e-06
Position 7155: 7.1122201003426154e-06
Position 3367: 6.771640618040865e-06
Position 1759: 6.148225506797377e-06
Position 7184: 5.618220591879552e-06
Position 7323: 4.446831869719859e-06
Position 855: 2.703329922826617e-06
Position 234: 1.4506561969848722e-06
Position 181: 1.0138597833431492e-06
Position 102: 9.83372329198345e-07
Position 243: 9.244802554861144e-07
Position 7331: 2.7679665094581707e-07
Position 195: 2.3040222715633304e-07
Position 248: 2.2293625441478356e-07
Position 225: 9.371271404692853e-08
Position 7260: 7.025626690252614e-08
Position 150: 6.463786116155292e-08
Position 245: 4.914880222387762e-08
Position 145: 3.9613249407706434e-08
Position 291: 1.4103517044221339e-08
Position 7414: 1.35012133830906e-08
Position 296: 5.488220738558097e-09
Position 312: 4.346668931882477e-09
Position 464: 3.5246586969346917e-09
Position 282: 3.472983153878529e-09
Position 204: 2.050976874806278e-09
Position 7360: 1.4834619049134052e-09
Position 207: 1.436830954580737e-09
Position 7384: 9.004012767353818e-10
Position 219: 7.01473659506968e-10
Position 515: 5.792552070766959e-10
Position 7434: 4.5010860349683023e-10
Position 254: 3.007720900042394e-10
Position 7442: 1.7231249753915166e-10
