Gene = Plap
Position 855: 1.4383578471977247e-06
Position 948: 1.3347159505288007e-06
Position 873: 1.2116286551276613e-06
Position 193: 4.712676854032498e-07
Position 1500: 4.321012696928195e-07
Position 962: 3.090098702256514e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.7166055608719708
Position 834: 0.6421560700062572
Position 1726: 0.5180095382759272
Position 803: 0.2976433230679084
Position 1734: 0.13186319443734168
Position 3065: 0.0808237190297394
Position 540: 0.02642016369890965
Position 1698: 0.013972222440858327
Position 2957: 0.01249913078286478
Position 2039: 0.011923198026970531
Position 1984: 0.010350955319721774
Position 203: 0.008792844382420785
Position 1486: 0.007575954070555222
Position 165: 0.006138366405364524
Position 368: 0.005847432912201201
Position 2029: 0.00475860075276335
Position 994: 0.0044160000950128194
Position 2229: 0.0039338662911073165
Position 2852: 0.003360242360230744
Position 1509: 0.001552371566995477
Position 1090: 0.0014032996797462014
Position 2105: 0.0013097912588769579
Position 2075: 0.0010115812056140441
Position 1933: 0.0009586949019927701
Position 170: 0.0009253062357535605
Position 406: 0.0008411320205101715
Position 1895: 0.0007697845929738774
Position 2431: 0.000625266231085214
Position 1615: 0.0006235275802795649
Position 2629: 0.0005012792234417007
Position 2375: 0.0004373793001508427
Position 508: 0.0003918940921112816
Position 77: 0.00035166671516338
Position 1612: 0.0003374963323690676
Position 560: 0.00024652926585046946
Position 415: 0.0002421596245661562
Position 2054: 0.0002255312119566023
Position 2684: 0.00016745633246047163
Position 1025: 0.00013260896451035102
Position 190: 0.00012683874563130192
Position 343: 0.00010876468830485053
Position 843: 0.00010365566849065936
Position 89: 0.00010351146305616411
Position 1535: 5.5058478424536065e-05
Position 632: 3.0300104683874363e-05
Position 3175: 2.7068136830382957e-05
Position 1192: 2.6206376923726466e-05
Position 1137: 2.3196159152837393e-05
Position 1166: 2.2102181408083812e-05
Position 960: 2.0007207359670735e-05
Position 606: 1.6710589044708797e-05
Position 879: 1.650737944634225e-05
Position 1215: 1.562919409178959e-05
Position 930: 1.4784047773179746e-05
Position 1058: 1.4532929251092253e-05
Position 821: 1.3659255734522686e-05
Position 873: 1.3372843242181235e-05
Position 1390: 1.3272252630532812e-05
Position 327: 1.3204437664406398e-05
Position 564: 9.227163893207098e-06
Position 1019: 9.16870190242151e-06
Position 676: 9.111623773757215e-06
Position 810: 5.190247121731422e-06
Position 569: 1.734352297317465e-06
Position 521: 1.4134770812394874e-06
Position 578: 1.3483763516828917e-06
Position 652: 1.0593918942483062e-06
Position 585: 6.703214645926336e-07
Position 684: 4.337088168523629e-07
Position 172: 4.117959243948929e-07
Position 93: 3.3833241199255723e-07
Position 711: 3.3820540085485445e-07
Position 1200: 9.995562721873062e-08
Position 927: 4.827247496748043e-08
Position 611: 4.221321623160892e-08
Position 899: 3.863166508011329e-08
Position 99: 3.0646623060149205e-08
Position 1131: 3.087677638482556e-09
Position 102: 1.8272164691686958e-10
Position 105: 3.893627852263631e-12
Position 213: 1.9125763269566855e-12
