Gene = cyc
Position 107: 0.0002279035395626066
Position 311: 0.0002197926909283725
Position 1802: 0.0001927202481945607
Position 1826: 0.000189669291047183
Position 1855: 0.00016302476176031743
Position 1761: 0.00015779593162320232
Position 810: 0.0001331807792366436
Position 1865: 0.00012125282703881357
Position 2151: 0.00011512511026582614
Position 1301: 0.00011493201051357602
Position 1735: 0.00011318779230108542
Position 599: 0.00010670356441675739
Position 339: 9.317812474043132e-05
Position 1814: 8.488286628357584e-05
Position 896: 5.346602202798197e-05
Position 1014: 4.8363459423058696e-05
Position 701: 4.5626695894432085e-05
Position 1311: 4.4842511308629986e-05
Position 1100: 4.146336193275854e-05
Position 2153: 3.7683384614389956e-05
Position 1389: 3.565508549142629e-05
Position 880: 3.0529681778008146e-05
Position 1065: 2.4826473901525812e-05
Position 1422: 2.3706797391519136e-05
Position 815: 2.326405132509226e-05
Position 1130: 1.9700561944820345e-05
Position 1175: 1.4230599240776389e-05
Position 246: 1.1136556618491035e-05
Position 844: 1.1110108376334273e-05
Position 1790: 1.0087721234795223e-05
Position 291: 8.892669472194916e-06
Position 1745: 8.677032191656398e-06
Position 111: 8.541879513661853e-06
Position 1370: 7.678350119752247e-06
Position 485: 6.792883323093719e-06
Position 692: 6.646817131960313e-06
Position 1079: 6.572761429974776e-06
Position 537: 5.504584293490993e-06
Position 1070: 4.81343527168685e-06
Position 465: 4.588345780672642e-06
Position 838: 3.795128845126031e-06
Position 779: 3.6042145497384614e-06
Position 1082: 3.590691087545928e-06
Position 1033: 3.467846783506651e-06
Position 488: 3.187050964966436e-06
Position 2102: 2.3907081746997907e-06
Position 455: 2.2882384108836232e-06
Position 1108: 1.6342658215779028e-06
Position 737: 8.242419271258106e-07
Position 356: 7.589725846867646e-07
Position 344: 6.619413966996151e-07
Position 93: 2.6490396569459045e-07
Position 350: 2.5100737213971837e-07
Position 175: 2.3598387942978334e-07
Position 126: 2.003781581292266e-07
Position 170: 1.6675592283608089e-07
Position 482: 9.090953338434244e-08
Position 83: 5.32227382512714e-08
Position 202: 3.78227909455809e-08
Position 188: 6.653602439646819e-09
Position 178: 1.0698502923740584e-09
Position 458: 1.6732613968815314e-10
Position 492: 1.3864215553821498e-11
