Gene = Capr
Position 1146: 0.0007521906182702005
Position 1305: 0.0006885777512860171
Position 3066: 0.0006037394445179601
Position 2105: 0.0005527111181151567
Position 2202: 0.0005310230726184672
Position 3834: 0.0005124560527682841
Position 1368: 0.000472583111106571
Position 876: 0.0004654683909972601
Position 1051: 0.00045984695557933536
Position 2889: 0.0004188775171891773
Position 3598: 0.0004102684676105078
Position 2247: 0.00040044384511994907
Position 1934: 0.0003574425003529733
Position 1515: 0.0002923888812377994
Position 3084: 0.0002803025765670896
Position 3577: 0.00024670548346530973
Position 1413: 0.0002331508800360202
Position 622: 0.00022585259270589542
Position 5166: 0.00020289830654572253
Position 1980: 0.0001982834389528028
Position 2541: 0.0001946104875787221
Position 1987: 0.00017134205740796567
Position 3312: 0.00014288460795654472
Position 2707: 0.0001325247644294203
Position 2363: 0.00012259161190218207
Position 2547: 0.00012089480408255551
Position 2260: 0.00011633931556702268
Position 3315: 0.00011503085956719451
Position 2943: 0.00010600853893208234
Position 2922: 0.00010257155898960109
Position 3342: 9.990254542788713e-05
Position 645: 9.975609503476478e-05
Position 1683: 9.67897527280117e-05
Position 3017: 9.66799600225833e-05
Position 3491: 9.273761357824644e-05
Position 2183: 7.929883298713798e-05
Position 2301: 6.991763473323602e-05
Position 1346: 6.739024035970873e-05
Position 1721: 5.2610823152255945e-05
Position 2886: 4.994959276929556e-05
Position 2613: 4.7647751653464154e-05
Position 1712: 4.244502003494299e-05
Position 2610: 4.183896340398126e-05
Position 1019: 4.183645765899688e-05
Position 1559: 3.966891753504195e-05
Position 979: 3.9222784202412e-05
Position 2515: 3.869739408232751e-05
Position 1663: 3.7454360343886854e-05
Position 460: 3.5126816319095134e-05
Position 503: 3.317269866743166e-05
Position 1334: 3.274969703510338e-05
Position 557: 3.2656224320058324e-05
Position 2652: 3.23020197864905e-05
Position 454: 2.7639048966476846e-05
Position 2356: 2.752154919965617e-05
Position 976: 2.009700877811734e-05
Position 737: 1.6446317602412938e-05
Position 509: 1.589656128542207e-05
Position 1136: 1.5767972540810115e-05
Position 588: 1.538191769040753e-05
Position 463: 1.4884473898831879e-05
Position 512: 1.445713813313095e-05
Position 642: 1.279998203235802e-05
Position 960: 1.2787869649641077e-05
Position 1436: 1.2610173873893856e-05
Position 1173: 9.327353526916606e-06
Position 1693: 8.828315922541461e-06
Position 1449: 6.5237949546421766e-06
Position 1468: 4.5804078017179765e-06
Position 1555: 2.709531584253629e-06
Position 921: 4.785607283576702e-07
Position 469: 1.1939402565108855e-07
Position 398: 1.1591931217493774e-07
Position 165: 8.962530896515282e-08
Position 161: 7.484462863590729e-08
Position 915: 7.119932910224981e-08
Position 194: 5.249819929111369e-08
Position 536: 3.976002672862652e-08
Position 624: 2.355946713178336e-08
Position 376: 2.3143728342941483e-08
Position 292: 1.9434696384374923e-08
Position 669: 1.9046533442882762e-08
Position 191: 1.1700335911019153e-08
Position 526: 1.1617618297645203e-08
Position 267: 1.089646864412539e-08
Position 219: 6.3014070453836915e-09
Position 404: 5.9440912915533216e-09
Position 475: 5.410465025647821e-09
Position 171: 4.44953990506625e-09
Position 380: 3.497510630897409e-09
Position 520: 2.874209098547219e-09
Position 687: 2.2600452538038992e-09
Position 222: 1.784305014356764e-09
Position 663: 6.104975746373961e-10
Position 296: 5.023026843675315e-10
Position 225: 3.4931726799872494e-10
Position 408: 3.272920060779732e-10
Position 188: 2.85226532739142e-10
Position 228: 2.2866809816326986e-10
Position 282: 7.541283469540094e-11
Position 186: 2.6260219197639e-11
Position 411: 1.7108806299510263e-11
Position 554: 1.592582841064762e-11
Position 414: 6.794394359914532e-12
Position 684: 2.4319006410978174e-12
Position 481: 1.9048481668745082e-14
