Gene = Svil
Position 228: 3.585239203852324e-05
Position 1774: 3.4931795450612213e-05
Position 1214: 3.3734422564519054e-05
Position 1076: 3.048976389647011e-05
Position 733: 2.7436109050555694e-05
Position 801: 1.7129657782011966e-05
Position 259: 1.629028059336445e-05
Position 87: 1.627178058051061e-05
Position 972: 1.3548875316275485e-05
Position 1760: 8.548606966321705e-06
Position 83: 7.534092253399242e-06
Position 72: 5.80730442767801e-06
Position 3014: 5.518987230922484e-06
Position 161: 5.336798757745055e-06
Position 445: 3.4813052296381777e-06
Position 21: 2.0827804001913903e-06
Position 156: 1.4930836887842924e-06
Position 296: 9.39314802115181e-07
Position 437: 5.47004226511418e-07
Position 376: 3.7410505344716167e-07
Position 406: 2.392743245880086e-07
Position 617: 2.3768556851767638e-07
Position 611: 2.1158081514146044e-07
Position 356: 1.723142956448407e-07
Position 158: 1.2456884693297657e-07
Position 370: 7.706169927806568e-08
Position 115: 6.1851885681396e-08
Position 658: 3.958703276606508e-08
Position 85: 6.619444295488714e-10
Position 281: 4.097527705951937e-11
Position 5565: 3.58321700724967e-18
Position 5198: 3.4754349761773974e-18
Position 4288: 1.2372488025534325e-18
Position 4387: 8.682413692479051e-19
Position 4411: 5.290366849275484e-19
Position 4381: 5.13972202129522e-19
Position 4017: 2.3552195870200892e-20
Position 4021: 2.3364694693620593e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 24899: 0.9999999996294621
Position 37735: 0.9999946918890418
Position 276: 0.8295531125450548
Position 1058: 0.31389740457144166
Position 14139: 0.2467785487096232
Position 1417: 0.11973215703038224
Position 7593: 0.045165097504210265
Position 13707: 0.04265045435840915
Position 7460: 0.038822251375133295
Position 7418: 0.03138766712549283
Position 12258: 0.024503542097972078
Position 248: 0.01828495413272586
Position 12311: 0.018023533670391716
Position 25046: 0.015361878522796064
Position 768: 0.015293351330678514
Position 1711: 0.012492601250402365
Position 388: 0.01004820410905548
Position 7361: 0.009529141281477664
Position 1548: 0.00948305052248589
Position 490: 0.009364088781809683
Position 1689: 0.008157763813694005
Position 3865: 0.007447561628914196
Position 25043: 0.007122677631952998
Position 486: 0.006628908932859881
Position 3888: 0.00472031232276075
Position 1921: 0.003952510364972886
Position 254: 0.003489916026027927
Position 1882: 0.0032931147283495198
Position 723: 0.0028378995422558423
Position 281: 0.002536044826602034
Position 1869: 0.0016779664659882963
Position 1437: 0.001642836915087036
Position 518: 0.0013389547966826923
Position 265: 0.0010262817213198257
Position 1148: 0.0009484392038684858
Position 1774: 0.0007502112938666943
Position 1302: 0.0006933812059681594
Position 1850: 0.0006038154172823716
Position 3060: 0.0005895605883448867
Position 1432: 0.0005743186846041518
Position 536: 0.0005626321705378363
Position 643: 0.0005306870383776541
Position 1293: 0.0005063922638972809
Position 2007: 0.00047843770522995355
Position 1110: 0.00029576858390737234
Position 1248: 0.0002399877228905529
Position 237: 9.315701739272463e-05
Position 686: 8.749021879931342e-05
Position 513: 5.2180164607518356e-05
Position 339: 4.2333354321539126e-05
Position 3355: 2.945037367096671e-05
Position 648: 2.887140174427955e-05
Position 1324: 2.4897998178516533e-05
Position 228: 2.2003545515489547e-05
Position 1098: 1.5688049376530106e-05
Position 495: 1.1841142172248091e-05
Position 3398: 5.0921824218271774e-06
Position 1037: 4.0277868900487614e-06
Position 2825: 3.627405261626529e-06
Position 1461: 3.2012785546411075e-06
Position 594: 3.0112690868043566e-06
Position 225: 1.9945358719285975e-06
Position 1087: 1.8006999540554068e-06
Position 776: 1.7422736859205033e-06
Position 1255: 1.4236818830735553e-06
Position 72: 7.837954162117599e-07
Position 96: 5.602494087078347e-07
Position 795: 5.470930349495017e-07
Position 1011: 4.3214501530559814e-07
Position 801: 3.9472339309262014e-07
Position 25775: 3.0507698965374174e-07
Position 26250: 2.0258451580707552e-07
Position 25450: 6.879744065977168e-08
Position 169: 2.5215714504448004e-08
Position 566: 6.68600261880557e-09
Position 195: 7.568884413852413e-10
Position 19293: 3.0027735348257147e-10
Position 215: 2.701722899286273e-10
Position 256: 8.276978392580514e-11
Position 19818: 6.602663873340432e-11
Position 14650: 2.4635883271200266e-12
Position 14677: 6.09585249034241e-13
Position 15210: 4.2917119365924804e-13
Position 217: 4.181077072560344e-13
Position 14601: 1.3870898801986193e-13
Position 13204: 1.568974842797247e-14
Position 11348: 2.374110690280567e-15
Position 9982: 1.8314887359548514e-15
Position 10078: 7.915193878708019e-16
Position 10097: 3.3486644216804837e-16
Position 10008: 2.9635143363230635e-16
Position 9103: 2.7714161579304986e-16
Position 7752: 2.559384631717014e-16
Position 7844: 2.2749791835227406e-16
Position 8287: 8.519954024707543e-17
Position 5709: 3.674306252619979e-17
Position 4897: 2.0363225798220538e-17
Position 4463: 1.365531785908008e-17
Position 5342: 1.302707966281999e-17
Position 5014: 6.2201757252435805e-18
Position 5094: 4.937178901912856e-18
Position 4701: 3.4121587669795203e-18
Position 4665: 4.0119583181820435e-19
Position 3830: 3.2404449463861563e-19
Position 2124: 2.0988567821182042e-19
Position 2537: 1.3914033381749273e-19
Position 3479: 1.2717472572960238e-19
Position 2766: 1.151986646299448e-19
Position 2942: 9.07549758398451e-20
Position 3654: 5.619076693000071e-20
Position 3892: 1.6480090367952838e-20
Position 2186: 1.3442800635080421e-20
