Gene = Ance-2
Position 1358: 5.433339351650117e-09
Position 142: 3.9698526908404615e-09
Position 1786: 1.6410044507363303e-09
Position 377: 7.175817726379746e-10
Position 468: 3.9312538408989246e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.950434437590407
Position 1382: 0.9038134211991601
Position 383: 0.8565373733847557
Position 1404: 0.07892685039813564
Position 1607: 0.036911992654972525
Position 2025: 0.02163907206084495
Position 1238: 0.02043697405158001
Position 1136: 0.01798113584527742
Position 2254: 0.017111198231950096
Position 1774: 0.016807816984649643
Position 368: 0.016198083158249183
Position 1058: 0.01382454375616605
Position 344: 0.01144287815787521
Position 2118: 0.008120242871188373
Position 1146: 0.00771393323370434
Position 641: 0.006972550522438039
Position 932: 0.004716920698154798
Position 1731: 0.004009323606034548
Position 2084: 0.00391936480312608
Position 2064: 0.0038724069023001136
Position 755: 0.0038512551586794975
Position 1123: 0.003202150097647528
Position 482: 0.003035700518567172
Position 2265: 0.0018660066477965427
Position 1784: 0.0018032754840773917
Position 458: 0.0017053441311944383
Position 694: 0.0016540054957716011
Position 895: 0.0014991982964776536
Position 1639: 0.0014104113997647123
Position 773: 0.0013057479128576294
Position 404: 0.0012498550671492796
Position 497: 0.0008655237891141567
Position 1970: 0.0007473552209585638
Position 1075: 0.0007372366341008327
Position 1241: 0.0007226024161973833
Position 97: 0.0007032875199076735
Position 138: 0.0006509424608455809
Position 1661: 0.0006390971577635709
Position 819: 0.000626822838427154
Position 1408: 0.000482488990700165
Position 727: 0.0004714211597317551
Position 416: 0.0003195173556747019
Position 1181: 0.0003170559857356959
Position 1024: 0.0003092763012352041
Position 996: 0.0002470369852709155
Position 688: 0.0002336701586338634
Position 2177: 0.0002294717662214692
Position 680: 0.00020822418623810194
Position 1214: 0.00020284590741365428
Position 929: 0.00017811297463764
Position 436: 0.0001574369649836417
Position 2271: 0.00015382192442611525
Position 1020: 0.00015035207344915412
Position 1967: 0.00014157204811904477
Position 812: 0.0001288894217102426
Position 1893: 9.58787746571316e-05
Position 825: 9.455938715796906e-05
Position 1585: 9.4171651157432e-05
Position 545: 7.85514500090471e-05
Position 149: 7.849979334645618e-05
Position 874: 7.696037347168428e-05
Position 793: 6.899865065529743e-05
Position 2211: 5.580768185267502e-05
Position 2379: 4.9098412838847645e-05
Position 1444: 4.658954228263131e-05
Position 2122: 4.383864442183563e-05
Position 866: 4.177680277155382e-05
Position 902: 3.739625694571061e-05
Position 608: 3.345082407368179e-05
Position 2346: 3.3383126798742854e-05
Position 602: 2.2806300901350526e-05
Position 1273: 1.7927350708228293e-05
Position 1469: 1.613777441678589e-05
Position 566: 1.0236913204154441e-05
Position 704: 6.782272134396689e-06
Position 1643: 6.7690696511334655e-06
Position 575: 6.657373740302296e-06
Position 83: 5.8994975208927985e-06
Position 1527: 5.872330679629078e-06
Position 2190: 4.831167971844244e-06
Position 194: 2.1957225769833156e-06
Position 240: 1.8260988145347822e-06
Position 1846: 7.410020972429456e-07
Position 293: 2.33683634263632e-07
Position 198: 6.988862734209445e-08
Position 281: 6.756847858027305e-08
Position 77: 6.706412057481222e-08
Position 259: 3.241472679242024e-08
Position 225: 2.869417707249496e-08
Position 72: 1.8206810220829686e-08
Position 290: 1.4134197437008677e-08
Position 1587: 2.947610380083602e-09
Position 1358: 2.7904929165022897e-09
Position 209: 2.139824071575869e-09
Position 297: 4.659297910955276e-10
Position 285: 1.8714596861247781e-10
Position 272: 3.845102580751745e-12
Position 211: 2.638739798827312e-12
