Gene = Nrt
Position 54: 1.7280357031720994e-07
Position 256: 1.6495743520452654e-07
Position 10408: 1.5856984461131846e-07
Position 17: 1.5425267720291123e-07
Position 8777: 1.3968966218817988e-07
Position 7: 1.0379634372588242e-07
Position 8772: 8.490634158903241e-08
Position 371: 8.336637960819409e-08
Position 8709: 8.309766226392906e-08
Position 330: 7.061151293937207e-08
Position 35: 6.025506554239363e-08
Position 12: 4.934824942990067e-08
Position 8837: 4.8195413661753984e-08
Position 8672: 4.362359211908779e-08
Position 743: 2.9569192354310107e-08
Position 7777: 2.7052781432659103e-08
Position 1035: 2.087955951361134e-08
Position 8864: 9.212995102282886e-09
Position 8037: 8.596127522059276e-09
Position 8085: 7.870266299830907e-09
Position 8319: 3.523139136078391e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7641: 0.9903089019024618
Position 8357: 0.941506006545776
Position 10844: 0.2155143161742272
Position 1199: 0.07947835610542009
Position 8360: 0.05494434188906076
Position 9954: 0.031449901839186625
Position 5723: 0.019901044667744675
Position 264: 0.011025892904110084
Position 7652: 0.00787112760249499
Position 11193: 0.005983370377231853
Position 11260: 0.005646127792744689
Position 338: 0.00528991441608456
Position 7271: 0.004350899637851934
Position 3706: 0.0042338665765270555
Position 1403: 0.0038844807547329828
Position 6348: 0.0027882211189678096
Position 10602: 0.002707500999628009
Position 5041: 0.002034468654748173
Position 10885: 0.0019569826800092636
Position 267: 0.0019412234001292415
Position 9559: 0.0019001415673878192
Position 981: 0.0017952892566446845
Position 3738: 0.0017390980092620526
Position 9419: 0.0017366402257135017
Position 669: 0.0015736476705535084
Position 3761: 0.0014820635154581944
Position 3054: 0.0013701583044832789
Position 3315: 0.0013396107550980303
Position 10019: 0.0012677020264401857
Position 9268: 0.0011607964371989701
Position 5021: 0.0010914933992332593
Position 11126: 0.0010826952184510663
Position 447: 0.001063635121220157
Position 1223: 0.0010596154402676263
Position 9000: 0.001028806643147095
Position 9572: 0.0009727697689022358
Position 11245: 0.0009032050038175893
Position 10308: 0.0008763733269019798
Position 9739: 0.0008749503158676642
Position 9265: 0.0008734158398073716
Position 1483: 0.000819686108989797
Position 2990: 0.0008146805985020316
Position 10775: 0.0006501201619698542
Position 1318: 0.0006027913414062658
Position 10613: 0.000564747327898191
Position 4527: 0.0005532898615243645
Position 3071: 0.0005431060463582088
Position 10445: 0.0005236256596714852
Position 328: 0.0005013570729791288
Position 4220: 0.00047471518081670635
Position 7620: 0.000447130469460189
Position 8366: 0.0004466781920577591
Position 3280: 0.0004175678730113819
Position 9433: 0.0003929639036301168
Position 10926: 0.000391327726695377
Position 9730: 0.00036758989844480085
Position 4084: 0.00034363308498669735
Position 5071: 0.0002960076891798012
Position 934: 0.0002950090940888096
Position 379: 0.0002897025344871049
Position 1440: 0.00028480342057907046
Position 2473: 0.0002623792108858296
Position 10177: 0.00021884696854968983
Position 10126: 0.0002104224947850992
Position 9003: 0.00018947103464464333
Position 5146: 0.00018332187228919445
Position 10542: 0.00017919107948367332
Position 10859: 0.00017099730547516707
Position 10510: 0.00014421405950001612
Position 10710: 0.0001419599269466111
Position 10097: 0.00012017505509383116
Position 2549: 0.00011923491913395565
Position 11362: 0.00011838763631628523
Position 2028: 9.960616736658353e-05
Position 10770: 9.522701800627414e-05
Position 2505: 9.089036280969092e-05
Position 9526: 8.417788700246807e-05
Position 1286: 8.030850741161287e-05
Position 9862: 7.083100142479076e-05
Position 8542: 6.94597876051938e-05
Position 9245: 6.913404150837088e-05
Position 8921: 6.05829038252009e-05
Position 6988: 5.9020729207663525e-05
Position 8387: 5.813179878811447e-05
Position 9041: 5.560687822679302e-05
Position 11337: 5.0641451818055034e-05
Position 6699: 4.5300006894266296e-05
Position 10129: 4.4976619177048274e-05
Position 9915: 3.059989692044846e-05
Position 923: 3.054912342820897e-05
Position 9019: 3.0510112452362263e-05
Position 1048: 2.5020359269963196e-05
Position 10165: 2.3942447435435364e-05
Position 6054: 2.153617433085302e-05
Position 4725: 1.8416489343270624e-05
Position 4786: 1.835934890940867e-05
Position 8464: 1.8140805490036324e-05
Position 5299: 1.454034034952503e-05
Position 5393: 1.445820317866959e-05
Position 8410: 1.3772823502939042e-05
Position 687: 1.3351905029722237e-05
Position 728: 1.005549422589102e-05
Position 702: 7.776121454421886e-06
Position 8575: 6.759377229890295e-06
Position 8434: 6.02113032382755e-06
Position 417: 4.6194170617030985e-06
Position 513: 3.5290082691587177e-06
Position 590: 1.8329074279726357e-06
Position 555: 1.5351398093362124e-06
Position 492: 1.4992976542423693e-06
Position 2009: 1.3271098084658744e-06
Position 9579: 1.2876019197900444e-06
Position 1022: 7.26682246138072e-07
Position 2771: 6.714793430641943e-07
Position 763: 6.669689091485842e-07
Position 99: 5.617879863675388e-07
Position 617: 3.9984646089124827e-07
Position 760: 3.855839415459647e-07
Position 428: 3.7054443084868536e-07
Position 342: 3.600417770735487e-07
Position 468: 1.288940998596124e-07
Position 473: 1.9298149797948764e-08
