Gene = Saf6
Position 1235: 1.4599890985010538e-05
Position 1425: 1.3386642518061222e-05
Position 1658: 1.2143304465385982e-05
Position 54: 1.0003154379356296e-05
Position 1010: 9.47822008098893e-06
Position 1026: 8.435802716092138e-06
Position 1374: 7.775786566849073e-06
Position 1121: 6.980291281498962e-06
Position 1137: 6.565196269138913e-06
Position 585: 5.6498880563570614e-06
Position 468: 3.334313328778107e-06
Position 1042: 1.401107130358644e-06
Position 452: 1.2755930033594525e-06
Position 513: 1.1233262328967787e-06
Position 1145: 1.115033391132904e-06
Position 494: 7.353245448803903e-07
Position 208: 6.317191108403212e-07
Position 176: 4.242204921008893e-07
Position 160: 3.494273223597064e-07
Position 865: 3.4348358929839525e-07
Position 658: 3.322031495470528e-07
Position 1001: 3.016658282051403e-07
Position 969: 2.2372052262453863e-07
Position 303: 2.0964907207427888e-07
Position 196: 2.0248493172127472e-07
Position 223: 1.5795122765097318e-07
Position 917: 1.448867411177127e-07
Position 449: 1.3879766076372708e-07
Position 914: 1.0312276057306688e-07
Position 180: 9.960767546047939e-08
Position 187: 7.830764931300504e-08
Position 835: 5.2293868995816775e-08
Position 480: 4.2025027565229744e-08
Position 643: 3.9260593183667503e-08
Position 151: 2.08754696821729e-08
Position 980: 2.0707944067826843e-08
Position 411: 1.0093870516666478e-08
Position 997: 6.115492225689162e-10
Position 762: 4.2092013964009644e-10
Position 908: 1.88558359482759e-10
Position 896: 1.758491296366785e-10
Position 282: 2.1488091279858902e-16
