Gene = RpIIIC53
Position 934: 6.4627933122975105e-09
Position 921: 3.5237046296387755e-09
Position 1217: 9.809126298367697e-12
Position 1326: 9.791866529403586e-12
Position 911: 2.3250112963060788e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9976287561737464
Position 925: 0.9117268252852353
Position 1046: 0.8014853508603395
Position 1058: 0.05430342042390688
Position 1453: 0.029274454261014462
Position 1202: 0.020094056055389973
Position 1078: 0.006974074042771042
Position 631: 0.0052183838386822105
Position 312: 0.004231512397450784
Position 1711: 0.003998231720557943
Position 1066: 0.003594718363283104
Position 1701: 0.003338958016386107
Position 945: 0.0018481312137227286
Position 628: 0.001722110494235504
Position 1126: 0.0016662284838170035
Position 95: 0.001411105320987246
Position 1564: 0.0014083585750686311
Position 609: 0.0012110441371279842
Position 1523: 0.0008908347537298945
Position 625: 0.0007753124723347995
Position 658: 0.0006124417382147081
Position 1235: 0.0005481741694100125
Position 1544: 0.0005382664624940158
Position 1170: 0.0004264344365137806
Position 108: 0.00036922965488015656
Position 1100: 0.0003193118141578575
Position 1253: 0.00025658729946284185
Position 1096: 0.00024002358749218512
Position 1567: 0.00022155874459861184
Position 1534: 0.0002192784899666831
Position 65: 0.0001639366181446256
Position 1321: 0.00014495810573431225
Position 292: 0.0001345801521305553
Position 483: 0.00010980825465443594
Position 650: 0.00010616300088469506
Position 942: 0.0001033759892661571
Position 690: 8.355040344395896e-05
Position 1298: 8.257234948736549e-05
Position 504: 7.093214495026222e-05
Position 993: 4.541381638622074e-05
Position 707: 4.241296157428079e-05
Position 1570: 2.7258902885904587e-05
Position 1180: 2.6545849384881715e-05
Position 693: 2.2098422695692166e-05
Position 492: 2.1175266681500843e-05
Position 1109: 2.0476743619179225e-05
Position 1264: 1.5833073212977577e-05
Position 1286: 1.4364772583227572e-05
Position 215: 1.1343007044872931e-05
Position 999: 9.96636378878667e-06
Position 155: 9.641316836600906e-06
Position 126: 9.00595941603872e-06
Position 964: 4.297430610525826e-06
Position 726: 4.121468752502724e-06
Position 265: 3.572965829127164e-06
Position 133: 2.8802576119825377e-06
Position 188: 2.1255092014689814e-06
Position 212: 1.4245870023234583e-06
Position 435: 1.2177771408036457e-06
Position 747: 1.1494182458452931e-06
Position 735: 1.1174302698981597e-06
Position 218: 8.869593648749464e-07
Position 893: 8.157210530600993e-07
Position 76: 7.717099946408814e-07
Position 890: 7.461732531386906e-07
Position 373: 5.108723677541647e-07
Position 741: 4.870548501077803e-07
Position 756: 4.7414270805788227e-07
Position 1272: 4.6042783013145095e-07
Position 1256: 4.4144093411921424e-07
Position 231: 4.0583755785042104e-07
Position 362: 3.26356198762405e-07
Position 509: 3.1704940559726083e-07
Position 1175: 3.0773185992678913e-07
Position 521: 2.2052118341151716e-07
Position 833: 1.9460126425998415e-07
Position 867: 1.7979507020433965e-07
Position 1491: 1.6332686115020823e-07
Position 974: 1.5457821876261316e-07
Position 960: 1.3236752402919247e-07
Position 1339: 1.319267075095213e-07
Position 1326: 1.1178395784655561e-07
Position 782: 1.0898772821290343e-07
Position 195: 7.675826137599205e-08
Position 366: 6.144663011247723e-08
Position 45: 5.8985279683083045e-08
Position 759: 4.6610919907581036e-08
Position 193: 1.9450853358488486e-08
Position 1104: 1.5192041765937753e-08
Position 1007: 1.4010355983994047e-08
Position 240: 1.3171490204993072e-08
Position 419: 1.0301628900675509e-10
Position 512: 1.5580229717792742e-11
Position 523: 1.4335109293727374e-12
Position 236: 2.0691748805271906e-15
