Gene = lt
Position 1434: 0.0017680467233926118
Position 1290: 0.0016255586655694967
Position 1508: 0.0015395375955803417
Position 389: 0.0014853225145166407
Position 2725: 0.001370063157396051
Position 2054: 0.0012588032195992313
Position 1532: 0.0012098903071495679
Position 1179: 0.000983797980645888
Position 651: 0.0007756959372179801
Position 1172: 0.0006227831782085603
Position 1494: 0.0006100805441869161
Position 6113: 0.00042495225573340524
Position 1040: 0.00040980981378414263
Position 6553: 0.0003461707460500115
Position 425: 0.00029843161603706987
Position 447: 0.0002749448066534253
Position 632: 0.0002596342636114034
Position 126: 0.00023244050415795357
Position 9266: 0.00022758663332091657
Position 1573: 0.00021488307078521235
Position 1271: 0.00021056743259148693
Position 1015: 0.0001980425948902322
Position 5336: 0.00017240296522675713
Position 3907: 0.00013312890201079658
Position 5266: 0.0001320648368361534
Position 296: 0.00010557519576436342
Position 110: 9.985120137122311e-05
Position 7264: 9.223566070178628e-05
Position 491: 8.818765240995888e-05
Position 1188: 7.80770154168408e-05
Position 5760: 7.779242619415991e-05
Position 8123: 5.5091476615250154e-05
Position 4092: 4.790297951072525e-05
Position 7476: 4.7219601695320124e-05
Position 467: 4.4099913739302753e-05
Position 3541: 3.618957741069942e-05
Position 8000: 3.595968979569471e-05
Position 7535: 3.4106699116631674e-05
Position 5130: 3.2715003021019633e-05
Position 6563: 2.0855921705529394e-05
Position 700: 1.7820253956189783e-05
Position 485: 1.7568305538408127e-05
Position 6427: 1.5875346684687085e-05
Position 203: 1.429905209940106e-05
Position 3128: 1.2230767038951789e-05
Position 1831: 1.1559156733923634e-05
Position 3597: 1.06136954150537e-05
Position 6477: 9.405573459624698e-06
Position 5548: 7.77305102012278e-06
Position 3108: 7.747935327090438e-06
Position 312: 7.0400459555222995e-06
Position 1359: 6.629801702716655e-06
Position 3053: 5.976404072841888e-06
Position 1554: 5.257671094883657e-06
Position 6622: 5.212657236607097e-06
Position 6459: 5.120753946183121e-06
Position 679: 4.765128254928032e-06
Position 692: 3.964999362504718e-06
Position 556: 3.938511003180727e-06
Position 505: 3.6435010900162053e-06
Position 339: 3.6076075343096642e-06
Position 237: 2.842413823451336e-06
Position 3698: 2.8354583724328986e-06
Position 3947: 2.6849755705276632e-06
Position 473: 1.7777441194373026e-06
Position 4583: 1.303305608167689e-06
Position 499: 1.202917131877577e-06
Position 5086: 1.1568143165035561e-06
Position 3978: 8.455898548793295e-07
Position 217: 7.696150220598382e-07
Position 52: 7.583420226786985e-07
Position 3666: 6.976117039142803e-07
Position 3727: 6.504258281134812e-07
Position 3558: 6.125240889539103e-07
Position 839: 5.319349401727165e-07
Position 970: 4.7400801028670967e-07
Position 845: 4.3826589274532737e-07
Position 814: 4.083956720068796e-07
Position 2970: 3.8404575668384947e-07
Position 1559: 3.66136508057882e-07
Position 666: 3.4997800323518656e-07
Position 824: 2.756090144081594e-07
Position 3932: 2.711291588994724e-07
Position 811: 2.1389329093904144e-07
Position 930: 1.7016955380538255e-07
Position 952: 1.454721300498099e-07
Position 1085: 1.2276252533507442e-07
Position 894: 1.2028035843892248e-07
Position 1943: 9.817428330292168e-08
Position 849: 6.265777719083361e-08
Position 902: 4.3065799376736844e-08
Position 2413: 1.9160413884293914e-08
Position 1069: 1.1415099824204228e-08
Position 1052: 3.641927595694601e-09
Position 1071: 2.0485593132285284e-09
Position 1153: 9.341202153186295e-10
Position 2077: 9.112404084962932e-10
Position 213: 6.844064257004425e-11
Position 225: 4.87354735130787e-12
