Gene = mus304
Position 2942: 0.00020974148116438345
Position 1590: 0.00014724399124814737
Position 555: 0.00014648537921745333
Position 128: 0.00014188716351391803
Position 863: 0.00014045597715286266
Position 1150: 0.00013946891256488885
Position 1738: 0.00013700097390340993
Position 2398: 0.000128136432512262
Position 2454: 0.00010461637408051653
Position 574: 0.00010108763636857354
Position 1715: 8.450742000924555e-05
Position 2713: 8.09493005700231e-05
Position 2401: 7.16421566219226e-05
Position 1519: 6.583512404881142e-05
Position 2923: 5.763973955466447e-05
Position 2899: 5.113638077592731e-05
Position 1718: 5.0507186437991364e-05
Position 83: 4.9115968137745624e-05
Position 564: 4.305689786829222e-05
Position 262: 2.7580442162416026e-05
Position 2748: 2.582954582852609e-05
Position 2700: 2.0242125943979164e-05
Position 501: 2.0145021648037744e-05
Position 2971: 1.61779277130783e-05
Position 388: 1.5029410407340768e-05
Position 682: 1.2908543240396857e-05
Position 381: 1.172909586148943e-05
Position 2825: 1.1284350230569163e-05
Position 667: 1.0393924702187042e-05
Position 2952: 9.496027963904557e-06
Position 1165: 9.468224909098047e-06
Position 70: 9.394288933799785e-06
Position 2883: 8.718382359764439e-06
Position 424: 7.447156102620422e-06
Position 881: 4.628223465437073e-06
Position 165: 3.3451452261826283e-06
Position 1007: 3.3230700968244938e-06
Position 421: 2.847358484283777e-06
Position 659: 2.699126374329657e-06
Position 1181: 2.6638050140762596e-06
Position 776: 2.51994676871745e-06
Position 3021: 2.4376341868901235e-06
Position 571: 1.971603634903789e-06
Position 705: 1.7925520739658085e-06
Position 514: 1.5688238551364987e-06
Position 1039: 1.5371117376401426e-06
Position 145: 1.0908830189001608e-06
Position 854: 1.0241669609935176e-06
Position 924: 9.17152687407494e-07
Position 709: 8.941884775898577e-07
Position 842: 6.598755061177615e-07
Position 182: 5.527162237272232e-07
Position 543: 4.4963382016775945e-07
Position 956: 4.1036300733330866e-07
Position 691: 4.093766547517931e-07
Position 930: 3.7184247892653325e-07
Position 836: 2.6249834262902916e-07
Position 1256: 1.8130156282337555e-07
Position 534: 1.6926539793460584e-07
Position 1065: 1.4513559293372204e-07
Position 1027: 1.329479684539758e-07
Position 977: 1.156558750811995e-07
Position 529: 1.0015466657806402e-07
Position 625: 9.551098128135838e-08
Position 631: 8.515518719265971e-08
Position 637: 6.762327307181678e-08
Position 95: 5.377691751351658e-08
Position 727: 3.652073857506762e-08
Position 540: 2.2611491663720506e-08
Position 348: 1.3574782796697322e-08
Position 192: 8.434775687724207e-09
Position 333: 7.975856381145288e-09
Position 109: 4.758839854616817e-09
Position 201: 4.716093669390924e-09
Position 289: 3.0937069246300016e-09
Position 314: 3.0232544781142643e-09
Position 304: 3.3135503799969346e-11
Position 283: 3.1379580884718716e-12
Position 316: 1.613057381509301e-12
Position 271: 1.3063893912437745e-12
Position 301: 9.944274253706116e-13
Position 292: 5.530208236504269e-13
Position 337: 1.8952751813149305e-13
