Gene = RhoGDI
Position 2546: 3.32189334023662e-05
Position 2612: 2.857672480816096e-06
Position 82: 2.6891866301855667e-06
Position 325: 2.1341624049014686e-06
Position 170: 1.655625727970054e-06
Position 866: 9.064895535446096e-07
Position 210: 8.291498833462833e-07
Position 2600: 6.794670336060933e-07
Position 68: 5.992520418306032e-07
Position 844: 5.525975744930799e-07
Position 901: 3.97992818326004e-07
Position 381: 1.8603083231598334e-07
Position 72: 1.1819508235814828e-07
